MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen 
,GAS Liander,,Nieuwe Leliestraat,1015SX,1015SX,AMSTERDAM,NL,GAS,KVB,33,1.0,1.0,1.0,0.94,G4,1035,0.0,0.2727,
,Liander N.V. (NW),,Eerste Leliedwarsstraat,1015SZ,1015SZ,AMSTERDAM,NL,ELK,KVB,22,1.0,0.7726999999999999,1.0,0.5,1x25,2446,0.3182,0.3182,1.1
,GAS Liander,,Eerste Leliedwarsstraat,1015SZ,1015SZ,AMSTERDAM,NL,GAS,KVB,19,1.0,0.8946999999999999,1.0,0.95,G4,1648,0.0,0.31579999999999997,
,Liander N.V. (NW),,Eerste Leliedwarsstraat,1015TA,1015TA,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9309999999999999,1.0,0.55,1x25,2022,0.3103,0.2759,1.1
,GAS Liander,,Eerste Leliedwarsstraat,1015TA,1015TA,AMSTERDAM,NL,GAS,KVB,26,1.0,0.9615,1.0,0.92,G4,1199,0.0,0.23079999999999998,
Liander N.V.,Liander N.V. (NW),,Tweede Leliedwarsstraat,1015TB,1015TB,AMSTERDAM,NL,ELK,KVB,35,1.0,0.8,1.0,0.51,1x25,1990,0.2857,0.3143,1.1
,GAS Liander,,Tweede Leliedwarsstraat,1015TB,1015TB,AMSTERDAM,NL,GAS,KVB,28,1.0,0.8929,1.0,1.0,G4,1093,0.0,0.35710000000000003,
Liander N.V.,Liander N.V. (NW),,Tweede Leliedwarsstraat,1015TC,1015TC,AMSTERDAM,NL,ELK,KVB,18,1.0,0.9444,1.0,0.61,1x25,3242,0.22219999999999998,0.22219999999999998,1.1
,GAS Liander,,Tweede Leliedwarsstraat,1015TC,1015TC,AMSTERDAM,NL,GAS,KVB,16,1.0,1.0,1.0,0.94,G4,1362,0.0,0.25,
,Liander N.V. (NW),,Derde Leliedwarsstraat,1015TD,1015TD,AMSTERDAM,NL,ELK,KVB,19,1.0,1.0,1.0,0.74,1x25,1705,0.5263,0.5263,1.2
,GAS Liander,,Derde Leliedwarsstraat,1015TD,1015TD,AMSTERDAM,NL,GAS,KVB,18,1.0,1.0,1.0,1.0,G4,1092,0.0,0.3333,
,Liander N.V. (NW),,Derde Leliedwarsstraat,1015TE,1015TE,AMSTERDAM,NL,ELK,KVB,33,1.0,1.0,1.0,0.73,1x25,2182,0.3333,0.303,1
,GAS Liander,,Derde Leliedwarsstraat,1015TE,1015TE,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,1019,0.0,0.3,
,Liander N.V. (NW),,Bloemgracht,1015TH,1015TH,AMSTERDAM,NL,ELK,KVB,19,1.0,1.0,1.0,0.95,1x25,1369,0.0526,0.0,1.1
,GAS Liander,,Bloemgracht,1015TH,1015TH,AMSTERDAM,NL,GAS,KVB,17,1.0,0.9412,1.0,0.94,G4,929,0.0,0.0,
,Liander N.V. (NW),,Bloemgracht,1015TJ,1015TJ,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.5,1x25,2739,0.16670000000000001,0.125,1
,GAS Liander,,Bloemgracht,1015TJ,1015TJ,AMSTERDAM,NL,GAS,KVB,22,1.0,0.9545,1.0,0.82,G4,1538,0.0,0.0909,
Liander N.V.,Liander N.V. (NW),,Bloemgracht,1015TK,1015TK,AMSTERDAM,NL,ELK,KVB,15,1.0,0.8,1.0,0.8,3x25,2636,0.2667,0.2,1.1
,GAS Liander,,Bloemgracht,1015TK,1015TK,AMSTERDAM,NL,GAS,KVB,14,1.0,0.7857,1.0,0.71,G4,1341,0.0,0.2143,
,Liander N.V. (NW),,Bloemgracht,1015TL,1015TL,AMSTERDAM,NL,ELK,KVB,34,1.0,0.8824,1.0,0.53,1x35,1830,0.5588000000000001,0.5294,1.1
,GAS Liander,,Bloemgracht,1015TL,1015TL,AMSTERDAM,NL,GAS,KVB,27,1.0,0.9259000000000001,1.0,0.85,G4,1780,0.0,0.5185,
,Liander N.V. (NW),,Bloemgracht,1015TM,1015TM,AMSTERDAM,NL,ELK,KVB,29,0.8621,0.8966,1.0,0.52,1x35,3132,0.2069,0.0345,1.3
,GAS Liander,,Bloemgracht,1015TM,1015TM,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,0.63,G4,2050,0.0,0.0417,
,Liander N.V. (NW),,Bloemgracht,1015TN,1015TP,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9487000000000001,1.0,0.56,1x25,4333,0.23079999999999998,0.2051,1
,GAS Liander,,Bloemgracht,1015TN,1015TP,AMSTERDAM,NL,GAS,KVB,35,1.0,1.0,1.0,0.86,G4,2110,0.0,0.2286,
Liander N.V.,Liander N.V. (NW),,Bloemgracht,1015TR,1015TR,AMSTERDAM,NL,ELK,KVB,16,1.0,0.75,1.0,0.5,3x25,1788,0.625,0.5625,1.3
,GAS Liander,,Bloemgracht,1015TR,1015TR,AMSTERDAM,NL,GAS,KVB,11,1.0,0.9091,1.0,1.0,G4,1545,0.0,0.6364,
Liander N.V.,Liander N.V. (NW),,Bloemgracht,1015TS,1015TS,AMSTERDAM,NL,ELK,KVB,18,1.0,0.7222,1.0,0.67,3x25,4891,0.5556,0.44439999999999996,1
,GAS Liander,,Bloemgracht,1015TS,1015TS,AMSTERDAM,NL,GAS,KVB,12,1.0,0.8332999999999999,1.0,0.75,G4,1957,0.0,0.5,
Liander N.V.,Liander N.V. (NW),,Bloemgracht,1015TT,1015TT,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9048,1.0,0.57,1x35,2636,0.23809999999999998,0.23809999999999998,1
,GAS Liander,,Bloemgracht,1015TT,1015TT,AMSTERDAM,NL,GAS,KVB,18,1.0,1.0,1.0,0.94,G4,1561,0.0,0.2778,
,Liander N.V. (NW),,Bloemgracht,1015TV,1015TV,AMSTERDAM,NL,ELK,KVB,57,1.0,0.9825,1.0,0.75,1x25,2020,0.15789999999999998,0.12279999999999999,1
Liander N.V.,GAS Liander,,Bloemgracht,1015TV,1015TV,AMSTERDAM,NL,GAS,KVB,53,1.0,0.9623,1.0,0.92,G4,1243,0.0,0.0755,
,Liander N.V. (NW),,Marnixstraat,1015TW,1015TW,AMSTERDAM,NL,ELK,KVB,25,1.0,0.92,1.0,0.8,1x25,1463,0.8,0.8,1
,GAS Liander,,Marnixstraat,1015TW,1015TW,AMSTERDAM,NL,GAS,KVB,21,1.0,1.0,1.0,0.95,G4,929,0.0,0.9048,
,Liander N.V. (NW),,Marnixstraat,1015TX,1015TX,AMSTERDAM,NL,ELK,KVB,16,1.0,1.0,1.0,0.88,1x25,1819,0.9375,0.9375,2
,GAS Liander,,Marnixstraat,1015TX,1015TX,AMSTERDAM,NL,GAS,KVB,15,1.0,1.0,1.0,0.93,G4,827,0.0,0.9333,
,Liander N.V. (NW),,Marnixstraat,1015TZ,1015VA,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.91,1x25,2469,0.43479999999999996,0.3478,1.2
,GAS Liander,,Marnixstraat,1015TZ,1015VA,AMSTERDAM,NL,GAS,KVB,23,1.0,1.0,1.0,1.0,G4,939,0.0,0.3478,
,Liander N.V. (NW),,Marnixstraat,1015VB,1015VB,AMSTERDAM,NL,ELK,KVB,28,1.0,0.9643,1.0,0.93,1x25,2109,0.17859999999999998,0.1429,1
,GAS Liander,,Marnixstraat,1015VB,1015VB,AMSTERDAM,NL,GAS,KVB,27,1.0,1.0,1.0,1.0,G4,871,0.0,0.1481,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VC,1015VC,AMSTERDAM,NL,ELK,KVB,51,1.0,0.5686,1.0,0.39,3x25,2002,0.1373,0.0784,1
,GAS Liander,,Marnixstraat,1015VC,1015VC,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,843,0.0,0.0833,
Liander N.V.,Liander N.V. (ZW),,Marnixstraat,1015VD,1015VD,AMSTERDAM,NL,ELK,KVB,52,1.0,0.44229999999999997,1.0,0.52,3x25,2553,0.057699999999999994,0.0,1
,GAS Liander,,Marnixstraat,1015VD,1015VD,AMSTERDAM,NL,GAS,KVB,21,1.0,0.9523999999999999,1.0,0.95,G4,1181,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VE,1015VE,AMSTERDAM,NL,ELK,KVB,47,1.0,0.4681,1.0,0.43,1x35,1389,0.10640000000000001,0.0426,1
,GAS Liander,,Marnixstraat,1015VE,1015VE,AMSTERDAM,NL,GAS,KVB,19,1.0,1.0,1.0,1.0,G4,694,0.0,0.0526,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VG,1015VG,AMSTERDAM,NL,ELK,KVB,63,1.0,0.5079,1.0,0.49,3x25,2249,0.0159,0.0159,1
,GAS Liander,,Marnixstraat,1015VG,1015VG,AMSTERDAM,NL,GAS,KVB,29,1.0,0.9309999999999999,1.0,0.93,G4,999,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VH,1015VH,AMSTERDAM,NL,ELK,KVB,58,1.0,0.46549999999999997,1.0,0.52,3x25,1784,0.0,0.0,1
,GAS Liander,,Marnixstraat,1015VH,1015VH,AMSTERDAM,NL,GAS,KVB,23,1.0,1.0,1.0,1.0,G4,664,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VJ,1015VJ,AMSTERDAM,NL,ELK,KVB,59,1.0,0.4746,1.0,0.46,3x25,3546,0.2373,0.1864,1.1
,GAS Liander,,Marnixstraat,1015VJ,1015VJ,AMSTERDAM,NL,GAS,KVB,22,1.0,0.9545,1.0,0.95,G4,662,0.0,0.4545,
,Liander N.V. (NW),,Marnixstraat,1015VK,1015VK,AMSTERDAM,NL,ELK,KVB,26,1.0,0.9615,1.0,0.92,1x25,2376,0.0385,0.0385,1
,GAS Liander,,Marnixstraat,1015VK,1015VK,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,716,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VL,1015VL,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9523999999999999,1.0,0.95,1x25,2024,0.0,0.0,1
,GAS Liander,,Marnixstraat,1015VL,1015VL,AMSTERDAM,NL,GAS,KVB,20,1.0,1.0,1.0,1.0,G4,718,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015VM,1015VM,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.83,1x25,1816,0.0571,0.0,1
,GAS Liander,,Marnixstraat,1015VM,1015VM,AMSTERDAM,NL,GAS,KVB,33,1.0,0.9697,1.0,0.97,G4,669,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015VN,1015VN,AMSTERDAM,NL,ELK,KVB,32,0.9375,0.9688,1.0,0.59,1x35,2128,0.25,0.2188,1
,GAS Liander,,Marnixstraat,1015VN,1015VN,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,713,0.0,0.2,
,Liander N.V. (NW),,Marnixstraat,1015VP,1015VP,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,1.0,1x35,2296,0.0,0.0,1
,GAS Liander,,Marnixstraat,1015VP,1015VP,AMSTERDAM,NL,GAS,KVB,21,1.0,1.0,1.0,1.0,G4,706,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015VR,1015VR,AMSTERDAM,NL,ELK,KVB,22,1.0,0.9545,1.0,0.95,1x35,2058,0.0909,0.0,1
,GAS Liander,,Marnixstraat,1015VR,1015VR,AMSTERDAM,NL,GAS,KVB,21,1.0,1.0,1.0,1.0,G4,716,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015VS,1015VS,AMSTERDAM,NL,ELK,KVB,37,1.0,0.973,1.0,0.78,1x35,2533,0.027000000000000003,0.027000000000000003,1
,GAS Liander,,Marnixstraat,1015VS,1015VS,AMSTERDAM,NL,GAS,KVB,32,1.0,1.0,1.0,1.0,G4,716,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015VT,1015VT,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9143000000000001,1.0,0.46,1x35,1618,0.5143,0.4571,1
,GAS Liander,,Marnixstraat,1015VT,1015VT,AMSTERDAM,NL,GAS,KVB,27,1.0,1.0,1.0,0.96,G4,622,0.0,0.5185,
,Liander N.V. (NW),,Marnixstraat,1015VV,1015VV,AMSTERDAM,NL,ELK,KVB,35,1.0,1.0,1.0,0.6,1x35,1958,0.1714,0.1714,1
,GAS Liander,,Marnixstraat,1015VV,1015VV,AMSTERDAM,NL,GAS,KVB,31,1.0,0.9677,1.0,1.0,G4,520,0.0,0.1613,
,Liander N.V. (NW),,Marnixstraat,1015VW,1015VW,AMSTERDAM,NL,ELK,KVB,29,1.0,0.8966,1.0,0.86,1x25,1198,0.3103,0.2759,1
,GAS Liander,,Marnixstraat,1015VW,1015VW,AMSTERDAM,NL,GAS,KVB,23,1.0,0.9565,1.0,0.96,G4,638,0.0,0.1739,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015VX,1015VX,AMSTERDAM,NL,ELK,KVB,44,1.0,0.7955,1.0,0.45,1x35,3468,0.2045,0.1818,1
Liander N.V.,GAS Liander,,Marnixstraat,1015VX,1015VX,AMSTERDAM,NL,GAS,KVB,39,1.0,0.8205,1.0,0.82,G4,1093,0.0,0.1026,
,Liander N.V. (NW),,Marnixstraat,1015VZ,1015VZ,AMSTERDAM,NL,ELK,KVB,37,1.0,0.9459000000000001,1.0,0.43,1x35,3003,0.3514,0.3243,1.1
,GAS Liander,,Marnixstraat,1015VZ,1015VZ,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,0.93,G4,806,0.0,0.2667,
,Liander N.V. (NW),,Marnixstraat,1015WB,1015WB,AMSTERDAM,NL,ELK,KVB,28,1.0,0.9643,1.0,0.57,1x25,1256,0.17859999999999998,0.1429,1
,GAS Liander,,Marnixstraat,1015WB,1015WB,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,278,0.0,0.0417,
,Liander N.V. (NW),,Marnixstraat,1015WC,1015WC,AMSTERDAM,NL,ELK,KVB,33,1.0,0.8181999999999999,1.0,0.7,1x25,1367,0.0909,0.0909,1
,GAS Liander,,Marnixstraat,1015WC,1015WC,AMSTERDAM,NL,GAS,KVB,24,1.0,0.9167000000000001,1.0,1.0,G4,334,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015WD,1015WD,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9309999999999999,1.0,0.83,1x25,1671,0.1379,0.10339999999999999,1
,GAS Liander,,Marnixstraat,1015WD,1015WD,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,315,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015WE,1015WE,AMSTERDAM,NL,ELK,KVB,55,1.0,0.8,1.0,0.47,1x25,1239,0.0727,0.0364,1
Liander N.V.,GAS Liander,,Marnixstraat,1015WE,1015WE,AMSTERDAM,NL,GAS,KVB,51,1.0,0.8039000000000001,1.0,0.84,G4,645,0.0,0.0392,
,Liander N.V. (NW),,Marnixstraat,1015WG,1015WG,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9375,1.0,0.78,1x25,1201,0.125,0.09380000000000001,1
,GAS Liander,,Marnixstraat,1015WG,1015WG,AMSTERDAM,NL,GAS,KVB,29,1.0,1.0,1.0,1.0,G4,527,0.0,0.069,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015WH,1015WH,AMSTERDAM,NL,ELK,KVB,29,1.0,0.7585999999999999,1.0,0.45,1x35,1809,0.6552,0.6207,1
,GAS Liander,,Marnixstraat,1015WH,1015WH,AMSTERDAM,NL,GAS,KVB,30,1.0,0.6667000000000001,1.0,0.97,G4,680,0.0,0.5667,
,Liander N.V. (NW),,Marnixstraat,1015WJ,1015WJ,AMSTERDAM,NL,ELK,KVB,28,1.0,1.0,1.0,0.71,1x25,1209,0.3214,0.3214,1.1
,GAS Liander,,Marnixstraat,1015WJ,1015WJ,AMSTERDAM,NL,GAS,KVB,28,1.0,1.0,1.0,1.0,G4,615,0.0,0.39289999999999997,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015WK,1015WK,AMSTERDAM,NL,ELK,KVB,36,1.0,0.9167000000000001,1.0,0.58,1x25,2770,0.3333,0.25,1.1
,GAS Liander,,Marnixstraat,1015WK,1015WK,AMSTERDAM,NL,GAS,KVB,32,1.0,0.9688,1.0,0.94,G4,1889,0.0,0.2813,
,Liander N.V. (NW),,Marnixstraat,1015WL,1015WL,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.47,1x25,2267,0.3529,0.3529,1
,GAS Liander,,Marnixstraat,1015WL,1015WL,AMSTERDAM,NL,GAS,KVB,13,1.0,1.0,1.0,0.85,G4,1556,0.0,0.3846,
,Liander N.V. (NW),,Marnixstraat,1015WN,1015WN,AMSTERDAM,NL,ELK,KVB,18,1.0,1.0,1.0,0.78,1x25,1912,0.0556,0.0,1.1
,GAS Liander,,Marnixstraat,1015WN,1015WN,AMSTERDAM,NL,GAS,KVB,16,1.0,1.0,1.0,0.94,G4,715,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015WP,1015WP,AMSTERDAM,NL,ELK,KVB,18,1.0,0.8889,1.0,0.83,1x25,2471,0.16670000000000001,0.0556,1
,GAS Liander,,Marnixstraat,1015WP,1015WP,AMSTERDAM,NL,GAS,KVB,16,1.0,1.0,1.0,1.0,G4,474,0.0,0.0625,
,Liander N.V. (NW),,Marnixstraat,1015WR,1015WR,AMSTERDAM,NL,ELK,KVB,21,1.0,0.7619,1.0,0.76,1x25,1949,0.1429,0.0,1
,GAS Liander,,Marnixstraat,1015WR,1015WR,AMSTERDAM,NL,GAS,KVB,16,1.0,1.0,1.0,1.0,G4,488,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015WS,1015WS,AMSTERDAM,NL,ELK,KVB,21,1.0,0.8095,1.0,0.81,1x25,3130,0.23809999999999998,0.09519999999999999,1
,GAS Liander,,Marnixstraat,1015WS,1015WS,AMSTERDAM,NL,GAS,KVB,16,1.0,1.0,1.0,1.0,G4,520,0.0,0.125,
,Liander N.V. (NW),,Marnixstraat,1015WT,1015WT,AMSTERDAM,NL,ELK,KVB,27,1.0,0.8889,1.0,0.85,1x25,2240,0.1481,0.037000000000000005,1
,GAS Liander,,Marnixstraat,1015WT,1015WT,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,453,0.0,0.0417,
,Liander N.V. (NW),,Marnixstraat,1015WV,1015WV,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,1.0,1x25,2167,0.0,0.0,1
,GAS Liander,,Marnixstraat,1015WV,1015WV,AMSTERDAM,NL,GAS,KVB,23,1.0,1.0,1.0,1.0,G4,444,0.0,0.0,
,Liander N.V. (NW),,Marnixstraat,1015WX,1015WX,AMSTERDAM,NL,ELK,KVB,28,1.0,0.8571,1.0,0.86,1x25,3090,0.10710000000000001,0.035699999999999996,1
,GAS Liander,,Marnixstraat,1015WX,1015WX,AMSTERDAM,NL,GAS,KVB,24,1.0,0.9582999999999999,1.0,1.0,G4,402,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Nieuwe Egelantiersstraat,1015WZ,1015WZ,AMSTERDAM,NL,ELK,KVB,37,1.0,0.8919,1.0,0.7,1x25,2463,0.08109999999999999,0.027000000000000003,1
,GAS Liander,,Nieuwe Egelantiersstraat,1015WZ,1015WZ,AMSTERDAM,NL,GAS,KVB,34,1.0,0.9412,1.0,0.94,G4,787,0.0,0.0294,
,Liander N.V. (NW),,Westerkade,1015XA,1015XA,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,0.89,1x25,1425,0.40740000000000004,0.40740000000000004,1
,GAS Liander,,Westerkade,1015XA,1015XA,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,320,0.0,0.3333,
,Liander N.V. (NW),,Westerkade,1015XB,1015XB,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,0.81,1x25,1363,0.22219999999999998,0.1852,1
,GAS Liander,,Westerkade,1015XB,1015XB,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,255,0.0,0.0833,
,Liander N.V. (NW),,Westerkade,1015XC,1015XC,AMSTERDAM,NL,ELK,KVB,27,1.0,1.0,1.0,0.85,1x25,1598,0.1852,0.1852,1
,GAS Liander,,Westerkade,1015XC,1015XC,AMSTERDAM,NL,GAS,KVB,24,1.0,0.9582999999999999,1.0,1.0,G4,301,0.0,0.0833,
,Liander N.V. (NW),,Westerkade,1015XD,1015XD,AMSTERDAM,NL,ELK,KVB,47,1.0,0.8298000000000001,1.0,0.62,1x35,892,0.0426,0.0213,1
Liander N.V.,GAS Liander,,Westerkade,1015XD,1015XD,AMSTERDAM,NL,GAS,KVB,44,1.0,0.7726999999999999,1.0,0.93,G4,398,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Westerkade,1015XE,1015XE,AMSTERDAM,NL,ELK,KVB,34,1.0,0.9412,1.0,0.53,1x25,2032,0.2647,0.2647,1
,GAS Liander,,Westerkade,1015XE,1015XE,AMSTERDAM,NL,GAS,KVB,31,1.0,1.0,1.0,1.0,G4,504,0.0,0.2903,
Liander N.V.,Liander N.V. (NW),,Marnixstraat,1015XH,1015XH,AMSTERDAM,NL,ELK,KVB,18,1.0,0.8889,1.0,0.67,1x35,3490,0.5,0.44439999999999996,1.1
,GAS Liander,,Marnixstraat,1015XH,1015XH,AMSTERDAM,NL,GAS,KVB,15,1.0,0.9333,1.0,1.0,G4,1238,0.0,0.4,
,Liander N.V. (NW),,Marnixstraat,1015XJ,1015XJ,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9743999999999999,1.0,0.51,1x35,1535,0.1026,0.1026,1
,GAS Liander,,Marnixstraat,1015XJ,1015XJ,AMSTERDAM,NL,GAS,KVB,35,1.0,1.0,1.0,1.0,G4,866,0.0,0.0571,
,Liander N.V. (NW),,Marnixstraat,1015XK,1015XK,AMSTERDAM,NL,ELK,KVB,55,1.0,0.9818000000000001,1.0,0.6,1x35,1215,0.1273,0.0727,1
,GAS Liander,,Marnixstraat,1015XK,1015XK,AMSTERDAM,NL,GAS,KVB,48,1.0,1.0,1.0,0.98,G4,646,0.0,0.0417,
,Liander N.V. (NW),,Marnixkade,1015XL,1015XL,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.57,1x25,1096,0.5714,0.5714,1
,GAS Liander,,Marnixkade,1015XL,1015XL,AMSTERDAM,NL,GAS,KVB,12,1.0,1.0,1.0,1.0,G4,1127,0.0,0.5,
,Liander N.V. (NW),,Marnixkade,1015XM,1015XM,AMSTERDAM,NL,ELK,KVB,48,1.0,0.875,1.0,0.73,1x35,1654,0.25,0.22920000000000001,1
,GAS Liander,,Marnixkade,1015XM,1015XM,AMSTERDAM,NL,GAS,KVB,36,1.0,1.0,1.0,0.97,G4,928,0.0,0.25,
,Liander N.V. (NW),,Marnixkade,1015XN,1015XN,AMSTERDAM,NL,ELK,KVB,36,1.0,1.0,1.0,0.78,1x35,1492,0.0556,0.0556,1
,GAS Liander,,Marnixkade,1015XN,1015XN,AMSTERDAM,NL,GAS,KVB,32,1.0,1.0,1.0,1.0,G4,1025,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixkade,1015XP,1015XP,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9473999999999999,1.0,0.79,1x35,1640,0.0,0.0,1.1
Liander N.V.,GAS Liander,,Marnixkade,1015XP,1015XP,AMSTERDAM,NL,GAS,KVB,35,1.0,0.9714,1.0,0.91,G4,1127,0.0,0.0,
,Liander N.V. (NW),,Marnixkade,1015XR,1015XR,AMSTERDAM,NL,ELK,KVB,52,1.0,0.5577000000000001,1.0,0.56,3x25,3070,0.5385,0.5,1
,GAS Liander,,Marnixkade,1015XR,1015XR,AMSTERDAM,NL,GAS,KVB,43,1.0,0.5581,1.0,0.98,G4,953,0.0,0.48840000000000006,
,Liander N.V. (NW),,Marnixkade,1015XS,1015XS,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9667,1.0,0.53,1x25,2062,0.23329999999999998,0.23329999999999998,1
,GAS Liander,,Marnixkade,1015XS,1015XS,AMSTERDAM,NL,GAS,KVB,29,1.0,1.0,1.0,0.97,G4,992,0.0,0.2414,
,Liander N.V. (NW),,Marnixkade,1015XT,1015XT,AMSTERDAM,NL,ELK,KVB,34,1.0,1.0,1.0,0.56,1x25,1577,0.3529,0.3235,1
,GAS Liander,,Marnixkade,1015XT,1015XT,AMSTERDAM,NL,GAS,KVB,31,1.0,1.0,1.0,1.0,G4,1009,0.0,0.2903,
Liander N.V.,Liander N.V. (NW),,Marnixkade,1015XV,1015XV,AMSTERDAM,NL,ELK,KVB,34,1.0,0.9706,1.0,0.59,1x35,2011,0.3529,0.3235,1
,GAS Liander,,Marnixkade,1015XV,1015XV,AMSTERDAM,NL,GAS,KVB,28,1.0,1.0,1.0,0.96,G4,1519,0.0,0.2857,
,Liander N.V. (NW),,Marnixkade,1015XW,1015XW,AMSTERDAM,NL,ELK,KVB,34,1.0,1.0,1.0,0.76,1x25,1328,0.2647,0.2059,1.1
,GAS Liander,,Marnixkade,1015XW,1015XW,AMSTERDAM,NL,GAS,KVB,29,1.0,1.0,1.0,1.0,G4,1130,0.0,0.1724,
,Liander N.V. (NW),,Marnixkade,1015XX,1015XX,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9667,1.0,0.8,1x25,2787,0.3,0.3,1
,GAS Liander,,Marnixkade,1015XX,1015XX,AMSTERDAM,NL,GAS,KVB,27,1.0,0.963,1.0,0.93,G4,987,0.0,0.3333,
,Liander N.V. (NW),,1E MARNIXPLNTS AB,1015XZ,1015ZB,AMSTERDAM,NL,ELK,KVB,15,1.0,0.8,1.0,0.73,1x25,2053,0.1333,0.0667,1
,GAS Liander,,1E MARNIXPLNTS AB,1015XZ,1015ZB,AMSTERDAM,NL,GAS,KVB,12,1.0,1.0,1.0,1.0,G4,1138,0.0,0.0833,
,Liander N.V. (NW),,Marnixkade AB,1015ZC,1015ZD,AMSTERDAM,NL,ELK,KVB,21,1.0,0.9048,1.0,0.81,1x25,1515,0.047599999999999996,0.0,1
,GAS Liander,,Marnixkade AB,1015ZC,1015ZD,AMSTERDAM,NL,GAS,KVB,18,1.0,1.0,1.0,1.0,G4,1110,0.0,0.0,
Liander N.V.,Liander N.V. (NW),,Marnixkade,1015ZE,1015ZE,AMSTERDAM,NL,ELK,KVB,42,1.0,0.8332999999999999,1.0,0.55,1x25,1993,0.6667000000000001,0.6905,1
,GAS Liander,,Marnixkade,1015ZE,1015ZE,AMSTERDAM,NL,GAS,KVB,36,1.0,0.8611,1.0,1.0,G4,963,0.0,0.6667000000000001,
Liander N.V.,Liander N.V. (NW),,Marnixkade,1015ZG,1015ZG,AMSTERDAM,NL,ELK,KVB,37,1.0,0.6757,1.0,0.49,1x25,1836,0.2703,0.2432,1.1
Liander N.V.,GAS Liander,,Marnixkade,1015ZG,1015ZG,AMSTERDAM,NL,GAS,KVB,27,1.0,0.7406999999999999,1.0,0.74,G4,1150,0.0,0.1852,
