MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen 
,Liander N.V. (NW),,Hamontstraat,1066NB,1066NB,AMSTERDAM,NL,ELK,KVB,25,0.96,1.0,1.0,0.68,1x35,3003,0.84,0.84,1.3
,GAS Liander,,Hamontstraat,1066NB,1066NB,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,1079,0.0,0.875,
,Liander N.V. (NW),,Hamontstraat,1066NC,1066NC,AMSTERDAM,NL,ELK,KVB,33,1.0,0.9394,1.0,0.76,1x35,3954,0.9697,0.9394,
,GAS Liander,,Hamontstraat,1066NC,1066NC,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,899,0.0,1.0,
,Liander N.V. (NW),,Hamontstraat,1066ND,1066ND,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.84,1x35,2749,0.871,0.871,1
,GAS Liander,,Hamontstraat,1066ND,1066ND,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,845,0.0,0.8667,
,Liander N.V. (NW),,Hamontstraat,1066NE,1066NE,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.84,1x35,2849,0.9677,0.9677,1
,GAS Liander,,Hamontstraat,1066NE,1066NE,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,962,0.0,0.9667,
,Liander N.V. (NW),,Hamontstraat,1066NG,1066NG,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.65,1x35,2827,0.7097,0.7097,1
,GAS Liander,,Hamontstraat,1066NG,1066NG,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,895,0.0,0.7,
,Liander N.V. (NW),,Hamontstraat,1066NH,1066NH,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.84,1x35,2475,0.9355,0.9355,1
,GAS Liander,,Hamontstraat,1066NH,1066NH,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,922,0.0,0.9333,
,Liander N.V. (NW),,Hamontstraat,1066NJ,1066NJ,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.94,1x35,2820,1.0,1.0,
,GAS Liander,,Hamontstraat,1066NJ,1066NJ,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,829,0.0,1.0,
,Liander N.V. (NW),,Herentalsstraat,1066NK,1066NK,AMSTERDAM,NL,ELK,KVB,24,0.7917000000000001,1.0,1.0,0.88,1x35,3316,0.875,0.875,1.7
,GAS Liander,,Herentalsstraat,1066NK,1066NK,AMSTERDAM,NL,GAS,KVB,23,1.0,1.0,1.0,1.0,G4,1498,0.0,0.8695999999999999,
,Liander N.V. (NW),,Herentalsstraat,1066NL,1066NL,AMSTERDAM,NL,ELK,KVB,22,0.9545,1.0,1.0,0.82,1x35,3441,0.8181999999999999,0.8181999999999999,1
,GAS Liander,,Herentalsstraat,1066NL,1066NL,AMSTERDAM,NL,GAS,KVB,22,1.0,1.0,1.0,1.0,G4,1155,0.0,0.8181999999999999,
,Liander N.V. (NW),,Herentalsstraat,1066NM,1066NM,AMSTERDAM,NL,ELK,KVB,24,1.0,0.9582999999999999,1.0,0.75,1x35,3585,0.875,0.8332999999999999,1
,GAS Liander,,Herentalsstraat,1066NM,1066NM,AMSTERDAM,NL,GAS,KVB,22,1.0,1.0,1.0,1.0,G4,1183,0.0,0.8636,
,Liander N.V. (NW),,Vorselaarstraat,1066NN,1066NN,AMSTERDAM,NL,ELK,KVB,29,1.0,1.0,1.0,0.69,1x35,2560,0.8621,0.8276,1.2
,GAS Liander,,Vorselaarstraat,1066NN,1066NN,AMSTERDAM,NL,GAS,KVB,29,1.0,1.0,1.0,1.0,G4,1106,0.0,0.8276,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NP,1066NP,AMSTERDAM,NL,ELK,KVB,16,0.875,1.0,1.0,0.56,1x35,3046,0.5625,0.5625,1
,GAS Liander,,Turnhoutplantsoen,1066NP,1066NP,AMSTERDAM,NL,GAS,KVB,16,1.0,1.0,1.0,1.0,G4,1657,0.0,0.5625,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NR,1066NR,AMSTERDAM,NL,ELK,KVB,15,0.9333,1.0,1.0,1.0,1x35,3264,1.0,1.0,
,GAS Liander,,Turnhoutplantsoen,1066NR,1066NR,AMSTERDAM,NL,GAS,KVB,15,1.0,1.0,1.0,1.0,G4,1275,0.0,1.0,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NS,1066NS,AMSTERDAM,NL,ELK,KVB,24,0.9167000000000001,1.0,1.0,0.79,1x35,2672,0.875,0.875,1
,GAS Liander,,Turnhoutplantsoen,1066NS,1066NS,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,1372,0.0,0.875,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NT,1066NT,AMSTERDAM,NL,ELK,KVB,26,1.0,1.0,1.0,0.69,1x35,3100,0.8462000000000001,0.8462000000000001,1
,GAS Liander,,Turnhoutplantsoen,1066NT,1066NT,AMSTERDAM,NL,GAS,KVB,26,1.0,1.0,1.0,1.0,G4,1199,0.0,0.8462000000000001,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NV,1066NV,AMSTERDAM,NL,ELK,KVB,26,0.9231,1.0,1.0,0.81,1x35,3450,1.0,1.0,
,GAS Liander,,Turnhoutplantsoen,1066NV,1066NV,AMSTERDAM,NL,GAS,KVB,26,1.0,1.0,1.0,0.96,G4,1117,0.0,1.0,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NW,1066NW,AMSTERDAM,NL,ELK,KVB,22,0.9545,1.0,1.0,0.82,1x35,3253,0.9091,0.8636,1.3
,GAS Liander,,Turnhoutplantsoen,1066NW,1066NW,AMSTERDAM,NL,GAS,KVB,22,1.0,1.0,1.0,1.0,G4,1314,0.0,0.8636,
,Liander N.V. (NW),,Turnhoutplantsoen,1066NX,1066NX,AMSTERDAM,NL,ELK,KVB,22,0.9091,1.0,1.0,0.82,1x35,3051,0.8636,0.8636,1
,GAS Liander,,Turnhoutplantsoen,1066NX,1066NX,AMSTERDAM,NL,GAS,KVB,22,1.0,1.0,1.0,1.0,G4,1225,0.0,0.8636,
,Liander N.V. (NW),,Westmallepad,1066NZ,1066PA,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.96,1x35,3765,0.96,0.96,2
,GAS Liander,,Westmallepad,1066NZ,1066PA,AMSTERDAM,NL,GAS,KVB,25,1.0,1.0,1.0,1.0,G4,1288,0.0,0.96,
,Liander N.V. (NW),,Mechelensingel,1066PB,1066PB,AMSTERDAM,NL,ELK,KVB,23,0.8695999999999999,0.9565,1.0,0.74,1x35,2548,0.8261,0.8261,1.3
,GAS Liander,,Mechelensingel,1066PB,1066PB,AMSTERDAM,NL,GAS,KVB,22,1.0,1.0,1.0,1.0,G4,1154,0.0,0.8636,
,Liander N.V. (NW),,Mechelensingel,1066PC,1066PC,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.94,1x35,3593,0.9677,1.0,
,GAS Liander,,Mechelensingel,1066PC,1066PC,AMSTERDAM,NL,GAS,KVB,31,1.0,1.0,1.0,1.0,G4,1060,0.0,1.0,
,Liander N.V. (NW),,Mechelensingel,1066PD,1066PD,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,1.0,1x35,3028,0.8636,0.8636,1.7
,GAS Liander,,Mechelensingel,1066PD,1066PD,AMSTERDAM,NL,GAS,KVB,22,1.0,1.0,1.0,1.0,G4,1039,0.0,0.8636,
,Liander N.V. (NW),,Berlaarstraat,1066PE,1066PJ,AMSTERDAM,NL,ELK,KVB,41,1.0,0.9512,1.0,0.8,1x35,2131,0.9024,0.9024,1
,GAS Liander,,Berlaarstraat,1066PE,1066PJ,AMSTERDAM,NL,GAS,KVB,39,1.0,0.9487000000000001,1.0,0.97,G4,917,0.0,0.8974,
,Liander N.V. (NW),,Berlaarstraat,1066PK,1066PK,AMSTERDAM,NL,ELK,KVB,36,1.0,1.0,1.0,0.72,1x35,2231,0.9444,0.9444,1
,GAS Liander,,Berlaarstraat,1066PK,1066PK,AMSTERDAM,NL,GAS,KVB,34,1.0,1.0,1.0,1.0,G4,845,0.0,0.9412,
,Liander N.V. (NW),,Berlaarstraat,1066PL,1066PL,AMSTERDAM,NL,ELK,KVB,36,1.0,1.0,1.0,0.72,1x35,2514,0.8332999999999999,0.8332999999999999,1.2
,GAS Liander,,Berlaarstraat,1066PL,1066PL,AMSTERDAM,NL,GAS,KVB,34,1.0,1.0,1.0,1.0,G4,847,0.0,0.8234999999999999,
,Liander N.V. (NW),,Berlaarstraat,1066PM,1066PM,AMSTERDAM,NL,ELK,KVB,41,1.0,1.0,1.0,0.73,1x35,2335,0.9268000000000001,0.9268000000000001,1
,GAS Liander,,Berlaarstraat,1066PM,1066PM,AMSTERDAM,NL,GAS,KVB,39,1.0,1.0,1.0,1.0,G4,824,0.0,0.9231,
,Liander N.V. (NW),,Lanakenstraat,1066PN,1066PN,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,1.0,1x35,1825,1.0,1.0,
,GAS Liander,,Lanakenstraat,1066PN,1066PN,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,887,0.0,1.0,
Liander N.V.,Liander N.V. (NW),,Westmallepad,1066PP,1066PP,AMSTERDAM,NL,ELK,KVB,11,1.0,0.8181999999999999,1.0,0.55,1x35,7893,0.7273000000000001,0.5455,1
,GAS Liander,,Westmallepad,1066PP,1066PR,AMSTERDAM,NL,GAS,KVB,28,1.0,1.0,1.0,0.96,G4,1475,0.0,0.6786,
,Liander N.V. (NW),,Overpeltstraat,1066PR,1066PR,AMSTERDAM,NL,ELK,KVB,20,1.0,1.0,1.0,0.95,1x35,2960,0.75,0.75,1
,Liander N.V. (NW),,Overpeltstraat,1066PS,1066PS,AMSTERDAM,NL,ELK,KVB,20,1.0,1.0,1.0,0.85,1x35,3155,0.8,0.8,1
,GAS Liander,,Overpeltstraat,1066PS,1066PS,AMSTERDAM,NL,GAS,KVB,20,1.0,1.0,1.0,1.0,G4,1149,0.0,0.8,
,Liander N.V. (NW),,Vorselaarstraat,1066PT,1066PT,AMSTERDAM,NL,ELK,KVB,15,0.8667,0.9333,1.0,0.8,1x35,4619,0.6667000000000001,0.6,1
,GAS Liander,,Vorselaarstraat,1066PT,1066PT,AMSTERDAM,NL,GAS,KVB,13,1.0,1.0,1.0,1.0,G4,1009,0.0,0.6154,
,Liander N.V. (NW),,Vlimmerenstraat,1066PV,1066PV,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,1.0,1x35,2912,1.0,1.0,
,GAS Liander,,Vlimmerenstraat,1066PV,1066PV,AMSTERDAM,NL,GAS,KVB,14,1.0,1.0,1.0,1.0,G4,851,0.0,1.0,
,Liander N.V. (NW),,Kempenlaan,1066PW,1066PW,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.95,1x35,3651,0.9048,0.8571,1.3
,GAS Liander,,Kempenlaan,1066PW,1066PW,AMSTERDAM,NL,GAS,KVB,20,1.0,1.0,1.0,1.0,G4,1155,0.0,0.9,
,Liander N.V. (NW),,Kempenlaan,1066PX,1066PX,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.67,1x35,2742,0.7857,0.7619,1.1
,GAS Liander,,Kempenlaan,1066PX,1066PX,AMSTERDAM,NL,GAS,KVB,40,1.0,1.0,1.0,1.0,G4,1105,0.0,0.775,
,Liander N.V. (NW),,Sint Gilleshof,1066PZ,1066PZ,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.9,1x35,3634,0.7619,0.7143,1.2
,GAS Liander,,Sint Gilleshof,1066PZ,1066PZ,AMSTERDAM,NL,GAS,KVB,21,1.0,1.0,1.0,0.95,G4,2258,0.0,0.7143,
,Liander N.V. (NW),,Aarschotpad,1066QQ,1066RA,AMSTERDAM,NL,ELK,KVB,40,1.0,0.975,1.0,0.65,1x35,4471,0.775,0.75,1.1
,GAS Liander,,Kempenlaan,1066RA,1066RA,AMSTERDAM,NL,GAS,KVB,37,1.0,1.0,1.0,1.0,G4,1185,0.0,0.7837999999999999,
,Liander N.V. (NW),,Kempenlaan,1066RB,1066RB,AMSTERDAM,NL,ELK,KVB,57,1.0,0.9298000000000001,1.0,0.7,1x35,4185,0.8946999999999999,0.7895,1.4
,GAS Liander,,Kempenlaan,1066RB,1066RB,AMSTERDAM,NL,GAS,KVB,44,1.0,1.0,1.0,1.0,G4,994,0.0,0.9545,
,Liander N.V. (NW),,Belgieplein,1066RC,1066RC,AMSTERDAM,NL,ELK,KVB,56,1.0,1.0,1.0,0.66,1x35,3896,0.75,0.7143,1.1
,GAS Liander,,Belgieplein,1066RC,1066RC,AMSTERDAM,NL,GAS,KVB,51,1.0,1.0,1.0,1.0,G4,890,0.0,0.7254999999999999,
Liander N.V.,Liander N.V. (NW),,Hageland,1066RD,1066SB,AMSTERDAM,NL,ELK,KVB,53,1.0,0.9057,1.0,0.51,3x25,11974,0.8491,0.7358,1.4
,GAS Liander,,Hageland,1066RD,1066SB,AMSTERDAM,NL,GAS,KVB,22,1.0,0.9545,1.0,0.82,G4,3346,0.0,0.5909,
,Liander N.V. (NW),,Belgieplein,1066SC,1066SC,AMSTERDAM,NL,ELK,KVB,58,1.0,0.9655,1.0,0.62,1x35,3343,0.7931,0.7585999999999999,1.1
,GAS Liander,,Belgieplein,1066SC,1066SC,AMSTERDAM,NL,GAS,KVB,51,1.0,0.9804,1.0,0.98,G4,1443,0.0,0.7451000000000001,
,Liander N.V. (NW),,Ardennenlaan,1066SE,1066SE,AMSTERDAM,NL,ELK,KVB,51,1.0,0.9412,1.0,0.65,1x35,4291,0.9412,0.8626999999999999,1.7
,GAS Liander,,Ardennenlaan,1066SE,1066SE,AMSTERDAM,NL,GAS,KVB,45,1.0,1.0,1.0,1.0,G4,950,0.0,0.9556,
,Liander N.V. (NW),,Laan van Vlaanderen,1066SG,1066SG,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9677,1.0,0.77,1x35,2813,0.8065000000000001,0.8065000000000001,1.2
,GAS Liander,,Laan van Vlaanderen,1066SG,1066SG,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,1038,0.0,0.8332999999999999,
,Liander N.V. (NW),,Laan van Vlaanderen,1066SH,1066SH,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.7,1x35,3608,0.7333,0.7333,1
,GAS Liander,,Laan van Vlaanderen,1066SH,1066SH,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,1092,0.0,0.7333,
,Liander N.V. (NW),,Antwerpenbaan,1066SJ,1066SJ,AMSTERDAM,NL,ELK,KVB,42,0.9523999999999999,0.9523999999999999,1.0,0.69,1x35,3414,0.7619,0.7143,1.1
,GAS Liander,,Antwerpenbaan,1066SJ,1066SJ,AMSTERDAM,NL,GAS,KVB,37,1.0,1.0,1.0,1.0,G4,1306,0.0,0.7837999999999999,
Liander N.V.,Liander N.V. (NW),,Berlaarstraat,1066SK,1066SK,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9737,1.0,0.61,1x35,2479,0.6842,0.6842,1
,GAS Liander,,Berlaarstraat,1066SK,1066SK,AMSTERDAM,NL,GAS,KVB,36,1.0,1.0,1.0,1.0,G4,1164,0.0,0.6944,
,Liander N.V. (NW),,Berlaarstraat,1066SL,1066SL,AMSTERDAM,NL,ELK,KVB,43,1.0,1.0,1.0,0.65,1x35,3217,0.6977,0.6744,1.1
,GAS Liander,,Berlaarstraat,1066SL,1066SL,AMSTERDAM,NL,GAS,KVB,43,1.0,1.0,1.0,1.0,G4,1095,0.0,0.6744,
,Liander N.V. (NW),,Zelzatestraat,1066SM,1066SN,AMSTERDAM,NL,ELK,KVB,49,0.9388,0.9795999999999999,1.0,0.69,1x35,2695,0.7551000000000001,0.7551000000000001,1
,GAS Liander,,Zelzatestraat,1066SM,1066SN,AMSTERDAM,NL,GAS,KVB,47,1.0,1.0,1.0,1.0,G4,1180,0.0,0.7872,
,Liander N.V. (NW),,Lokerenstraat,1066SP,1066SP,AMSTERDAM,NL,ELK,KVB,40,1.0,1.0,1.0,0.8,1x35,3314,0.825,0.825,1
,GAS Liander,,Lokerenstraat,1066SP,1066SP,AMSTERDAM,NL,GAS,KVB,39,1.0,1.0,1.0,1.0,G4,1142,0.0,0.8462000000000001,
,Liander N.V. (NW),,Vlimmerenstraat,1066SR,1066SR,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.67,1x35,2630,0.7082999999999999,0.7082999999999999,1
,GAS Liander,,Vlimmerenstraat,1066SR,1066SR,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,1001,0.0,0.7082999999999999,
,Liander N.V. (NW),,Vorselaarstraat,1066ST,1066ST,AMSTERDAM,NL,ELK,KVB,28,1.0,1.0,1.0,0.39,1x35,3321,0.7143,0.6786,1.1
,GAS Liander,,Vorselaarstraat,1066ST,1066ST,AMSTERDAM,NL,GAS,KVB,28,1.0,1.0,1.0,1.0,G4,1299,0.0,0.6786,
,Liander N.V. (NW),,Zeebruggeplein,1066SV,1066SW,AMSTERDAM,NL,ELK,KVB,40,1.0,1.0,1.0,0.63,1x35,3332,0.8,0.8,1
,GAS Liander,,Zeebruggeplein,1066SV,1066SW,AMSTERDAM,NL,GAS,KVB,39,1.0,1.0,1.0,1.0,G4,1092,0.0,0.8205,
,Liander N.V. (NW),,Roeselarestraat,1066SX,1066SX,AMSTERDAM,NL,ELK,KVB,37,0.9189,0.973,1.0,0.59,1x35,3014,0.7297,0.7297,1
,GAS Liander,,Roeselarestraat,1066SX,1066SX,AMSTERDAM,NL,GAS,KVB,35,1.0,1.0,1.0,1.0,G4,1054,0.0,0.7714,
,Liander N.V. (NW),,Rumbeke,1066SZ,1066TA,AMSTERDAM,NL,ELK,KVB,49,0.9184,0.9795999999999999,1.0,0.63,1x35,2995,0.7551000000000001,0.7347,1.1
,GAS Liander,,Rumbeke,1066SZ,1066TA,AMSTERDAM,NL,GAS,KVB,48,1.0,1.0,1.0,1.0,G4,1111,0.0,0.75,
,Liander N.V. (NW),,Kortrijk,1066TB,1066TB,AMSTERDAM,NL,ELK,KVB,50,0.88,0.98,1.0,0.5,1x35,2567,0.68,0.7,1
,GAS Liander,,Kortrijk,1066TB,1066TB,AMSTERDAM,NL,GAS,KVB,48,1.0,1.0,1.0,1.0,G4,934,0.0,0.7082999999999999,
,Liander N.V. (NW),,Kortrijk,1066TC,1066TC,AMSTERDAM,NL,ELK,KVB,52,0.9808,1.0,1.0,0.67,1x35,3592,0.6154,0.6154,1
,GAS Liander,,Kortrijk,1066TC,1066TC,AMSTERDAM,NL,GAS,KVB,44,1.0,1.0,1.0,1.0,G4,1825,0.0,0.7273000000000001,
,Liander N.V. (NW),,Zonnebeke,1066TE,1066TE,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.43,1x35,3329,0.7857,0.7857,1
,GAS Liander,,Zonnebeke,1066TE,1066TE,AMSTERDAM,NL,GAS,KVB,13,1.0,1.0,1.0,1.0,G4,1332,0.0,0.8462000000000001,
,Liander N.V. (NW),,Moerbeke,1066TG,1066TH,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.53,1x35,3069,0.8667,0.8667,1
,GAS Liander,,Moerbeke,1066TG,1066TH,AMSTERDAM,NL,GAS,KVB,30,1.0,1.0,1.0,1.0,G4,1054,0.0,0.8667,
,Liander N.V. (NW),,Oudenaardeplantsoen,1066TJ,1066TJ,AMSTERDAM,NL,ELK,KVB,26,0.9615,1.0,1.0,0.62,1x35,3495,0.7692,0.7692,1
,GAS Liander,,Oudenaardeplantsoen,1066TJ,1066TJ,AMSTERDAM,NL,GAS,KVB,26,1.0,1.0,1.0,1.0,G4,983,0.0,0.7692,
,Liander N.V. (NW),,Blankenbergestraat,1066TK,1066TK,AMSTERDAM,NL,ELK,KVB,45,0.9333,1.0,1.0,0.82,1x35,2917,0.8889,0.8889,1
,GAS Liander,,Blankenbergestraat,1066TK,1066TK,AMSTERDAM,NL,GAS,KVB,43,1.0,1.0,1.0,1.0,G4,1152,0.0,0.8837,
,Liander N.V. (NW),,Waregemstraat,1066TL,1066TL,AMSTERDAM,NL,ELK,KVB,21,0.8571,1.0,1.0,0.95,1x35,3027,1.0,1.0,
,GAS Liander,,Waregemstraat,1066TL,1066TL,AMSTERDAM,NL,GAS,KVB,21,1.0,1.0,1.0,1.0,G4,1142,0.0,1.0,
,Liander N.V. (NW),,Wevelgemstraat,1066TM,1066TM,AMSTERDAM,NL,ELK,KVB,36,0.9722,1.0,1.0,0.75,1x35,2779,0.8332999999999999,0.8056,1.1
,GAS Liander,,Wevelgemstraat,1066TM,1066TM,AMSTERDAM,NL,GAS,KVB,36,1.0,1.0,1.0,1.0,G4,1004,0.0,0.8056,
,Liander N.V. (NW),,Johan Huizingalaan,1066TW,1066TW,AMSTERDAM,NL,ELK,KVB,39,1.0,1.0,1.0,0.9,1x25,2170,0.07690000000000001,0.07690000000000001,1
,GAS Liander,,Johan Huizingalaan,1066TW,1066TW,AMSTERDAM,NL,GAS,KVB,38,1.0,1.0,1.0,1.0,G4,1202,0.0,0.0789,
,Liander N.V. (NW),,Johan Huizingalaan,1066TX,1066TX,AMSTERDAM,NL,ELK,KVB,40,1.0,1.0,1.0,0.85,1x25,2043,0.05,0.05,1
,GAS Liander,,Johan Huizingalaan,1066TX,1066TX,AMSTERDAM,NL,GAS,KVB,38,1.0,1.0,1.0,1.0,G4,1004,0.0,0.0526,
,Liander N.V. (NW),,Johan Huizingalaan,1066TZ,1066TZ,AMSTERDAM,NL,ELK,KVB,41,1.0,0.9512,1.0,0.8,1x25,2406,0.048799999999999996,0.048799999999999996,1
,GAS Liander,,Johan Huizingalaan,1066TZ,1066TZ,AMSTERDAM,NL,GAS,KVB,38,1.0,1.0,1.0,1.0,G4,1124,0.0,0.0526,
,Liander N.V. (NW),,Johan Huizingalaan,1066VA,1066VA,AMSTERDAM,NL,ELK,KVB,26,1.0,0.0,1.0,1.0,1x25,1772,0.0,0.0,
,GAS Liander,,Johan Huizingalaan,1066VA,1066VA,AMSTERDAM,NL,GAS,KVB,24,1.0,0.0,1.0,1.0,G4,1768,0.0,0.0,
,Liander N.V. (NW),,Johan Huizingalaan,1066VB,1066VB,AMSTERDAM,NL,ELK,KVB,90,1.0,0.7667,1.0,0.74,3x25,2032,0.7222,0.7222,
,GAS Liander,,Johan Huizingalaan,1066VB,1066VB,AMSTERDAM,NL,GAS,KVB,21,1.0,0.0,1.0,1.0,G4,1573,0.0,0.0,
,Liander N.V. (NW),,Johan Huizingalaan,1066VC,1066VC,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.64,1x25,2169,0.12,0.08,1.1
,GAS Liander,,Johan Huizingalaan,1066VC,1066VC,AMSTERDAM,NL,GAS,KVB,19,1.0,1.0,1.0,1.0,G4,1333,0.0,0.0526,
,Liander N.V. (NW),,Annette Versluyspad,1066VD,1066VD,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.96,3x25,5247,0.96,0.96,1
,Liander N.V. (NW),,Johan Huizingalaan,1066VE,1066VE,AMSTERDAM,NL,ELK,KVB,31,1.0,1.0,1.0,0.61,1x25,2265,0.1935,0.1935,1
,GAS Liander,,Johan Huizingalaan,1066VE,1066VE,AMSTERDAM,NL,GAS,KVB,24,1.0,1.0,1.0,1.0,G4,1797,0.0,0.0,
,Liander N.V. (NW),,Johan Huizingalaan,1066VH,1066VH,AMSTERDAM,NL,ELK,KVB,12,1.0,0.8332999999999999,1.0,0.58,1x6,3524,0.0833,0.16670000000000001,
,GAS Liander,,Johan Huizingalaan,1066VH,1066VZ,AMSTERDAM,NL,GAS,KVB,42,1.0,0.381,1.0,0.95,G4,1808,0.0,0.0,
,Liander N.V. (NW),,Johan Huizingalaan,1066VW,1066VZ,AMSTERDAM,NL,ELK,KVB,49,1.0,0.4082,1.0,0.88,1x25,2097,0.102,0.102,1
,Liander N.V. (NW),,Laan van Vlaanderen,1066WB,1066WB,AMSTERDAM,NL,ELK,KVB,35,0.9143000000000001,0.8856999999999999,1.0,0.66,1x35,3782,0.4,0.3143,1.2
,GAS Liander,,Laan van Vlaanderen,1066WB,1066WB,AMSTERDAM,NL,GAS,KVB,32,1.0,0.9688,1.0,0.97,G4,1039,0.0,0.34380000000000005,
,Liander N.V. (NW),,Geraardsbergenstraat,1066WC,1066WC,AMSTERDAM,NL,ELK,KVB,18,0.9444,1.0,1.0,0.94,1x35,4264,0.6111,0.6111,1
,GAS Liander,,Geraardsbergenstraat,1066WC,1066WC,AMSTERDAM,NL,GAS,KVB,17,1.0,1.0,1.0,1.0,G4,1174,0.0,0.5882000000000001,
,Liander N.V. (NW),,Beverenstraat,1066WD,1066WD,AMSTERDAM,NL,ELK,KVB,59,1.0,1.0,1.0,0.93,1x35,2848,0.7966,0.7966,1
,GAS Liander,,Beverenstraat,1066WD,1066WD,AMSTERDAM,NL,GAS,KVB,58,1.0,1.0,1.0,1.0,G4,940,0.0,0.8103,
,Liander N.V. (NW),,Willebroekstraat,1066WE,1066WE,AMSTERDAM,NL,ELK,KVB,40,0.975,0.975,1.0,0.88,1x35,4620,0.75,0.7,1.1
,GAS Liander,,Willebroekstraat,1066WE,1066WE,AMSTERDAM,NL,GAS,KVB,38,1.0,1.0,1.0,0.97,G4,1564,0.0,0.7105,
,Liander N.V. (NW),,Schaarbeekstraat,1066WH,1066WH,AMSTERDAM,NL,ELK,KVB,40,0.9,0.95,1.0,0.8,1x35,4010,0.575,0.525,1
,GAS Liander,,Schaarbeekstraat,1066WH,1066WH,AMSTERDAM,NL,GAS,KVB,36,1.0,1.0,1.0,1.0,G4,1249,0.0,0.5278,
,Liander N.V. (NW),,Brusselsingel,1066WJ,1066WJ,AMSTERDAM,NL,ELK,KVB,29,1.0,1.0,1.0,0.76,1x35,3234,0.7585999999999999,0.7585999999999999,1
,GAS Liander,,Brusselsingel,1066WJ,1066WJ,AMSTERDAM,NL,GAS,KVB,29,1.0,1.0,1.0,1.0,G4,1319,0.0,0.7585999999999999,
,Liander N.V. (NW),,Knokkestraat,1066WK,1066WK,AMSTERDAM,NL,ELK,KVB,85,0.9529000000000001,0.9882,1.0,0.96,1x35,3835,0.7059000000000001,0.6940999999999999,1
,GAS Liander,,Knokkestraat,1066WK,1066WK,AMSTERDAM,NL,GAS,KVB,84,1.0,1.0,1.0,1.0,G4,1284,0.0,0.7023999999999999,
,Liander N.V. (NW),,Dijlehof,1066WL,1066WL,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.95,1x35,3016,0.5714,0.5714,1
,GAS Liander,,Dijlehof,1066WL,1066WL,AMSTERDAM,NL,GAS,KVB,20,1.0,1.0,1.0,1.0,G4,1147,0.0,0.6,
,Liander N.V. (NW),,IJzerhof,1066WN,1066WN,AMSTERDAM,NL,ELK,KVB,21,0.7143,0.9523999999999999,1.0,0.9,1x35,2666,0.5714,0.5714,1
