volgnr,lat,lon,label
4140,52.337152,4.861957,159840
4152,52.397267,4.873572,14640
4153,52.301644,4.936545,25440
4154,52.392183,4.902014,93120
4158,52.358551,4.910572,50400
4160,52.342843,4.846291,4800
4161,52.417055,4.823382,2880
4162,52.417036,4.823294,1440
4163,52.410323,4.883239,8640
4164,52.397784,4.906654,720
4167,52.361876,4.839849,57360
4168,52.360996,4.83986,110640
4169,52.39446,4.958683,68880
4170,52.40798,4.903296,63840
4171,52.305353,5.018878,15840
4173,52.322685,4.89183,2400
4182,52.326702,4.898269,480
4184,52.321592,4.947196,14880
4185,52.400046,4.876082,5280
4196,52.355974,4.922489,29520
4197,52.356274,4.923543,30480
4204,52.359485,4.910474,14160
4205,52.365559,4.959519,11040
4207,52.398028,4.918391,101280
4208,52.419703,4.786069,720
4213,52.37241,4.970232,39600
4218,52.370212,4.885412,960
4219,52.367672,4.869671,2880
4220,52.367547,4.869761,3360
4221,52.367413,4.869851,2880
4222,52.367339,4.869426,29280
4225,52.381189,4.83942,129840
4241,52.338562,4.892885,27360
4242,52.347341,4.935142,45360
4243,52.34764,4.935873,42240
4245,52.348436,4.866887,13680
4246,52.360784,4.838806,74400
4247,52.393636,4.909975,1920
4248,52.393411,4.909933,3840
4249,52.393511,4.910167,2640
4250,52.393367,4.91011,2258
4251,52.39361,4.910328,1920
4252,52.393521,4.91052,1920
4253,52.393449,4.910388,3360
4254,52.393368,4.91036,2258
4255,52.393172,4.910759,3360
4256,52.393505,4.910902,4320
4257,52.393595,4.911092,7200
4258,52.341005,4.863188,20640
4267,52.372143,4.904641,4080
4268,52.367538,4.875942,17280
4269,52.365966,4.943189,30480
4275,52.395971,4.905072,9600
4276,52.394585,4.902384,81840
4277,52.391957,4.903794,57600
4280,52.383092,4.907342,1440
4281,52.361952,4.83863,47040
4282,52.361783,4.839013,2258
4283,52.361738,4.839014,2258
4284,52.361693,4.839015,2258
4285,52.361639,4.839015,2258
4286,52.361594,4.839016,2258
4287,52.36154,4.839016,2258
4288,52.361495,4.839017,2258
4289,52.361342,4.839048,2258
4290,52.361342,4.83896,2258
4291,52.361341,4.838725,2258
4292,52.361341,4.838652,2258
4293,52.36134,4.838564,2258
4294,52.361465,4.838269,2258
4295,52.361509,4.838253,2258
4296,52.361563,4.838253,2258
4297,52.361608,4.838252,2258
4298,52.361653,4.838252,2258
4299,52.361707,4.838251,2258
4307,52.323586,4.959248,18000
4308,52.342077,4.861752,15600
4309,52.369085,4.922191,4800
4310,52.369661,4.922214,2258
4311,52.369779,4.922507,6240
4314,52.392705,4.878576,122160
4319,52.373306,4.781969,480
4320,52.341181,4.797344,960
4321,52.295615,4.974161,75600
4322,52.313496,5.013385,480
4323,52.381293,4.973864,960
4324,52.41423,4.899994,1440
4325,52.38315,4.861795,1440
4326,52.387319,4.857383,720
4336,52.403404,4.961638,23040
4341,52.378874,4.840212,33120
4346,52.34373,4.857667,102240
4347,52.325703,4.96555,2258
4348,52.359139,4.941687,6240
4350,52.352148,5.009331,4800
4356,52.379656,4.840335,960
4371,52.353947,4.847286,2258
4373,52.379711,4.840569,19200
4386,52.396412,4.905302,24720
4394,52.395308,4.930775,2400
4401,52.344332,4.85766,61440
4412,52.309203,4.961088,23520
4424,52.335729,4.87757,2880
4428,52.40601,4.932487,37920
4430,52.396286,4.905157,22320
4432,52.357695,4.933055,8640
4436,52.379611,4.840321,960
4441,52.354609,5.017339,17040
4444,52.371363,4.969037,154080
4446,52.405594,4.931683,37920
4460,52.370587,4.968193,28320
4462,52.392624,4.906489,2258
4465,52.34102,4.92291,5760
4471,52.375043,4.897325,7200
4474,52.374633,4.963647,6960
4479,52.375219,4.964008,8400
4480,52.396556,4.905433,23040
4484,52.338826,4.906822,4080
4485,52.379414,4.840441,24480
4490,52.371629,4.868157,16800
4491,52.360071,4.830505,1920
4492,52.326568,4.87502,13440
4493,52.369646,4.936912,24480
4495,52.337417,4.896287,720
4497,52.384059,4.929319,215040
4498,52.3557,4.820388,1920
4500,52.341762,4.86381,21840
4505,52.364966,4.877748,4080
4506,52.355335,4.902166,960
4510,52.371333,4.908908,3840
4511,52.375051,4.897179,1440
4512,52.371483,4.921696,6720
4514,52.401076,4.898625,25440
4516,52.374726,4.797971,2258
4518,52.341356,4.877814,19440
4523,52.343476,4.89016,41760
4524,52.33632,4.877035,6000
4525,52.394696,4.877525,20400
4527,52.394479,4.877101,33120
4535,52.357413,4.852543,19200
4537,52.361603,4.932545,9600
4538,52.394796,4.8777,29760
4542,52.394615,4.877364,19200
4543,52.364984,4.928356,6000
4550,52.395122,4.878357,11280
4554,52.340366,4.845103,12000
4555,52.308678,4.959846,41760
4587,52.307358,4.973011,9600
4588,52.379256,4.785633,10800
4591,52.395285,4.878664,20400
4593,52.301152,4.937165,2258
4594,52.373829,4.845532,6720
4595,52.373839,4.845752,3360
4596,52.373819,4.845341,4800
4599,52.351395,4.921539,2258
4601,52.352942,4.890773,3360
4608,52.360823,4.837557,104640
4609,52.347474,4.837018,24960
4610,52.324386,4.96172,2258
4611,52.375346,4.796127,2258
4612,52.374914,4.796,2258
4613,52.375247,4.796099,2258
4614,52.375148,4.796071,2880
4615,52.375103,4.796057,2258
