volgnr,lat,lon,label
1967,52.362283,4.872524,720
1970,52.338815,4.897505,8400
1977,52.352822,4.898745,33840
1985,52.381674,4.84921,3120
1991,52.347238,4.806466,1920
1994,52.391695,4.954728,17040
2000,52.380923,4.858179,10800
2001,52.380827,4.858753,6240
2002,52.36492,4.94226,960
2004,52.381813,4.8703,3360
2008,52.381539,4.849212,4080
2011,52.38433,4.866407,85440
2014,52.346027,4.862747,1440
2015,52.394982,4.764161,5280
2024,52.366386,4.94963,960
2026,52.393108,4.903884,2258
2044,52.36538,4.835636,10800
2047,52.395637,4.763975,7200
2048,52.390402,4.938112,2160
2049,52.378644,4.845003,13440
2055,52.347256,4.862366,1440
2062,52.366353,4.952964,3600
2063,52.36177,4.872295,1920
2073,52.382019,4.870209,10080
2089,52.380446,4.830412,8400
2091,52.395639,4.764445,5760
2107,52.395394,4.763891,7200
2111,52.385039,4.929265,37920
2112,52.401663,4.908008,1440
2113,52.354753,4.902672,4080
2115,52.372694,4.814385,2258
2121,52.380402,4.872387,29520
2123,52.406451,4.909808,12720
2124,52.346184,4.863714,3360
2127,52.401975,4.907461,2258
2128,52.362758,4.926808,5520
2130,52.358804,4.780977,2880
2132,52.35697,4.991338,2258
2136,52.395152,4.764173,7200
2137,52.360524,4.837003,6240
2138,52.410405,4.881504,15600
2140,52.353076,4.826146,3840
2150,52.402117,4.906901,2258
2166,52.35528,4.820892,2258
2180,52.40602,4.909827,6000
2182,52.391293,4.933622,1200
2183,52.372918,4.864926,720
2187,52.353307,4.998093,15600
2188,52.40752,4.911942,6480
2193,52.406198,4.909502,12720
2198,52.380217,4.857086,720
2204,52.344108,4.950334,19200
2211,52.383683,4.834733,480
2213,52.360641,4.836958,6720
2215,52.360228,4.83711,25680
2219,52.373407,4.942806,12240
2221,52.351771,5.000969,1920
2222,52.381101,4.912827,5760
2250,52.340804,4.900476,49920
2266,52.370676,4.936212,34560
2277,52.344831,4.833059,10080
2280,52.407015,4.911345,11520
2285,52.408468,4.886801,9840
2289,52.381728,4.871476,3840
2295,52.354755,4.995482,2258
2300,52.352419,4.796329,2258
2310,52.359188,4.940321,8160
2311,52.361706,4.936038,26160
2326,52.359169,4.940174,1440
2329,52.39498,4.763794,5040
2332,52.335176,4.828792,4800
2333,52.305764,4.935095,14640
2335,52.358978,4.907294,12720
2338,52.380851,4.798859,6240
2339,52.390706,4.954562,2258
2344,52.396589,4.936609,14400
2345,52.309957,4.950963,4320
2347,52.380293,4.830413,7680
2351,52.340629,4.79314,2258
2353,52.344591,4.816597,2258
2357,52.350047,4.775153,2400
2362,52.331492,4.874714,28560
2371,52.342742,4.928923,17280
2375,52.352812,5.000622,36720
2392,52.395223,4.763981,5520
2393,52.36501,4.835391,10800
2404,52.353256,4.841526,1200
2405,52.393969,4.851295,150960
2406,52.346598,4.863958,1440
2411,52.381514,4.798424,1680
2416,52.390084,4.916403,10080
2417,52.397258,4.937763,109920
2420,52.351306,5.007328,2258
2424,52.381419,4.830884,2258
2439,52.354198,5.001094,11520
2445,52.373164,4.845481,22320
2452,52.344474,4.805372,8640
2468,52.350038,5.004286,1440
2469,52.365738,4.835368,11280
2472,52.352152,4.901732,5760
2481,52.378278,4.839794,48960
2484,52.353261,5.000603,11520
2487,52.405922,4.910034,9120
2491,52.380706,4.830394,5280
2492,52.380955,4.849249,2160
2507,52.403634,4.92008,35760
2509,52.373717,4.948795,2258
2511,52.371394,4.940595,2160
2521,52.341853,4.836251,7440
2523,52.400614,4.906609,28800
2524,52.363302,4.944449,5760
2530,52.375245,4.872784,1680
2542,52.352302,4.831601,4320
2548,52.406594,4.914112,2258
2550,52.381425,4.849757,3840
2558,52.389745,4.775149,20400
2560,52.401698,4.91005,1440
2563,52.380724,4.849795,3600
2568,52.350595,4.841324,21600
2571,52.371082,4.836388,21600
2573,52.365817,4.951324,67440
2575,52.303018,4.967964,2258
2576,52.406578,4.909968,16320
2586,52.382203,4.799766,5520
2591,52.352248,4.803611,2258
2594,52.380596,4.849268,4080
2599,52.37359,4.948737,2258
2601,52.369117,4.944406,13440
2603,52.358291,4.929144,12000
2607,52.381463,4.913616,17280
2624,52.332858,4.915689,960
2625,52.407418,4.910973,15120
2628,52.360357,4.837783,2258
2632,52.39131,4.933416,7680
2634,52.382202,4.799605,1680
2642,52.379847,4.819801,23760
2643,52.395636,4.763887,7200
2644,52.358881,4.939825,720
2647,52.390456,4.886549,2258
2654,52.406517,4.910424,8400
2656,52.40767,4.911279,14880
2663,52.367582,4.83558,11280
2668,52.37482,4.948167,17520
2676,52.335717,4.887371,39120
2682,52.39498,4.763882,5280
2683,52.376751,4.851781,1440
2687,52.357134,4.898169,2880
2697,52.346118,4.946983,5760
2703,52.359438,4.923628,2400
2706,52.343452,4.947934,23760
2714,52.301601,4.976613,7680
2715,52.38023,4.857834,6240
2721,52.387869,4.863942,2160
2737,52.365379,4.835372,10800
2744,52.349291,4.847078,2258
2748,52.395395,4.764067,7200
2756,52.380746,4.858621,5760
2773,52.402721,4.905175,1440
2775,52.394982,4.764264,6000
2778,52.38105,4.858368,2880
2788,52.363038,4.931811,13200
2789,52.35463,4.877647,6000
2792,52.382865,4.802695,69840
2793,52.317426,4.955905,2258
2794,52.349942,4.91765,19680
2798,52.341996,4.867916,7440
2800,52.381308,4.849758,5760
2805,52.351612,5.007516,6960
2809,52.394218,4.909381,720
2811,52.395224,4.764172,5520
2815,52.394981,4.764073,5040
2819,52.350171,5.009436,1920
2824,52.371013,4.854787,720
2833,52.306196,5.018343,45600
2834,52.40633,4.910838,11040
2837,52.344862,4.949901,2258
2839,52.397752,4.932792,14400
2854,52.370455,4.934731,12240
2856,52.310976,4.987436,59040
2860,52.339693,4.926034,7440
2861,52.407544,4.911133,13200
2869,52.374836,4.931118,10560
2870,52.380528,4.856083,720
2874,52.408071,4.855357,17520
2877,52.395222,4.76379,4800
2880,52.33094,4.871698,40560
2881,52.406428,4.910631,8880
2887,52.356062,4.76704,11040
2890,52.395466,4.763978,5520
2892,52.381848,4.856023,480
2895,52.376201,4.857324,3120
2900,52.358519,4.994979,2258
2910,52.406982,4.912168,67680
2923,52.334073,4.885497,71520
2929,52.317187,4.951918,2160
2936,52.38084,4.798448,1680
2947,52.406025,4.911003,15360
2951,52.300451,4.96922,55920
2953,52.401921,4.907447,2258
2957,52.386132,4.901301,10320
2959,52.380686,4.829909,9120
2967,52.381541,4.849741,3840
2972,52.395151,4.763982,7200
2974,52.382227,4.800985,5520
2977,52.380574,4.858359,6240
2980,52.409478,4.802844,1440
2987,52.395466,4.76389,5280
2988,52.381074,4.849776,5760
3001,52.377836,4.849272,14640
3008,52.361195,4.975724,15600
3009,52.37312,4.943088,2258
3017,52.365701,4.934823,2258
3022,52.380841,4.849779,2880
3025,52.375941,4.857416,720
3030,52.365737,4.836997,10080
3032,52.383638,4.864418,4080
3038,52.296855,4.984499,22560
3041,52.388117,4.883711,33120
3042,52.383459,4.864494,1440
3053,52.407609,4.911735,9360
3058,52.397747,4.849897,6720
3070,52.381539,4.800039,5760
3074,52.364554,4.865523,19440
3083,52.352005,4.794456,2258
3102,52.343608,4.900401,19440
3103,52.380957,4.849777,2880
3104,52.344567,4.805987,2258
3108,52.35034,4.832946,11520
3137,52.381305,4.84923,4800
3138,52.416896,4.805378,26400
3150,52.407291,4.910827,12480
3154,52.321876,4.941503,3360
3155,52.355728,4.923886,1440
3157,52.395223,4.763893,5280
3158,52.347373,4.817559,1920
3165,52.373672,4.94881,2258
3167,52.352613,4.797457,2258
3169,52.3923,4.994093,17760
3171,52.380385,4.830926,8880
3174,52.372935,4.870858,2400
3175,52.349147,4.875391,2160
3177,52.396398,4.933702,28800
3181,52.363587,4.936665,1440
3182,52.380515,4.849269,1440
3183,52.344603,4.806133,2258
3186,52.371695,4.936979,1440
3194,52.353102,4.995834,2258
3196,52.394983,4.764352,5040
3202,52.382163,4.85602,480
3203,52.331482,4.870313,31200
3205,52.308638,4.979187,39120
3213,52.385528,4.848811,22800
3222,52.353948,4.847344,17280
3224,52.406467,4.966164,4800
3233,52.350913,5.002693,2258
3239,52.374831,4.948886,2258
3242,52.331278,4.870873,30000
3253,52.394963,4.898207,3600
3257,52.362254,4.874168,720
3263,52.358877,4.911244,3840
3267,52.353541,4.889989,2640
3276,52.374663,4.873423,1680
3277,52.354156,4.906157,1440
3284,52.330038,4.812456,5760
3289,52.354431,4.925647,4320
3317,52.315065,4.971517,43920
3318,52.389441,4.950329,15360
3323,52.350314,5.009171,2400
3337,52.392966,4.854054,32400
3338,52.384916,4.877182,21360
3345,52.360383,4.969948,4320
3357,52.344301,4.817965,1920
3365,52.357202,4.855393,13200
3368,52.402321,4.906399,2258
3373,52.352167,4.887993,2640
3379,52.329767,4.812151,5760
3389,52.329634,4.812446,6720
3392,52.363621,4.978212,18240
3393,52.357417,4.87785,1440
3396,52.329713,4.812108,3600
3405,52.364808,4.86207,1440
3406,52.368471,4.867298,1920
3419,52.35455,4.807442,5280
3425,52.360405,4.991924,2258
3426,52.365247,4.863842,2160
3427,52.390456,4.873725,14640
3429,52.383238,4.877774,720
3442,52.352937,4.885225,3360
3447,52.329891,4.811724,6720
3449,52.365194,4.874266,1440
3458,52.350448,5.00892,2258
3464,52.368162,4.874849,2880
3471,52.364799,4.862012,2400
3472,52.32985,4.812678,9120
3475,52.390079,4.865811,1680
3476,52.354488,4.888584,2640
3482,52.35035,5.009097,2400
3489,52.355006,4.900834,2880
3499,52.380882,4.974426,11520
3503,52.351215,4.896928,19920
3504,52.355999,4.926717,720
3505,52.357653,4.901877,720
3509,52.369098,4.941969,6480
3511,52.350073,5.009628,2258
3512,52.358916,4.923222,1440
3515,52.360671,4.990821,11280
3516,52.357659,4.930501,14880
3521,52.360989,4.823183,1920
3524,52.352831,4.932488,720
3528,52.35791,4.856941,1680
3539,52.354428,4.955884,28560
3544,52.357693,4.873046,5040
3545,52.37084,4.866478,28800
3556,52.352645,4.888516,1200
3557,52.36478,4.986174,2400
3565,52.349868,5.010011,1200
3566,52.354852,4.958595,49920
3577,52.352568,4.89361,1440
3586,52.358796,4.856211,14160
3592,52.355786,4.898198,1920
3599,52.329677,4.812064,4800
3601,52.39035,4.878383,1440
3607,52.360619,4.865922,960
3616,52.359706,4.877104,1920
3618,52.361992,4.86548,2160
3639,52.356726,4.899509,2880
3651,52.34767,4.864489,0
3652,52.359074,4.95575,18720
3653,52.377856,4.876073,9360
3655,52.363517,4.934787,1200
3659,52.32957,4.812374,6240
3664,52.363467,4.924202,720
3669,52.360369,4.860185,5280
3672,52.379854,4.874699,720
3673,52.33022,4.811118,3600
3680,52.369096,4.941234,4080
3683,52.329706,4.812519,6000
3690,52.356244,4.895889,1920
3693,52.344585,4.838052,5520
3695,52.353531,4.852634,720
3698,52.354937,4.933215,1680
3702,52.355517,4.958618,28800
3703,52.329857,4.812267,11040
3707,52.381892,4.869932,13440
3712,52.369353,4.871737,7200
3714,52.353222,4.897669,8160
3721,52.365285,4.909002,3120
3722,52.376148,4.908166,102000
3723,52.364298,4.916031,5760
3724,52.361308,4.892486,4080
3725,52.363973,4.889387,2258
3727,52.350207,5.009377,1920
3732,52.358961,4.954357,2258
3736,52.35052,5.008787,2258
3742,52.329778,4.812606,9600
3744,52.357352,4.873168,2258
3749,52.368758,4.905558,19200
3753,52.37459,4.894247,46080
3758,52.354779,4.887289,1680
3760,52.358231,4.874934,960
3764,52.329923,4.812765,8640
3769,52.361687,4.867686,1440
3770,52.416055,4.897916,720
3773,52.356021,4.959024,32880
3779,52.329966,4.812383,2400
3798,52.354479,4.888525,1680
3804,52.329939,4.81234,1200
3806,52.356254,4.891749,0
3819,52.350278,5.00923,2160
3821,52.366599,4.872973,2880
3822,52.362075,4.88888,2160
3824,52.37562,4.891298,8160
3825,52.360576,4.891642,6240
3827,52.382603,4.882775,2640
3830,52.374504,4.893132,41040
3831,52.368988,4.922603,2258
3835,52.364217,4.904976,6480
3836,52.365789,4.906883,4560
3840,52.374119,4.880757,720
3841,52.374138,4.880845,720
3844,52.365098,4.911706,16560
3847,52.366952,4.928262,7920
3848,52.368772,4.922444,4800
3849,52.368595,4.923282,5280
3850,52.368713,4.923384,7200
3851,52.368656,4.922783,5280
3853,52.366737,4.912481,38400
3859,52.368287,4.911172,26160
3860,52.372175,4.908076,18480
3861,52.371192,4.929966,3840
3864,52.364108,4.904537,2258
3865,52.364117,4.90461,2258
3866,52.363124,4.899189,4320
3867,52.362314,4.896629,720
3869,52.362719,4.898973,1920
3870,52.367527,4.903369,4320
3873,52.372477,4.885592,2880
3874,52.363443,4.885062,960
3876,52.361784,4.885991,1440
3877,52.380005,4.884611,3120
3879,52.377584,4.88176,960
3883,52.370944,4.87793,4320
3886,52.373709,4.877237,1680
3888,52.362623,4.890944,1440
3890,52.377199,4.892808,1200
3891,52.377772,4.892199,3840
3892,52.374402,4.89234,8160
3896,52.363365,4.890026,1920
3897,52.38364,4.885701,3840
3899,52.384971,4.887874,1440
3902,52.387882,4.887739,2880
3903,52.37759,4.887443,240
3904,52.365221,4.886922,3360
3905,52.382388,4.887198,1200
3907,52.376884,4.897085,4320
3908,52.368296,4.898105,720
3910,52.37193,4.896567,960
3911,52.372376,4.893669,8160
3912,52.375185,4.892639,9840
3914,52.362596,4.895393,1200
3919,52.368894,4.917039,8400
3920,52.366086,4.920431,40320
3923,52.370957,4.932141,32880
3925,52.363576,4.908522,1440
3928,52.368834,4.908626,2400
3934,52.368719,4.92262,6960
3939,52.368918,4.923059,17760
3942,52.364209,4.905138,4800
3943,52.364227,4.905241,6720
3944,52.364246,4.905343,2640
3945,52.364144,4.904742,2258
3946,52.364135,4.904684,2258
3949,52.360867,4.901093,7200
3950,52.367192,4.9028,7680
3951,52.361812,4.90142,1920
3955,52.36891,4.932485,42240
3956,52.383845,4.891618,4800
3959,52.359506,4.895779,2880
3960,52.36785,4.900885,87360
3961,52.364172,4.904874,2258
3962,52.364154,4.904816,2258
3963,52.370821,4.895654,3840
3964,52.378058,4.765823,5040
3966,52.348393,4.809166,960
3969,52.409663,4.965326,17280
3975,52.380966,4.867872,16320
3978,52.370225,4.84559,16320
3979,52.404227,4.847894,148080
3980,52.404007,4.848925,40560
3981,52.343131,4.948465,25920
3982,52.361363,4.975165,9600
3986,52.382317,4.866534,41760
3987,52.371373,4.835327,28800
3988,52.389005,4.900477,46800
3991,52.361546,4.768946,16080
3992,52.379595,4.860574,4320
3994,52.41623,4.887963,1920
3995,52.388806,4.902535,2160
3996,52.374037,4.770373,1440
4005,52.352355,4.796139,2258
4009,52.340494,4.886334,388320
4010,52.341021,4.821866,57120
4013,52.349265,4.892517,1440
4018,52.350126,4.778234,3840
4019,52.413978,5.031175,2400
4020,52.391985,4.994023,16560
4021,52.328732,4.880833,24000
4024,52.368528,4.845905,2640
4025,52.308721,4.952075,99120
4026,52.397384,4.933016,4800
4028,52.357762,4.880782,1440
4032,52.365596,4.959857,1440
4033,52.38099,4.97463,6480
4034,52.356402,4.773671,7200
4035,52.355243,4.766773,10800
4036,52.383741,4.921332,5760
4037,52.388815,4.902579,960
4040,52.329408,4.860479,122400
4041,52.352928,4.907066,2160
4044,52.357051,4.93155,35040
4045,52.362806,4.870814,9600
4048,52.383359,4.850277,17280
4050,52.352766,4.889381,8640
4052,52.366793,4.869931,2400
4056,52.361303,4.858045,1440
4057,52.351397,4.912792,42960
4060,52.359921,4.913772,4320
4061,52.357674,4.87287,4080
4064,52.363528,4.863216,960
4065,52.37985,4.875654,2160
4067,52.368008,4.872369,8640
4075,52.363949,4.9349,2400
4078,52.355274,4.885375,22080
4079,52.355315,4.892978,2400
4081,52.360343,4.860523,11520
4084,52.365414,4.803248,3840
4091,52.351439,5.004112,116400
4093,52.348421,4.832002,2880
4097,52.34877,4.831674,2160
4102,52.349014,4.831979,11520
4103,52.348664,4.831998,14400
4104,52.364591,4.838039,720
4109,52.340365,4.844912,10800
4113,52.342255,4.85139,46560
4116,52.319867,4.94978,66480
4118,52.354727,4.96137,29040
4120,52.385591,4.927849,1920
4128,52.398527,4.871707,1680
4134,52.346759,4.955166,5760
4135,52.292143,4.948323,1440
