volgnr,lat,lon,kwp
931,52.349498,4.789235,2258
932,52.356774,4.994745,2258
933,52.361705,4.82636,1440
934,52.381538,4.799804,5520
935,52.351664,4.995979,2258
936,52.367194,4.829476,2258
937,52.362118,4.935535,7440
938,52.381558,4.875737,2258
939,52.347958,4.79203,2258
940,52.344046,4.807931,2258
941,52.327523,4.982417,2258
942,52.380532,4.831468,5280
943,52.300944,4.997701,2258
944,52.390378,4.887196,86880
945,52.410305,4.902815,2258
946,52.326131,4.982694,2258
947,52.370224,4.859334,720
948,52.344204,4.825788,2258
949,52.344415,4.855972,4800
950,52.345353,4.932492,2258
951,52.328222,4.981912,2258
952,52.387829,4.956631,2258
953,52.345342,4.931978,2258
954,52.367213,4.835584,10560
955,52.381909,4.908206,5280
956,52.351421,4.774958,2258
957,52.384862,4.864844,27360
958,52.376859,4.92208,47520
959,52.367987,4.950085,5280
960,52.392689,4.821473,43680
961,52.345907,4.815391,26160
962,52.363624,4.986904,480
963,52.349102,4.812605,2258
964,52.369301,4.832357,2258
965,52.299962,4.999806,2258
966,52.317459,4.952576,2258
967,52.300572,4.993775,2258
968,52.42233,4.887454,2258
969,52.356139,4.998244,2258
970,52.353568,4.867062,960
971,52.352231,4.796434,2258
972,52.3906,4.938095,1440
973,52.301107,4.995295,0
974,52.347043,4.819853,1920
975,52.412779,4.907741,2258
976,52.420672,4.894984,2258
977,52.383124,4.791544,2258
978,52.342847,4.871413,2258
979,52.368185,4.831901,2258
980,52.351745,4.859172,1440
981,52.300663,4.994111,2258
982,52.369584,4.862851,2880
983,52.326826,4.980971,2258
984,52.35111,5.002339,2258
985,52.324362,4.985658,2258
986,52.353581,4.94073,2258
987,52.356545,4.990667,3840
988,52.3625,4.932155,4800
989,52.374456,4.820031,0
990,52.351011,5.007873,2258
991,52.34934,4.780974,2258
992,52.353029,4.99538,2258
993,52.399483,4.946145,2258
994,52.318202,4.956558,2258
995,52.383006,4.796627,2258
996,52.394285,4.931006,2258
997,52.34274,4.812937,2258
998,52.351074,5.002398,2258
999,52.347365,4.784949,2258
1000,52.327491,4.98098,2258
1001,52.380797,4.857975,4560
1002,52.354038,4.820556,3120
1003,52.364246,4.942223,960
1004,52.418192,4.880195,13680
1005,52.388137,4.957436,2258
1006,52.355539,4.940299,720
1007,52.301097,4.992319,2258
1008,52.300688,4.972663,2258
1009,52.296637,4.9811,2258
1010,52.304118,4.968995,2258
1011,52.326202,4.861059,2258
1012,52.351896,4.774643,2258
1013,52.38052,4.830983,8640
1014,52.377533,4.936068,45840
1015,52.355253,4.820746,2258
1016,52.32487,4.981796,31200
1017,52.351972,4.999323,2258
1018,52.324165,4.88687,2258
1019,52.364378,4.927246,30480
1020,52.348841,4.778427,2258
1021,52.395639,4.764343,6720
1022,52.374907,4.820525,2258
1023,52.379396,4.860297,48960
1024,52.348586,4.815635,2258
1025,52.30142,4.97119,2258
1026,52.391982,4.937464,2258
1027,52.300947,4.998566,2258
1028,52.380864,4.799828,5520
1029,52.294024,4.99524,2258
1030,52.304608,4.967891,2258
1031,52.372995,4.943383,2258
1032,52.361996,4.825137,2258
1033,52.368848,4.849072,2880
1034,52.402764,4.943894,2258
1035,52.301792,4.969677,2258
1036,52.407987,4.900797,720
1037,52.298549,4.998982,2258
1038,52.343763,4.825794,2258
1039,52.350645,4.997515,2258
1040,52.343502,4.925687,1920
1041,52.340779,4.861004,1680
1042,52.303589,4.969557,2258
1043,52.338937,4.89875,2258
1044,52.416378,4.897604,2258
1045,52.344782,4.933422,2258
1046,52.373834,4.866736,480
1047,52.342936,4.825745,2258
1048,52.348341,4.789691,0
1049,52.404695,4.922479,140160
1050,52.343545,4.823272,2258
1051,52.320389,4.945199,960
1052,52.355189,4.88429,2400
1053,52.322106,4.899551,2258
1054,52.338799,4.895964,2258
1055,52.338441,4.898477,2258
1056,52.356035,4.888875,1440
1057,52.301093,4.991058,2258
1058,52.317508,4.956139,2258
1059,52.382228,4.80122,5760
1060,52.346558,4.801485,2258
1061,52.352718,4.873926,2258
1062,52.397892,4.953419,2258
1063,52.343819,4.809416,2258
1064,52.41822,4.904213,5520
1065,52.346823,4.861916,1440
1066,52.350157,4.88467,1440
1067,52.362468,4.879832,7440
1068,52.418589,4.895536,2258
1069,52.32253,4.943418,1920
1070,52.348183,4.881096,0
1071,52.357461,4.987781,2258
1072,52.366399,4.828767,2258
1073,52.413974,4.921147,2258
1074,52.290958,4.976359,2258
1075,52.413875,5.026766,2258
1076,52.295633,4.971552,2258
1077,52.409162,4.929427,2258
1078,52.344274,4.801397,2258
1079,52.407704,4.901697,2258
1080,52.326014,4.982592,2258
1081,52.3045,5.016275,1440
1082,52.380625,4.857712,2880
1083,52.376905,4.936178,960
1084,52.353355,4.910305,15840
1085,52.4099,4.893751,2258
1086,52.40989,4.893678,2258
1087,52.374125,4.811151,2258
1088,52.417114,4.897566,2258
1089,52.349487,4.812351,2258
1090,52.373307,4.871544,11760
1091,52.300948,4.998815,2258
1092,52.326253,4.981607,2258
1093,52.352878,4.783862,2258
1094,52.325204,4.863022,2258
1095,52.3192,4.966683,960
1096,52.345808,4.800643,2258
1097,52.383857,4.829488,2258
1098,52.382028,4.851923,2880
1099,52.352237,4.858755,3600
1100,52.341826,4.820888,2258
1101,52.322882,4.941375,4320
1102,52.35505,4.801329,2258
1103,52.345449,4.889301,1440
1104,52.354629,4.935068,720
1105,52.388537,4.887584,4320
1106,52.402077,4.919582,2258
1107,52.421063,4.904946,2258
1108,52.345562,4.886218,2258
1109,52.420597,4.89644,2258
1110,52.395467,4.764169,5280
1111,52.343902,4.805981,2160
1112,52.352901,4.997583,2258
1113,52.349545,4.93581,2258
1114,52.366414,4.829985,2258
1115,52.326516,4.982294,2258
1116,52.366752,4.831097,2258
1117,52.31282,4.977272,2258
1118,52.310919,4.973374,2258
1119,52.367416,4.83288,2258
1120,52.360239,4.993511,2258
1121,52.349439,4.848001,4560
1122,52.304593,5.014427,2258
1123,52.300365,4.993791,2258
1124,52.343765,4.826116,2258
1125,52.352412,4.935678,2400
1126,52.347762,4.801542,2258
1127,52.383044,4.798918,2258
1128,52.371501,4.940417,2160
1129,52.367718,4.85562,2400
1130,52.295394,4.970059,2258
1131,52.349189,4.790164,2258
1132,52.343505,4.873856,2258
1133,52.367207,4.830343,2258
1134,52.304785,5.015481,2880
1135,52.381456,4.799541,1680
1136,52.343978,4.823751,2258
1137,52.409304,4.901812,2258
1138,52.347056,4.787918,2258
1139,52.348788,4.805491,2258
1140,52.331486,4.873247,31680
1141,52.312925,4.981744,2258
1142,52.320892,4.945209,2880
1143,52.353457,4.81183,2258
1144,52.345271,4.793959,2258
1145,52.367713,4.850525,1440
1146,52.369761,4.800841,5040
1147,52.361917,4.934671,12480
1148,52.343734,4.874895,2258
1149,52.345089,4.800697,2258
1150,52.374843,4.822067,2258
1151,52.322861,4.959974,37920
1152,52.34399,4.805628,2258
1153,52.354858,4.806146,2258
1154,52.354867,4.908542,480
1155,52.406947,4.923748,2258
1156,52.422095,4.88506,2258
1157,52.304018,4.968717,2258
1158,52.375609,4.857522,4800
1159,52.327407,4.865343,2258
1160,52.319567,4.966342,2258
1161,52.414088,4.887282,3360
1162,52.347003,4.924564,2258
1163,52.386882,4.948503,2258
1164,52.349656,4.878819,2258
1165,52.351274,4.776192,2258
1166,52.323066,4.871643,2258
1167,52.342563,4.797032,2258
1168,52.316832,4.988982,2258
1169,52.330942,4.870231,44640
1170,52.382701,4.830266,2258
1171,52.349606,4.820319,2258
1172,52.352103,4.823648,2258
1173,52.336945,4.903908,2258
1174,52.382178,4.798386,1680
1175,52.365763,4.838847,10080
1176,52.346195,4.784789,2258
1177,52.421423,4.891992,2258
1178,52.375922,4.807265,2258
1179,52.327892,4.979817,2258
1180,52.345732,4.877485,2258
1181,52.344481,4.810611,2258
1182,52.294253,4.993728,2258
1183,52.354369,4.829711,2258
1184,52.356422,4.852012,720
1185,52.410228,4.897202,1440
1186,52.294018,4.967258,2258
1187,52.36201,4.977714,2258
1188,52.342754,4.808491,2258
1189,52.398628,4.945992,3840
1190,52.363007,4.94247,2160
1191,52.351943,4.879703,3840
1192,52.380253,4.810837,0
1193,52.363505,4.870307,2400
1194,52.397809,4.938389,27120
1195,52.32625,4.983309,2258
1196,52.347935,4.813031,2258
1197,52.347223,4.907391,1920
1198,52.386636,4.923843,5520
1199,52.362072,4.93533,7440
1200,52.381553,4.801009,5520
1201,52.328529,4.979474,2258
1202,52.38302,4.797773,2258
1203,52.367716,4.82969,2258
1204,52.34271,4.870857,0
1205,52.351098,4.80734,2258
1206,52.342677,4.907954,2400
1207,52.412382,4.883377,2258
1208,52.297275,4.980933,2258
1209,52.424054,4.891345,2258
1210,52.344726,4.886125,2258
1211,52.333957,4.883679,40080
1212,52.352116,4.919785,2258
1213,52.362579,4.87023,7680
1214,52.30726,5.010798,2258
1215,52.42279,4.892153,2258
1216,52.381072,4.849247,720
1217,52.380002,4.81084,0
1218,52.326054,4.983795,2258
1219,52.344998,4.886738,2258
1220,52.316557,4.961589,2258
1221,52.321139,4.944018,2640
1222,52.326422,4.983821,2258
1223,52.38223,4.801455,4560
1224,52.371853,4.86582,1440
1225,52.379635,4.811285,2258
1226,52.350556,4.781486,9120
1227,52.299489,4.995309,0
1228,52.326644,4.980196,2258
1229,52.344686,4.806558,2258
1230,52.388015,4.958334,2258
1231,52.316701,4.984862,2258
1232,52.300252,4.971392,2258
1233,52.355971,4.991024,2258
1234,52.344631,4.806265,2258
1235,52.354462,4.815237,2258
1236,52.401263,4.920458,24720
1237,52.326217,4.984189,4320
1238,52.298549,4.999158,2258
1239,52.326961,4.859979,2258
1240,52.351556,4.939899,1440
1241,52.342588,4.8093,2258
1242,52.34769,4.788936,2258
1243,52.407455,4.929636,2258
1244,52.380271,4.854999,1920
1245,52.380311,4.857966,6000
1246,52.37703,4.824712,720
1247,52.416543,4.900659,2258
1248,52.421034,4.897714,2258
1249,52.409472,4.926029,2258
1250,52.379687,4.790811,2258
1251,52.323471,4.873647,2258
1252,52.359913,4.858737,1440
1253,52.399868,4.94814,2258
1254,52.292518,4.962273,124080
1255,52.328782,4.980044,2258
1256,52.331056,4.865344,2258
1257,52.340256,4.874994,39600
1258,52.367534,4.831087,2258
1259,52.299541,4.968364,2258
1260,52.41289,4.915279,5520
1261,52.331279,4.860999,2258
1262,52.40125,4.947656,2258
1263,52.295456,4.969648,2258
1264,52.360748,4.98188,2258
1265,52.378283,4.930098,2258
1266,52.413556,4.88279,2258
1267,52.380706,4.857843,5520
1268,52.297588,4.996748,2258
1269,52.326745,4.983627,2258
1270,52.382223,4.869502,2160
1271,52.352941,4.805569,2258
1272,52.388256,4.880581,720
1273,52.395638,4.764254,6960
1274,52.304063,4.968864,2258
1275,52.349454,4.807376,2258
1276,52.327016,4.981219,2258
1277,52.339338,4.895943,2258
1278,52.350967,4.774039,2258
1279,52.40025,4.831383,36480
1280,52.351563,4.995305,2258
1281,52.356873,4.994568,2258
1282,52.352776,4.795767,2258
1283,52.346824,4.808188,2258
1284,52.343567,4.826134,2258
1285,52.422834,4.891961,2258
1286,52.361735,4.929579,1440
1287,52.405636,4.910551,10080
1288,52.374961,4.820539,2258
1289,52.395395,4.76417,7200
1290,52.362575,4.823985,2258
1291,52.300582,4.973162,2258
1292,52.295929,4.971315,2258
1293,52.378206,4.873852,720
1294,52.348034,4.814762,2258
1295,52.354001,4.801812,2258
1296,52.42336,4.89097,2258
1297,52.37476,4.819807,0
1298,52.366378,4.839647,2258
1299,52.299947,4.995232,0
1300,52.395046,4.937345,19200
1301,52.323983,4.871588,2258
1302,52.395626,4.936178,7200
1303,52.407244,4.9672,2258
1304,52.342616,4.791397,2258
1305,52.363254,4.931765,8640
1306,52.32782,4.979906,2258
1307,52.298556,4.990538,2258
1308,52.355676,4.870119,3360
1309,52.298986,4.99804,1680
1310,52.397615,4.92292,2258
1311,52.356613,4.99504,2400
1312,52.373207,4.944585,7200
1313,52.373357,4.946405,6480
1314,52.403084,4.919586,2258
1315,52.35069,4.885324,2880
1316,52.368433,4.833058,2258
1317,52.361848,4.935435,13920
1318,52.36891,4.862917,4320
1319,52.361045,4.976724,2258
1320,52.410368,4.893952,2258
1321,52.373742,4.948266,2258
1322,52.4224,4.889246,2258
1323,52.343248,4.802746,2258
1324,52.354124,4.85063,2160
1325,52.369044,4.833051,2258
1326,52.406281,4.918935,19200
1327,52.361887,4.856042,480
1328,52.373131,4.817375,2258
1329,52.344746,4.952778,2258
1330,52.327927,4.982267,2258
1331,52.374752,4.94689,2258
1332,52.388833,4.955946,2258
1333,52.320118,4.962098,2258
1334,52.367489,4.831088,2258
1335,52.422403,4.887747,2258
1336,52.374257,4.94666,2258
1337,52.384437,4.847987,720
1338,52.380721,4.849266,4800
1339,52.36772,4.830659,2258
1340,52.308703,4.961826,2258
1341,52.361536,4.824732,2258
1342,52.347928,4.782564,2258
1343,52.3203,4.962697,2258
1344,52.346424,4.845073,5760
1345,52.354529,4.93457,1440
1346,52.364354,4.942266,720
1347,52.38135,4.855177,720
1348,52.324451,4.871847,2258
1349,52.313473,4.979026,2258
1350,52.402641,4.944806,2258
1351,52.378856,4.791777,0
1352,52.361401,4.826642,2258
1353,52.354039,4.820747,2258
1354,52.369434,4.865466,2400
1355,52.347934,4.923498,2258
1356,52.409222,4.931132,2258
1357,52.351797,4.79415,14400
1358,52.361953,4.976819,2258
1359,52.412811,4.885136,2258
1360,52.360657,4.852284,0
1361,52.333837,4.830702,7200
1362,52.340917,4.802102,2258
1363,52.361922,4.824727,2258
1364,52.401817,4.908315,2258
1365,52.299068,4.998333,2258
1366,52.293463,4.970444,2258
1367,52.355745,4.990718,2258
1368,52.352605,4.862493,2880
1369,52.318476,4.965237,45600
1370,52.354994,4.878699,720
1371,52.30018,4.992239,2258
1372,52.381515,4.798821,4320
1373,52.417314,4.889392,27360
1374,52.39515,4.763791,5760
1375,52.294506,4.970522,960
1376,52.354781,4.995409,2258
1377,52.343364,4.813663,2258
1378,52.339355,4.895562,3840
1379,52.359151,4.940013,7680
1380,52.382658,4.804431,2258
1381,52.391031,4.926324,2258
1382,52.351582,4.80704,2258
1383,52.36167,4.933646,7920
1384,52.423009,4.893047,2258
1385,52.386249,4.919352,1440
1386,52.373678,4.933699,5280
1387,52.348079,4.869489,0
1388,52.292192,4.979514,2880
1389,52.360073,4.821433,2258
1390,52.349237,4.812604,2258
1391,52.324782,4.985038,2258
1392,52.364977,4.861584,17280
1393,52.338685,4.898871,2258
1394,52.350506,4.771785,0
1395,52.345368,4.786414,2258
1396,52.347935,4.937866,1
1397,52.389099,4.957398,2258
1398,52.354873,4.820296,2258
1399,52.325535,4.86271,2258
1400,52.357352,4.98743,2258
1401,52.4019,4.920201,2258
1402,52.42215,4.885295,2258
1403,52.402171,4.906959,2258
1404,52.361297,4.976839,1440
1405,52.37277,4.940684,2258
1406,52.360813,4.785589,2258
1407,52.334248,4.85156,1680
1408,52.348719,4.815179,2258
1409,52.323767,4.964498,2258
1410,52.308228,4.962299,2258
1411,52.380179,4.81025,2258
1412,52.418905,4.90253,23040
1413,52.361995,4.975893,2258
1414,52.345083,4.951557,2258
1415,52.402444,4.91902,2258
1416,52.407714,4.929163,2258
1417,52.353148,4.993368,2258
1418,52.41838,4.877885,2258
1419,52.331007,4.866416,2258
1420,52.346319,4.878168,2258
1421,52.39979,4.907117,2640
1422,52.380075,4.811059,0
1423,52.325065,4.864153,2258
1424,52.371506,4.941577,2258
1425,52.289308,4.974836,2258
1426,52.365748,4.83757,10080
1427,52.374581,4.946745,2258
1428,52.350958,4.77059,0
1429,52.361482,4.824733,2258
1430,52.331488,4.87178,28800
1431,52.320165,4.980592,0
1432,52.41486,4.882893,2258
1433,52.369638,4.862894,3120
1434,52.384297,4.964348,2258
1435,52.38084,4.798624,5520
1436,52.395637,4.764078,6720
1437,52.34491,4.79185,2258
1438,52.417058,4.896994,2258
1439,52.321107,4.985262,2258
1440,52.385086,4.86869,15360
1441,52.300944,4.997774,2258
1442,52.297408,4.993832,2258
1443,52.372977,4.943237,2258
1444,52.343042,4.810321,2258
1445,52.368266,4.830006,4080
1446,52.347431,4.782028,2258
1447,52.351781,4.881774,5760
1448,52.351339,4.774856,2258
1449,52.352361,4.813752,0
1450,52.346778,4.861858,1440
1451,52.352091,4.821168,2258
1452,52.416355,4.881553,2258
1453,52.418255,4.897422,2258
1454,52.382189,4.798797,5760
1455,52.331281,4.861425,2258
1456,52.419727,4.90136,2258
1457,52.291336,4.976429,2258
1458,52.348428,4.808901,2258
1459,52.322314,4.980939,2258
1460,52.405806,4.914767,2258
1461,52.360645,4.857686,1200
1462,52.351273,4.846217,2880
1463,52.297371,4.975054,23760
1464,52.36197,4.979035,2258
1465,52.330944,4.874632,45360
1466,52.381517,4.799056,3600
1467,52.343476,4.825915,2258
1468,52.408084,4.932025,2258
1469,52.401936,4.945959,2258
1470,52.353053,4.866246,3840
1471,52.325635,4.984928,2258
1472,52.342367,4.804651,2258
1473,52.295758,4.994946,720
1474,52.36953,4.862807,2880
1475,52.386632,4.948873,2258
1476,52.399456,4.913644,2258
1477,52.379105,4.796606,2258
1478,52.381191,4.84976,4800
1479,52.343423,4.807293,960
1480,52.421258,4.897756,2258
1481,52.351128,4.996821,2258
1482,52.361678,4.975192,5040
1483,52.353314,4.93649,2880
1484,52.40707,4.923042,2258
1485,52.346059,4.861881,1920
1486,52.382191,4.799032,4560
1487,52.304781,4.966012,2880
1488,52.323362,4.857206,2258
1489,52.326359,4.983645,2258
1490,52.366653,4.831113,2258
1491,52.367834,4.831935,2258
1492,52.326553,4.979844,2258
1493,52.365031,4.828226,5520
1494,52.361984,4.824433,2258
1495,52.291893,4.979033,2258
1496,52.32438,4.964976,2258
1497,52.326419,4.982853,2258
1498,52.422549,4.884114,2258
1499,52.324553,4.983926,2258
1500,52.352316,4.802789,2258
1501,52.422964,4.892886,2258
1502,52.351842,4.773014,2258
1503,52.385644,4.920916,2258
1504,52.353552,4.94004,0
1505,52.380867,4.800298,4560
1506,52.358715,4.941221,720
1507,52.422175,4.902053,2258
1508,52.315813,4.969794,1440
1509,52.407875,4.924253,2258
1510,52.352937,4.821348,2258
1511,52.300811,4.99002,2258
1512,52.305435,4.967839,2258
1513,52.402081,4.920508,2258
1514,52.339319,4.93157,23760
1515,52.380551,4.829852,8880
1516,52.328469,4.98037,2258
1517,52.362769,4.932005,3840
1518,52.398003,4.852847,6720
1519,52.402094,4.919229,2258
1520,52.352093,4.823457,2258
1521,52.406151,4.911163,10080
1522,52.331288,4.875274,31440
1523,52.379522,4.87463,1920
1524,52.366359,4.954476,8160
1525,52.381936,4.908235,960
1526,52.362336,4.840196,1440
1527,52.34958,5.001707,3600
1528,52.339197,4.898674,2258
1529,52.326173,4.981711,2258
1530,52.349077,4.78949,2258
1531,52.351003,4.884807,3840
1532,52.344836,4.815141,2258
1533,52.346649,4.87561,1920
1534,52.353357,4.782798,0
1535,52.293241,4.994939,2258
1536,52.343229,4.80442,3360
1537,52.359156,4.92501,720
1538,52.370251,4.873679,1680
1539,52.383302,4.86968,12960
1540,52.294637,4.972074,2258
1541,52.375121,4.820155,2258
1542,52.350234,4.812473,2258
1543,52.402819,4.920676,2258
1544,52.351628,4.940015,1440
1545,52.401088,4.933155,6960
1546,52.349231,4.78962,2258
1547,52.38719,4.94919,2258
1548,52.350266,4.77239,0
1549,52.349619,4.779429,2258
1550,52.343706,4.948386,2258
1551,52.344196,4.826111,2258
1552,52.361582,4.981123,1440
1553,52.330593,4.860303,2258
1554,52.344695,4.948553,27360
1555,52.347033,4.819779,2258
1556,52.346289,4.785507,2258
1557,52.361863,4.93012,1920
1558,52.355082,4.787824,2258
1559,52.374322,4.947232,2258
1560,52.296635,4.98047,2258
1561,52.350215,4.831245,4080
1562,52.32566,4.984224,2258
1563,52.418222,4.882958,2258
1564,52.343388,4.791342,2258
1565,52.361473,4.936129,10080
1566,52.39113,4.841677,14400
1567,52.361943,4.823347,2258
1568,52.395151,4.763894,7200
1569,52.356141,4.998978,2258
1570,52.353787,4.851574,960
1571,52.303181,4.968388,2258
1572,52.349418,4.775205,2258
1573,52.366413,4.829853,2258
1574,52.353244,4.856615,2880
1575,52.347915,4.780025,2258
1576,52.349034,4.779203,2258
1577,52.341257,4.903611,3840
1578,52.345682,4.886833,2258
1579,52.350035,4.814193,2258
1580,52.345226,4.793915,2258
1581,52.346149,4.86185,2400
1582,52.32445,4.871612,2258
1583,52.347612,4.813036,2258
1584,52.351801,4.853564,720
1585,52.323464,4.878312,2258
1586,52.41944,4.897085,2258
1587,52.323971,4.963806,2258
1588,52.42133,4.89774,2258
1589,52.326795,4.865292,2258
1590,52.343156,4.924458,2258
1591,52.362418,4.852233,0
1592,52.366356,4.953874,13200
1593,52.347497,5.005115,2258
1594,52.329989,4.878267,46320
1595,52.342599,4.809711,2880
1596,52.34438,4.902374,5040
1597,52.419832,4.891921,17280
1598,52.289496,4.976959,2258
1599,52.37248,4.949732,9600
1600,52.386658,4.948549,2258
1601,52.386953,4.948355,2258
1602,52.29435,4.977134,42000
1603,52.338441,4.896173,2258
1604,52.391152,4.994809,2258
1605,52.353842,4.806012,44880
1606,52.352928,4.814024,2258
1607,52.37342,4.808429,0
1608,52.300075,4.944638,7440
1609,52.380371,4.857319,1920
1610,52.324631,4.861547,2258
1611,52.362748,4.983241,2258
1612,52.353305,4.788303,2258
1613,52.402417,4.919108,2258
1614,52.34527,4.78665,2258
1615,52.353503,4.874621,2258
1616,52.382471,4.790304,2258
1617,52.353671,4.991367,2258
1618,52.354723,4.994073,2258
1619,52.35588,4.935364,3840
1620,52.347791,4.780438,2258
1621,52.348487,4.789968,0
1622,52.347299,4.8782,1920
1623,52.356825,4.993923,2258
1624,52.344738,4.793437,2258
1625,52.352029,4.774318,2258
1626,52.348027,4.818915,2258
1627,52.381902,4.836151,2258
1628,52.331002,4.865345,2258
1629,52.354688,4.997186,5520
1630,52.402128,4.907518,2258
1631,52.411373,4.904449,2258
1632,52.347982,4.818916,2258
1633,52.299339,4.969788,2258
1634,52.337695,4.927508,7920
1635,52.355839,4.832672,4320
1636,52.300797,4.97297,2258
1637,52.360954,4.862424,720
1638,52.32355,4.964192,2258
1639,52.365753,4.838553,10080
1640,52.355403,5.00148,2258
1641,52.399976,4.953105,2258
1642,52.320312,4.958473,2258
1643,52.376705,4.853353,11520
1644,52.38242,4.873553,720
1645,52.303451,5.019861,2258
1646,52.374229,4.819593,2258
1647,52.344001,4.800609,2258
1648,52.294478,4.972765,2258
1649,52.389703,4.906418,2258
1650,52.357615,4.919213,21360
1651,52.410235,4.898892,1440
1652,52.395152,4.76407,7200
1653,52.394863,4.929369,2258
1654,52.401912,4.918629,2258
1655,52.332657,4.914958,1920
1656,52.299889,4.940814,30240
1657,52.32682,4.981925,2258
1658,52.361756,4.944464,1440
1659,52.341647,4.866277,0
1660,52.352641,4.797618,2258
1661,52.381498,4.870186,1440
1662,52.399674,4.918755,2258
1663,52.300406,4.992545,2258
1664,52.351796,4.881202,5280
1665,52.368822,4.831761,2258
1666,52.347916,4.803595,2258
1667,52.347043,4.819926,2258
1668,52.421743,4.891047,2258
1669,52.415918,4.871813,200160
1670,52.408516,4.929816,2258
1671,52.365767,4.839537,10080
1672,52.3906,4.950141,2258
1673,52.328766,4.857802,2258
1674,52.374804,4.948784,2258
1675,52.362826,4.8257,2258
1676,52.385813,4.927303,15120
1677,52.34683,4.879923,2258
1678,52.350442,4.935345,2258
1679,52.378339,4.857035,1680
1680,52.315746,4.968578,2258
1681,52.32735,4.979016,2880
1682,52.38622,4.928004,4800
1683,52.395953,4.939672,40800
1684,52.380879,4.801047,5520
1685,52.351391,4.885257,7680
1686,52.354766,4.783997,960
1687,52.325253,4.983362,2258
1688,52.409805,4.890461,2258
1689,52.351981,4.935917,3120
1690,52.395394,4.763979,7200
1691,52.373781,4.860804,1440
1692,52.342496,4.949484,52800
1693,52.323371,4.96456,2258
1694,52.393158,4.925479,2258
1695,52.35947,4.815569,9120
1696,52.370877,4.941686,720
1697,52.345918,4.7867,2258
1698,52.321725,4.944438,3120
1699,52.344034,4.805524,2258
1700,52.304872,4.96629,2258
1701,52.370741,4.941497,2258
1702,52.39446,4.92977,2258
1703,52.322193,4.942306,2880
1704,52.379694,4.810403,2258
1705,52.367659,4.850555,1440
1706,52.355797,4.998086,2258
1707,52.3458,4.786585,2258
1708,52.360113,4.990796,2258
1709,52.42245,4.890289,3840
1710,52.361852,4.823246,2258
1711,52.306648,5.019248,2258
1712,52.390546,4.940461,2258
1713,52.32599,4.983634,2258
1714,52.380409,4.811407,2258
1715,52.353352,4.778277,2258
1716,52.295321,4.969737,2258
1717,52.395576,4.93731,14400
1718,52.355395,4.81477,2258
1719,52.369269,4.833092,2258
1720,52.407147,4.928919,2258
1721,52.409841,4.890519,2258
1722,52.303344,4.968841,2258
1723,52.310064,4.972986,2258
1724,52.350087,4.885125,3600
1725,52.401871,4.908329,2258
1726,52.370704,4.941204,2258
1727,52.381541,4.800274,4560
1728,52.360128,4.981871,2258
1729,52.349374,4.789516,2258
1730,52.40755,4.928665,2258
1731,52.416982,4.90477,20160
1732,52.422151,4.881237,38880
1733,52.348976,4.91882,104400
1734,52.397912,4.852746,13440
1735,52.402129,4.919082,2258
1736,52.353668,4.861013,2258
1737,52.361962,4.934891,12960
1738,52.381423,4.867631,9600
1739,52.301229,4.967996,2258
1740,52.352859,4.771576,2258
1741,52.354851,4.920417,1440
1742,52.357964,4.907775,1440
1743,52.351503,4.998769,1920
1744,52.323594,4.870947,2258
1745,52.367435,4.831089,2258
1746,52.42033,4.905969,2258
1747,52.347638,4.814767,2258
1748,52.348771,4.91712,2258
1749,52.382831,4.856614,1680
1750,52.340657,4.793198,2258
1751,52.35162,4.921464,2258
1752,52.354237,4.912967,54480
1753,52.40307,4.961098,44400
1754,52.385851,4.916331,1200
1755,52.373391,4.943335,2258
1756,52.381553,4.870494,5520
1757,52.420331,4.89953,2258
1758,52.381087,4.792261,2258
1759,52.347818,4.937691,0
1760,52.360736,4.824757,2258
1761,52.354864,4.778668,2258
1762,52.342368,4.804739,2258
1763,52.35032,4.815466,2258
1764,52.409234,4.929544,2258
1765,52.351576,4.99918,2258
1766,52.346745,4.81968,2258
1767,52.35943,4.940084,8640
1768,52.420299,4.900471,2258
1769,52.341733,4.869298,2258
1770,52.343197,4.863133,2258
1771,52.30543,4.969071,2258
1772,52.39044,4.936334,1440
1773,52.359466,4.820399,2258
1774,52.326653,4.977643,2258
1775,52.308714,4.98033,66960
1776,52.352336,4.997852,2258
1777,52.360339,4.82438,720
1778,52.352075,4.995212,2258
1779,52.348481,4.875208,2258
1780,52.380852,4.799094,4560
1781,52.361104,4.82647,2258
1782,52.353189,4.808487,2258
1783,52.379708,4.794982,2640
1784,52.35183,4.804395,2258
1785,52.342708,4.802621,2258
1786,52.352381,4.823601,2258
1787,52.360659,4.981969,2258
1788,52.29855,4.999495,2258
1789,52.346008,4.862571,1920
1790,52.378496,4.931565,1440
1791,52.352428,4.998468,2258
1792,52.3613,4.977588,2258
1793,52.361453,4.9356,14400
1794,52.326492,4.983233,2258
1795,52.351453,4.885066,3360
1796,52.350236,4.812943,2258
1797,52.324068,4.963248,2258
1798,52.354996,4.778064,2258
1799,52.32453,4.867122,1440
1800,52.352038,4.80652,2258
1801,52.343741,4.948327,2258
1802,52.299919,4.978827,960
1803,52.400021,4.948285,2258
1804,52.420524,4.896118,2258
1805,52.317603,4.952721,2258
1806,52.363281,4.93661,1440
1807,52.394345,4.903062,6000
1808,52.367513,4.864167,480
1809,52.408589,4.929918,2258
1810,52.350602,4.79967,2258
1811,52.409231,4.926385,720
1812,52.355371,4.882834,1440
