volgnr,lat,lon,kwp
1813,52.351615,4.781237,1920
1814,52.351208,4.938288,1920
1815,52.324641,4.965252,2258
1816,52.319388,4.966519,2258
1817,52.348977,4.814735,2258
1818,52.340274,4.916006,720
1819,52.337253,4.872476,2400
1820,52.351211,4.885303,3840
1821,52.392015,4.994918,2258
1822,52.409479,4.925412,2258
1823,52.383462,4.859118,6480
1824,52.419819,4.89955,2258
1825,52.32595,4.982461,2258
1826,52.416138,4.883261,2258
1827,52.351073,4.869733,7680
1828,52.350739,4.789365,2258
1829,52.355152,4.993277,2258
1830,52.361105,4.826734,2258
1831,52.360234,4.821196,2258
1832,52.362293,4.823299,2258
1833,52.370638,4.86764,2880
1834,52.352648,4.997262,2258
1835,52.374337,4.821472,2258
1836,52.345048,4.792494,2258
1837,52.356414,4.978616,18960
1838,52.402633,4.905602,2258
1839,52.352565,4.880312,4560
1840,52.354032,4.936219,1200
1841,52.409796,4.896927,2258
1842,52.355477,4.926384,1920
1843,52.385688,4.91385,720
1844,52.320888,4.944167,5280
1845,52.348651,4.934703,2258
1846,52.408828,4.917689,2258
1847,52.361636,4.981255,2258
1848,52.418174,4.798408,48000
1849,52.355853,4.877794,2880
1850,52.383224,4.815498,2258
1851,52.403394,4.918378,2258
1852,52.322564,4.942743,3360
1853,52.352188,4.784253,1440
1854,52.354782,4.939778,1440
1855,52.374113,4.821724,2258
1856,52.382064,4.856021,480
1857,52.369339,4.832709,2258
1858,52.3541,4.803705,2258
1859,52.394981,4.763985,4800
1860,52.410492,4.889292,2258
1861,52.304499,4.967525,2258
1862,52.32129,4.988928,2258
1863,52.350789,4.885308,3360
1864,52.358499,4.924738,8880
1865,52.330654,4.857794,2258
1866,52.360619,4.936093,2400
1867,52.378966,4.79229,2258
1868,52.346367,4.78326,2258
1869,52.365738,4.837291,10080
1870,52.354334,4.816589,2258
1871,52.346726,4.801072,2258
1872,52.380281,4.857188,3120
1873,52.339466,4.898613,2258
1874,52.410593,4.894082,2258
1875,52.352815,4.771709,2258
1876,52.348912,4.77825,2258
1877,52.29365,4.969885,2258
1878,52.380193,4.81141,2258
1879,52.298034,4.995615,2258
1880,52.32161,4.962113,2258
1881,52.348632,4.819539,2258
1882,52.35264,4.817623,2258
1883,52.352731,4.846655,1920
1884,52.408032,4.900709,2258
1885,52.410796,4.922018,16560
1886,52.362346,4.823048,2258
1887,52.353785,5.001377,11520
1888,52.353316,4.778249,1920
1889,52.327439,4.978736,1920
1890,52.342579,4.809403,2258
1891,52.38404,4.915278,720
1892,52.400945,4.912879,2258
1893,52.369438,4.832737,2258
1894,52.352623,4.79753,2258
1895,52.41339,4.883909,2258
1896,52.358294,4.994937,4800
1897,52.350377,4.831243,4560
1898,52.345745,4.800615,2258
1899,52.298797,4.995242,0
1900,52.383741,4.837553,2258
1901,52.356551,4.995173,2258
1902,52.380241,4.830869,8400
1903,52.342984,4.873877,2258
1904,52.361542,4.980023,2258
1905,52.349851,5.002218,2880
1906,52.35681,4.994686,2258
1907,52.370732,4.941438,2258
1908,52.381514,4.798586,4800
1909,52.321803,4.941283,3600
1910,52.352345,4.816071,2258
1911,52.36179,4.929798,1440
1912,52.30431,5.016042,2258
1913,52.361862,4.934451,11280
1914,52.351197,4.769985,0
1915,52.353106,4.777518,2258
1916,52.291625,4.979475,2258
1917,52.364398,4.987425,7200
1918,52.367989,4.836118,1920
1919,52.390637,4.830313,2258
1920,52.380526,4.849797,1200
1921,52.361179,4.943971,960
1922,52.348735,4.813006,2258
1923,52.362648,4.926295,28320
1924,52.299373,4.969201,2258
1925,52.402175,4.910309,720
1926,52.343234,4.824157,2258
1927,52.294247,4.994666,2258
1928,52.361315,4.825513,2258
1929,52.320324,4.944774,1920
1930,52.350319,4.815334,2258
1931,52.348262,4.784585,2258
1932,52.321394,4.944749,2880
1933,52.359463,4.819811,4320
1934,52.357788,4.931454,51600
1935,52.320479,4.96252,2258
1936,52.353338,4.910672,12480
1937,52.334715,4.851495,1440
1938,52.35032,4.81733,2258
1939,52.347742,5.008547,2640
1940,52.348518,4.935174,2258
1941,52.381158,4.856399,480
1942,52.343101,4.803922,2258
1943,52.31966,4.962249,2258
1944,52.372284,4.947957,3120
1945,52.383091,4.78868,2258
1946,52.321102,4.989061,2258
1947,52.373928,4.820478,2258
1948,52.389791,4.77531,9600
1949,52.338442,4.89858,2258
1950,52.323373,4.962389,2258
1951,52.328514,4.980486,2258
1952,52.380791,4.799579,1680
1953,52.407367,4.923274,2258
1954,52.384803,4.873908,720
1955,52.406987,4.922514,2258
1956,52.420945,4.902493,2258
1957,52.372378,4.951378,2258
1958,52.342572,4.806028,2258
1959,52.35148,4.864312,2258
1960,52.381422,4.849228,4800
1961,52.354316,4.82042,2258
1962,52.345835,4.802595,2258
1963,52.407404,4.966905,1920
1964,52.362583,4.858911,1440
1965,52.406325,4.909662,14880
1966,52.32893,4.981084,2258
1967,52.362283,4.872524,720
1968,52.336714,4.904556,2258
1969,52.344206,4.826214,2258
1970,52.338815,4.897505,8400
1971,52.372731,4.833504,2160
1972,52.348138,4.784997,2258
1973,52.323407,4.861224,2258
1974,52.357919,4.90779,1440
1975,52.347201,4.813569,2258
1976,52.361415,4.977132,2258
1977,52.352822,4.898745,33840
1978,52.300674,4.9976,2258
1979,52.341825,4.910575,1440
1980,52.416618,4.875774,2258
1981,52.408455,4.93255,2258
1982,52.351692,4.921624,2258
1983,52.344018,4.947899,2258
1984,52.389071,4.954813,2258
1985,52.381674,4.84921,3120
1986,52.348135,4.81344,2258
1987,52.362546,4.932389,4320
1988,52.344995,4.805365,2258
1989,52.330974,4.862983,2258
1990,52.355661,4.992318,2258
1991,52.347238,4.806466,1920
1992,52.315937,4.969133,2258
1993,52.299879,4.993722,2258
1994,52.391695,4.954728,17040
1995,52.299926,4.996859,2258
1996,52.409473,4.926118,2258
1997,52.34875,4.781599,5040
1998,52.364842,4.830108,3360
1999,52.350205,4.936698,2258
2000,52.380923,4.858179,10800
2001,52.380827,4.858753,6240
2002,52.36492,4.94226,960
2003,52.345274,4.886207,2258
2004,52.381813,4.8703,3360
2005,52.407997,4.930409,2258
2006,52.346917,5.006265,2258
2007,52.352097,4.999028,2258
2008,52.381539,4.849212,4080
2009,52.343757,4.796679,2258
2010,52.40807,4.923546,2258
2011,52.38433,4.866407,85440
2012,52.361315,4.825601,2258
2013,52.326858,4.977128,2258
2014,52.346027,4.862747,1440
2015,52.394982,4.764161,5280
2016,52.348969,4.813003,2258
2017,52.381972,4.853584,2400
2018,52.348484,4.789469,2258
2019,52.338434,4.8988,2258
2020,52.293055,4.9669,2258
2021,52.373885,4.943345,2258
2022,52.354359,4.812508,2258
2023,52.323619,4.87256,2258
2024,52.366386,4.94963,960
2025,52.388557,4.88801,5280
2026,52.393108,4.903884,2258
2027,52.321308,4.965621,2880
2028,52.362198,4.979885,2258
2029,52.34793,4.815644,2258
2030,52.345071,4.8008,2258
2031,52.328559,4.980589,2258
2032,52.299926,4.997035,2258
2033,52.345223,4.886736,2258
2034,52.300383,4.996694,2258
2035,52.340899,4.802234,2258
2036,52.350229,4.884566,2400
2037,52.299085,4.969057,2258
2038,52.350889,4.799505,2258
2039,52.300934,4.997525,2258
2040,52.405911,4.913928,2258
2041,52.328002,4.980506,2258
2042,52.423289,4.891206,2258
2043,52.32574,4.98412,2258
2044,52.36538,4.835636,10800
2045,52.407636,4.934616,2258
2046,52.379619,4.855903,1440
2047,52.395637,4.763975,7200
2048,52.390402,4.938112,2160
2049,52.378644,4.845003,13440
2050,52.344593,4.82075,2258
2051,52.409124,4.931294,2258
2052,52.402009,4.920406,2258
2053,52.321388,4.962892,2258
2054,52.330851,4.865875,2258
2055,52.347256,4.862366,1440
2056,52.343845,4.807288,2258
2057,52.365517,4.926735,10560
2058,52.374463,4.821558,2258
2059,52.297736,4.99509,2258
2060,52.30109,4.990267,2258
2061,52.298553,4.992254,2258
2062,52.366353,4.952964,3600
2063,52.36177,4.872295,1920
2064,52.35395,4.940741,0
2065,52.352266,4.87763,720
2066,52.407095,4.922601,2258
2067,52.364491,4.828233,3840
2068,52.423685,4.891364,2258
2069,52.374376,4.820296,0
2070,52.318573,4.967495,2258
2071,52.344783,4.793481,2258
2072,52.352752,4.773383,2258
2073,52.382019,4.870209,10080
2074,52.408794,4.931915,2258
2075,52.382259,4.869707,2160
2076,52.326677,4.864897,2258
2077,52.34339,4.808027,2258
2078,52.298547,4.998484,2258
2079,52.301091,4.990428,2258
2080,52.352646,4.772123,2258
2081,52.417941,4.904172,2258
2082,52.3457,4.784605,2258
2083,52.346986,4.808098,2258
2084,52.372381,4.81668,2258
2085,52.402232,4.920051,2258
2086,52.379,4.85406,2400
2087,52.40862,4.928669,2258
2088,52.413611,4.880761,2258
2089,52.380446,4.830412,8400
2090,52.373808,4.819922,2258
2091,52.395639,4.764445,5760
2092,52.417802,4.903086,2258
2093,52.361956,4.977567,2258
2094,52.322222,4.980163,2258
2095,52.407318,4.924288,2258
2096,52.368698,4.832189,2258
2097,52.300189,4.97126,2258
2098,52.38246,4.791773,2258
2099,52.407279,4.93534,2258
2100,52.358994,4.819465,2258
2101,52.298555,4.992855,2258
2102,52.407585,4.901272,2258
2103,52.402031,4.91466,2258
2104,52.373054,4.805174,2258
2105,52.343518,4.802816,2258
2106,52.34965,4.778343,2258
2107,52.395394,4.763891,7200
2108,52.295484,4.97,2258
2109,52.379436,4.796322,1440
2110,52.352175,4.881447,7200
2111,52.385039,4.929265,37920
2112,52.401663,4.908008,1440
2113,52.354753,4.902672,4080
2114,52.297604,4.990532,2258
2115,52.372694,4.814385,2258
2116,52.344758,4.808376,2258
2117,52.351354,4.884891,7680
2118,52.373917,4.796307,2258
2119,52.384578,4.879947,720
2120,52.3573,4.988047,2258
2121,52.380402,4.872387,29520
2122,52.408937,4.931664,2258
2123,52.406451,4.909808,12720
2124,52.346184,4.863714,3360
2125,52.351095,4.7994,2258
2126,52.344449,4.826401,2258
2127,52.401975,4.907461,2258
2128,52.362758,4.926808,5520
2129,52.348093,4.79216,2258
2130,52.358804,4.780977,2880
2131,52.343873,4.803897,2258
2132,52.35697,4.991338,2258
2133,52.321555,4.944601,2880
2134,52.387939,4.949859,2258
2135,52.326352,4.978995,2258
2136,52.395152,4.764173,7200
2137,52.360524,4.837003,6240
2138,52.410405,4.881504,15600
2139,52.304721,4.966878,2258
2140,52.353076,4.826146,3840
2141,52.349715,4.935529,2258
2142,52.383819,4.91174,2258
2143,52.344703,4.8044,2258
2144,52.289668,4.969732,2258
2145,52.342892,4.790894,2258
2146,52.353086,4.996348,2258
2147,52.352705,4.82364,2258
2148,52.323327,4.942676,5760
2149,52.361805,4.980666,2258
2150,52.402117,4.906901,2258
2151,52.359738,4.991504,2258
2152,52.321551,4.981181,2258
2153,52.343952,4.792685,2258
2154,52.324826,4.966776,2258
2155,52.328364,4.981207,2258
2156,52.374224,4.947527,2258
2157,52.35273,4.846479,960
2158,52.318017,4.991274,2258
2159,52.346228,4.875791,2258
2160,52.300178,4.99155,2258
2161,52.383588,4.835366,2258
2162,52.407404,4.935089,2258
2163,52.368213,4.832195,2258
2164,52.347069,4.781651,2258
2165,52.323632,4.88406,2258
2166,52.35528,4.820892,2258
2167,52.347299,4.924415,2258
2168,52.341762,4.869812,2258
2169,52.348773,4.815178,2258
2170,52.338946,4.898912,2258
2171,52.412188,4.890787,2258
2172,52.422593,4.885863,2258
2173,52.318557,4.955352,2160
2174,52.352557,4.876276,3840
2175,52.351455,4.781635,2258
2176,52.338874,4.894393,2258
2177,52.36079,4.824756,2258
2178,52.353013,4.871515,2258
2179,52.403902,4.917447,2258
2180,52.40602,4.909827,6000
2181,52.369503,4.833133,2258
2182,52.391293,4.933622,1200
2183,52.372918,4.864926,720
2184,52.351667,4.940734,1440
2185,52.357363,4.987944,2258
2186,52.352261,4.820989,2258
2187,52.353307,4.998093,15600
2188,52.40752,4.911942,6480
2189,52.32901,4.980981,2258
2190,52.343454,4.813662,2258
2191,52.323241,4.978657,2258
2192,52.389613,4.958024,2258
2193,52.406198,4.909502,12720
2194,52.38294,4.835359,2258
2195,52.349384,4.77911,2258
2196,52.303773,4.968001,2258
2197,52.292077,4.977624,2258
2198,52.380217,4.857086,720
2199,52.385704,4.922428,2258
2200,52.327141,4.978357,2258
2201,52.348094,4.785247,2258
2202,52.351979,4.879908,6720
2203,52.320378,4.961758,2258
2204,52.344108,4.950334,19200
2205,52.349415,4.778097,2258
2206,52.347568,4.93809,2258
2207,52.327276,4.981246,2258
2208,52.365048,4.830105,6480
2209,52.296581,4.996332,2258
2210,52.293003,4.993549,2258
2211,52.383683,4.834733,480
2212,52.41907,4.896722,2258
2213,52.360641,4.836958,6720
2214,52.320771,4.989548,2258
2215,52.360228,4.83711,25680
2216,52.341879,4.869796,2258
2217,52.327568,4.982505,2258
2218,52.346393,4.782952,4320
2219,52.373407,4.942806,12240
2220,52.36904,4.832287,2258
2221,52.351771,5.000969,1920
2222,52.381101,4.912827,5760
2223,52.345169,4.886736,2258
2224,52.374777,4.819601,0
2225,52.381169,4.829433,2400
2226,52.296634,4.980309,2258
2227,52.353403,4.779466,2258
2228,52.405792,4.908904,2258
2229,52.352215,4.880463,6720
2230,52.303963,4.968557,2258
2231,52.373664,4.819894,2258
2232,52.323806,4.9783,2258
2233,52.386918,4.948429,2258
2234,52.350441,4.787212,2258
2235,52.380866,4.800063,5760
2236,52.357553,4.921768,2258
2237,52.36034,4.824615,2258
2238,52.365934,4.934513,720
2239,52.326633,4.979756,2258
2240,52.353723,4.801977,2258
2241,52.364525,4.942279,720
2242,52.379106,4.796752,2258
2243,52.377556,4.850817,1440
2244,52.422419,4.88932,2258
2245,52.38389,4.856395,1680
2246,52.35049,4.774046,2258
2247,52.340946,4.904466,2160
2248,52.344745,4.807525,2258
2249,52.320018,4.961805,2258
2250,52.340804,4.900476,49920
2251,52.361807,4.934129,14400
2252,52.361726,4.929505,1440
2253,52.30555,5.015973,2258
2254,52.346077,4.893345,2258
2255,52.304981,5.01501,2258
2256,52.362122,4.9762,2258
2257,52.387248,4.955256,2258
2258,52.351959,4.771207,2258
2259,52.349537,4.8078,2258
2260,52.368429,4.83228,2258
2261,52.353512,4.779582,2258
2262,52.382051,4.869342,1440
2263,52.289251,4.971392,2258
2264,52.347498,4.7794,2258
2265,52.373829,4.942817,2258
2266,52.370676,4.936212,34560
2267,52.355428,4.998016,2258
2268,52.320158,4.963168,2258
2269,52.383359,4.856255,1440
2270,52.363603,4.855786,720
2271,52.32368,4.88689,2258
2272,52.413946,4.881375,2258
2273,52.382361,4.870308,1200
2274,52.348582,4.81474,2258
2275,52.34857,4.934572,2258
2276,52.323471,4.964838,2258
2277,52.344831,4.833059,10080
2278,52.323407,4.859288,2258
2279,52.381737,4.875573,2880
2280,52.407015,4.911345,11520
2281,52.379684,4.810168,2258
2282,52.381451,4.869893,2640
2283,52.32707,4.981336,2258
2284,52.407739,4.901652,2258
2285,52.408468,4.886801,9840
2286,52.323702,4.879365,2258
2287,52.299317,4.971122,2258
2288,52.343674,4.80729,2258
2289,52.381728,4.871476,3840
2290,52.38179,4.875529,2258
2291,52.420886,4.903346,0
2292,52.381559,4.872021,720
2293,52.402147,4.919008,2258
2294,52.409479,4.925515,2258
2295,52.354755,4.995482,2258
2296,52.347469,4.924031,2258
2297,52.355754,4.935365,720
2298,52.373489,4.861894,960
2299,52.316638,4.961486,720
2300,52.352419,4.796329,2258
2301,52.338953,4.898383,2258
2302,52.41751,4.904265,2258
2303,52.298027,4.996158,2258
2304,52.41589,4.892774,2258
2305,52.356602,4.908685,2880
2306,52.347828,4.923983,2258
2307,52.402077,4.919494,2258
2308,52.372379,4.81621,2258
2309,52.369224,4.866966,1440
2310,52.359188,4.940321,8160
2311,52.361706,4.936038,26160
2312,52.394123,4.930905,2258
2313,52.363282,4.981563,2258
2314,52.350325,4.782091,9120
2315,52.416805,4.905404,2258
2316,52.348449,4.908391,1200
2317,52.345802,4.883398,2258
2318,52.416109,4.90012,2258
2319,52.324493,4.887952,1920
2320,52.36152,4.963639,2258
2321,52.37735,4.850937,1920
2322,52.342714,4.824295,2258
2323,52.349573,4.807961,2258
2324,52.39065,4.949156,2258
2325,52.349541,4.778227,2258
2326,52.359169,4.940174,1440
2327,52.421038,4.894392,28800
2328,52.347182,4.809563,2258
2329,52.39498,4.763794,5040
2330,52.339971,4.898856,2258
2331,52.403916,4.898638,2258
2332,52.335176,4.828792,4800
2333,52.305764,4.935095,14640
2334,52.398849,4.914474,2258
2335,52.358978,4.907294,12720
2336,52.361903,4.935684,13440
2337,52.343259,4.808689,2258
2338,52.380851,4.798859,6240
2339,52.390706,4.954562,2258
2340,52.320731,4.945357,2880
2341,52.372173,4.949559,2258
2342,52.327238,4.980542,2258
2343,52.348936,4.85012,2400
2344,52.396589,4.936609,14400
2345,52.309957,4.950963,4320
2346,52.373556,4.9442,24480
2347,52.380293,4.830413,7680
2348,52.31817,4.99117,2258
2349,52.326423,4.981415,2258
2350,52.360427,4.979945,2258
2351,52.340629,4.79314,2258
2352,52.375307,4.793851,2258
2353,52.344591,4.816597,2258
2354,52.342419,4.950453,2258
2355,52.352211,4.87948,4560
2356,52.372749,4.9376,2258
2357,52.350047,4.775153,2400
2358,52.343243,4.807296,2258
2359,52.348929,4.790431,0
2360,52.346209,4.93059,2258
2361,52.383329,4.912685,1200
2362,52.331492,4.874714,28560
2363,52.368033,4.853795,2400
2364,52.330904,4.867503,2258
2365,52.353343,4.937107,1200
2366,52.34425,4.796423,2258
2367,52.381548,4.87562,2258
2368,52.324053,4.88363,2258
2369,52.361835,4.929886,3840
2370,52.343656,4.82399,2258
2371,52.342742,4.928923,17280
2372,52.326724,4.980107,2258
2373,52.353503,4.860369,2258
2374,52.347067,4.924667,2258
2375,52.352812,5.000622,36720
2376,52.300967,4.993625,2258
2377,52.39104,4.926397,2258
2378,52.328705,4.858125,2258
2379,52.338685,4.898724,2258
2380,52.348826,4.81889,2258
2381,52.339711,4.899035,2258
2382,52.353445,4.777146,2880
2383,52.346237,4.78244,2258
2384,52.352789,4.771783,2258
2385,52.342557,4.925198,2258
2386,52.304671,4.968022,2258
2387,52.3613,4.824354,2258
2388,52.344275,4.801485,2258
2389,52.305851,5.014475,2258
2390,52.365769,4.851914,960
2391,52.357487,4.987605,2258
2392,52.395223,4.763981,5520
2393,52.36501,4.835391,10800
2394,52.37459,4.946818,2258
2395,52.354595,4.820358,2258
2396,52.354467,4.780024,2258
2397,52.305745,5.006529,2258
2398,52.383142,4.870035,4320
2399,52.349589,4.851375,2258
2400,52.386643,4.909845,1440
2401,52.34755,4.906141,960
2402,52.290445,4.991812,2258
2403,52.349498,4.82032,2258
2404,52.353256,4.841526,1200
2405,52.393969,4.851295,150960
2406,52.346598,4.863958,1440
2407,52.385167,4.879,960
2408,52.40653,4.966281,2258
2409,52.341179,4.802553,2258
2410,52.351828,4.778988,2258
2411,52.381514,4.798424,1680
2412,52.349013,4.939968,2258
2413,52.353983,4.942296,1440
2414,52.422875,4.899693,2258
2415,52.38283,4.856437,1680
2416,52.390084,4.916403,10080
2417,52.397258,4.937763,109920
2418,52.299494,4.970285,2880
2419,52.30541,5.014112,2258
2420,52.351306,5.007328,2258
2421,52.319914,4.980653,0
2422,52.343162,4.790993,2258
2423,52.349459,4.900381,4560
2424,52.381419,4.830884,2258
2425,52.388576,4.888274,5760
2426,52.351279,4.847421,1440
2427,52.383564,4.836174,2258
2428,52.362209,4.935798,6240
2429,52.348297,4.784511,2258
2430,52.328565,4.979562,2258
2431,52.353367,4.779422,2258
2432,52.344879,4.826073,8400
2433,52.347057,4.808053,2258
2434,52.353457,4.994584,2258
2435,52.410628,4.89392,2258
2436,52.349518,4.807713,2258
2437,52.409507,4.890229,2258
2438,52.343207,4.807296,1440
2439,52.354198,5.001094,11520
2440,52.360327,4.852933,2258
2441,52.304122,4.970139,2258
2442,52.298018,4.990734,2258
2443,52.358669,4.94338,2160
2444,52.355851,4.932472,1920
2445,52.373164,4.845481,22320
2446,52.343174,4.893157,960
2447,52.321843,4.961891,2258
2448,52.367731,4.83107,2258
2449,52.354044,4.927691,12960
2450,52.383181,4.836884,2258
2451,52.374449,4.822351,2258
2452,52.344474,4.805372,8640
2453,52.346086,4.893242,2258
2454,52.327274,4.980498,2258
2455,52.420652,4.896631,2258
2456,52.298031,4.994692,2258
2457,52.351384,4.860908,1920
2458,52.356627,4.999238,2258
2459,52.353256,4.942758,720
2460,52.347001,4.815025,2258
2461,52.331922,4.859994,2258
2462,52.383885,4.831632,2258
2463,52.350408,4.884476,3360
2464,52.325461,4.98383,2258
2465,52.40388,4.898594,2258
2466,52.353548,4.936782,2400
2467,52.349661,4.935618,2258
2468,52.350038,5.004286,1440
2469,52.365738,4.835368,11280
2470,52.352001,4.994509,2258
2471,52.364509,4.830127,1440
2472,52.352152,4.901732,5760
2473,52.341894,4.869282,2258
2474,52.348138,4.792203,2258
2475,52.353661,4.87393,2258
2476,52.417171,4.891701,25440
2477,52.377242,4.850997,1440
2478,52.347698,4.874908,3360
2479,52.377881,4.794507,2258
2480,52.343446,4.948814,2258
2481,52.378278,4.839794,48960
2482,52.362003,4.82662,2258
2483,52.352549,4.784703,2258
2484,52.353261,5.000603,11520
2485,52.383468,4.829008,2258
2486,52.324583,4.879443,2258
2487,52.405922,4.910034,9120
2488,52.299512,4.994165,2258
2489,52.351313,4.769705,0
2490,52.323691,4.891569,2258
2491,52.380706,4.830394,5280
2492,52.380955,4.849249,2160
2493,52.339198,4.898938,2258
2494,52.326579,4.9798,2258
2495,52.367721,4.830733,2258
2496,52.352194,4.863027,960
2497,52.346405,4.930235,2258
2498,52.399795,4.948052,2258
2499,52.420268,4.895136,4800
2500,52.306923,4.961828,2258
2501,52.355565,4.990602,2258
2502,52.353121,4.855251,2880
2503,52.343482,4.948755,2258
2504,52.316344,4.985584,2258
2505,52.374929,4.846311,720
2506,52.348549,4.880505,2258
2507,52.403634,4.92008,35760
2508,52.322083,4.966127,2258
2509,52.373717,4.948795,2258
2510,52.374043,4.822063,2258
2511,52.371394,4.940595,2160
2512,52.374605,4.868298,720
2513,52.300864,4.992394,2258
2514,52.383117,4.806437,2258
2515,52.352517,4.87544,3600
2516,52.289096,4.970631,2258
2517,52.420962,4.897686,2258
2518,52.405624,4.93036,2258
2519,52.353386,4.866462,480
2520,52.352748,4.936584,2400
2521,52.341853,4.836251,7440
2522,52.301097,4.995046,0
2523,52.400614,4.906609,28800
2524,52.363302,4.944449,5760
2525,52.325143,4.982879,2258
2526,52.345043,4.867924,2880
2527,52.361162,4.976591,2258
2528,52.382748,4.788244,2258
2529,52.349316,4.774678,2258
2530,52.375245,4.872784,1680
2531,52.352928,4.939004,0
2532,52.321655,4.962083,2258
2533,52.370173,4.779148,2258
2534,52.339379,4.894931,2258
2535,52.349901,4.90748,2880
2536,52.350272,4.935626,2258
2537,52.360574,4.824759,2258
2538,52.351428,4.846685,720
2539,52.407363,4.929049,2258
2540,52.316581,4.991683,2258
2541,52.362971,4.824024,2258
2542,52.352302,4.831601,4320
2543,52.346745,4.819621,2258
2544,52.343814,4.80651,2258
2545,52.374678,4.821409,2258
2546,52.30091,4.990063,2258
2547,52.351522,4.809463,2258
2548,52.406594,4.914112,2258
2549,52.383548,4.836556,2258
2550,52.381425,4.849757,3840
2551,52.354502,4.989936,2258
2552,52.35661,4.908582,1680
2553,52.407972,4.901356,720
2554,52.410439,4.88941,2258
2555,52.32051,4.989492,2258
2556,52.381023,4.868546,1440
2557,52.316707,4.989057,2258
2558,52.389745,4.775149,20400
2559,52.352057,4.934463,960
2560,52.401698,4.91005,1440
2561,52.383688,4.829842,2258
2562,52.28951,4.973324,2258
2563,52.380724,4.849795,3600
2564,52.298544,4.997472,2258
2565,52.351061,4.807135,2258
2566,52.405842,4.914811,2258
2567,52.344715,4.790547,2258
2568,52.350595,4.841324,21600
2569,52.35021,4.935729,2258
2570,52.292262,4.992177,3840
2571,52.371082,4.836388,21600
2572,52.324685,4.861547,2258
2573,52.365817,4.951324,67440
2574,52.344043,4.792772,2258
2575,52.303018,4.967964,2258
2576,52.406578,4.909968,16320
2577,52.352061,4.999102,2258
2578,52.3234,4.942895,720
2579,52.29387,4.965998,2258
2580,52.350726,4.99744,2258
2581,52.390551,4.95399,2258
2582,52.320622,4.962401,2258
2583,52.347834,4.923338,2258
2584,52.297274,4.980625,2258
2585,52.363285,4.985057,2258
2586,52.382203,4.799766,5520
2587,52.360541,4.825229,2258
2588,52.358051,4.918108,3840
2589,52.328746,4.979942,2258
2590,52.349256,4.820309,2258
2591,52.352248,4.803611,2258
2592,52.420665,4.904186,2258
2593,52.351473,4.881264,8160
2594,52.380596,4.849268,4080
2595,52.300405,4.992472,2258
2596,52.343996,4.808665,2258
2597,52.317631,4.952779,2258
2598,52.342758,4.805482,2400
2599,52.37359,4.948737,2258
2600,52.301688,4.968138,2258
2601,52.369117,4.944406,13440
2602,52.422807,4.892005,2258
2603,52.358291,4.929144,12000
2604,52.394832,4.947279,720
2605,52.349407,4.790689,2258
2606,52.350306,4.877462,1440
2607,52.381463,4.913616,17280
2608,52.352452,4.881018,8640
2609,52.300543,4.990521,2258
2610,52.411413,4.888091,2258
2611,52.29803,4.994369,2258
2612,52.343935,4.807272,2258
2613,52.293973,4.99335,1680
2614,52.346174,4.785787,2258
2615,52.391433,4.928024,2258
2616,52.380309,4.761503,2258
2617,52.351577,4.770376,2258
2618,52.361793,4.935201,10560
2619,52.303307,5.019833,2258
2620,52.353788,4.991205,2258
2621,52.354195,4.878929,3600
2622,52.383239,4.796536,2258
2623,52.324881,4.863231,2258
2624,52.332858,4.915689,960
2625,52.407418,4.910973,15120
2626,52.417059,4.897317,2258
2627,52.35617,4.991389,1440
2628,52.360357,4.837783,2258
2629,52.303723,4.969175,2258
2630,52.370723,4.94138,2258
2631,52.382303,4.825909,2258
2632,52.39131,4.933416,7680
2633,52.323347,4.87205,2258
2634,52.382202,4.799605,1680
2635,52.361826,4.976526,2258
2636,52.303793,4.966036,2258
2637,52.301106,4.995134,0
2638,52.353176,4.787703,3120
2639,52.347019,4.78061,2258
2640,52.326656,4.983745,2258
2641,52.352086,4.823971,2258
2642,52.379847,4.819801,23760
2643,52.395636,4.763887,7200
2644,52.358881,4.939825,720
2645,52.327099,4.979194,2258
2646,52.355439,4.935251,1920
2647,52.390456,4.886549,2258
2648,52.422827,4.892373,2258
2649,52.372185,4.857534,15840
2650,52.394068,4.930861,2258
2651,52.346791,4.930187,2258
2652,52.348612,4.782789,2258
2653,52.316778,4.991549,2258
2654,52.406517,4.910424,8400
2655,52.372397,4.810513,720
2656,52.40767,4.911279,14880
2657,52.402029,4.90749,2258
2658,52.357668,4.783914,2258
2659,52.353798,4.941109,2258
2660,52.327179,4.98157,2258
2661,52.353467,4.810156,2258
2662,52.34862,4.876101,1
2663,52.367582,4.83558,11280
2664,52.299058,4.968984,2258
2665,52.300946,4.998258,2258
2666,52.365802,4.949842,20160
2667,52.360628,4.824758,2258
2668,52.37482,4.948167,17520
2669,52.361289,4.821975,2258
2670,52.390102,4.954083,2258
2671,52.342381,4.805619,2258
2672,52.318047,4.989499,2258
2673,52.348184,4.792261,2258
2674,52.29948,4.99248,2258
2675,52.36486,4.832046,1920
2676,52.335717,4.887371,39120
2677,52.372407,4.855123,720
2678,52.351649,4.787988,2258
2679,52.349078,4.780787,2258
2680,52.379237,4.792433,2258
2681,52.318075,4.989631,2258
2682,52.39498,4.763882,5280
2683,52.376751,4.851781,1440
2684,52.383539,4.832561,2258
2685,52.372788,4.940816,1440
2686,52.347785,4.924571,2258
2687,52.357134,4.898169,2880
2688,52.350477,4.773151,2258
2689,52.351925,4.780455,1920
