MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,"Aantal Aansluitingen",%Leveringsrichting,"%Fysieke status","%Defintieve aansl (NRM)","%Soort aansluiting","Soort aansluiting Naam",SJV,"%SJV laag tarief","%Slimme Meter","Gemiddeld aantal telwielen"
"Liander N.V.","Liander N.V. (NW)",,Maanstraat,1033VB,1033VB,AMSTERDAM,NL,ELK,KVB,20,100,65,100,60,1x35,2841,5,5,1
,"Liander N.V. (NW)",,Maanstraat,1033VC,1033VC,AMSTERDAM,NL,ELK,KVB,16,100,68.75,100,50,1x25,2856,18.75,18.75,1
,"GAS Liander",,Maanstraat,1033VC,1033VC,AMSTERDAM,NL,GAS,KVB,11,100,100,100,100,G4,1585,0,27.27,
,"GAS Liander",,Maanstraat,1033VD,1033VD,AMSTERDAM,NL,GAS,KVB,20,100,100,100,100,G4,1077,0,15,
,"Liander N.V. (NW)",,Maanstraat,1033VD,1033VD,AMSTERDAM,NL,ELK,KVB,20,100,100,100,100,1x25,2750,15,15,1
,"Liander N.V. (NW)",,Maanstraat,1033VE,1033VE,AMSTERDAM,NL,ELK,KVB,24,100,91.67,100,88,1x25,2534,8.33,8.33,1
,"GAS Liander",,Maanstraat,1033VE,1033VE,AMSTERDAM,NL,GAS,KVB,22,100,100,100,100,G4,1098,0,9.09,
,"Liander N.V. (NW)",,Orionplantsoen,1033VG,1033VG,AMSTERDAM,NL,ELK,KVB,10,100,100,100,80,1x35,4243,0,0,1
,"GAS Liander",,Orionplantsoen,1033VG,1033VG,AMSTERDAM,NL,GAS,KVB,10,100,100,100,100,G4,1673,0,0,
,"GAS Liander",,Orionplantsoen,1033VH,1033VH,AMSTERDAM,NL,GAS,KVB,14,100,92.86,100,93,G4,1750,0,0,
"Liander N.V.","Liander N.V. (NW)",,Orionplantsoen,1033VH,1033VH,AMSTERDAM,NL,ELK,KVB,16,100,87.5,100,81,1x35,3826,0,0,1
,"GAS Liander",,Orionplantsoen,1033VJ,1033VJ,AMSTERDAM,NL,GAS,KVB,21,100,71.43,100,71,G4,1926,0,4.76,
"Liander N.V.","Liander N.V. (NW)",,Orionplantsoen,1033VJ,1033VJ,AMSTERDAM,NL,ELK,KVB,24,100,66.67,100,33,1x35,3521,4.17,4.17,1
,"Liander N.V. (NW)",,Plejadenplein,1033VK,1033VK,AMSTERDAM,NL,ELK,KVB,17,100,100,100,82,1x25,2618,5.88,0,1.1
,"GAS Liander",,Plejadenplein,1033VK,1033VK,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1513,0,0,
"Liander N.V.","Liander N.V. (NW)",,Plejadenplein,1033VL,1033VL,AMSTERDAM,NL,ELK,KVB,21,100,90.48,100,62,1x35,8633,23.81,9.52,1.2
,"GAS Liander",,Plejadenplein,1033VL,1033VL,AMSTERDAM,NL,GAS,KVB,17,100,100,100,88,G4,2492,0,5.88,
,"Liander N.V. (NW)",,Mercuriusstraat,1033VM,1033VM,AMSTERDAM,NL,ELK,KVB,18,100,100,100,72,1x25,1807,11.11,0,1.1
,"GAS Liander",,Mercuriusstraat,1033VM,1033VM,AMSTERDAM,NL,GAS,KVB,17,100,100,100,94,G4,1003,0,0,
,"GAS Liander",,Mercuriusstraat,1033VN,1033VP,AMSTERDAM,NL,GAS,KVB,32,100,100,100,100,G4,1288,0,15.63,
,"Liander N.V. (NW)",,Mercuriusstraat,1033VN,1033VP,AMSTERDAM,NL,ELK,KVB,32,100,100,100,88,1x25,2367,21.88,21.88,1
,"GAS Liander",,Jupiterstraat,1033VR,1033VR,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,1189,0,25,
,"Liander N.V. (NW)",,Jupiterstraat,1033VR,1033VR,AMSTERDAM,NL,ELK,KVB,12,91.67,100,100,83,1x25,2548,41.67,41.67,1.1
,"Liander N.V. (NW)",,Saturnusstraat,1033VS,1033VS,AMSTERDAM,NL,ELK,KVB,10,100,100,100,100,1x25,2745,0,0,1
,"GAS Liander",,Saturnusstraat,1033VS,1033VS,AMSTERDAM,NL,GAS,KVB,10,100,100,100,100,G4,1426,0,0,
,"GAS Liander",,Saturnusstraat,1033VT,1033VT,AMSTERDAM,NL,GAS,KVB,14,100,100,100,100,G4,2665,0,7.14,
,"Liander N.V. (NW)",,Saturnusstraat,1033VT,1033VT,AMSTERDAM,NL,ELK,KVB,14,100,100,100,100,1x25,2552,7.14,7.14,1
,"GAS Liander",,Uranusstraat,1033VV,1033VV,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1291,0,12.5,
,"Liander N.V. (NW)",,Uranusstraat,1033VV,1033VV,AMSTERDAM,NL,ELK,KVB,16,100,100,100,94,1x25,2366,12.5,12.5,1
,"GAS Liander",,Uranusstraat,1033VW,1033VW,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1201,0,6.25,
,"Liander N.V. (NW)",,Uranusstraat,1033VW,1033VW,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2283,12.5,12.5,1
,"Liander N.V. (NW)",,Neptunusstraat,1033VX,1033VX,AMSTERDAM,NL,ELK,KVB,10,100,100,100,90,1x25,2060,20,20,1
,"GAS Liander",,Neptunusstraat,1033VX,1033VX,AMSTERDAM,NL,GAS,KVB,10,100,100,100,100,G4,1166,0,20,
,"GAS Liander",,Neptunusstraat,1033VZ,1033VZ,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1203,0,0,
"Liander N.V.","Liander N.V. (NW)",,Neptunusstraat,1033VZ,1033VZ,AMSTERDAM,NL,ELK,KVB,19,78.95,84.21,100,68,1x25,2102,10.53,5.26,1.2
"Liander N.V.","GAS Liander",,"tt. Neveritaweg",1033WB,1033WD,AMSTERDAM,NL,GAS,KVB,40,100,80,100,65,G4,4881,0,10,
"Liander N.V.","Liander N.V. (NW)",,"tt. Neveritaweg",1033WB,1033WC,AMSTERDAM,NL,ELK,KVB,20,100,25,100,30,3x63,15612,35,5,1.7
,"Liander N.V. (NW)",,Reizigersweg,1033WD,1033WD,AMSTERDAM,NL,ELK,KVB,27,100,100,100,89,1x25,2633,11.11,11.11,1
,"GAS Liander",,Reizigersweg,1033WE,1033WE,AMSTERDAM,NL,GAS,KVB,26,100,100,100,100,G4,875,0,15.38,
,"Liander N.V. (NW)",,Reizigersweg,1033WE,1033WE,AMSTERDAM,NL,ELK,KVB,27,100,100,100,74,1x25,2592,18.52,14.81,1
,"Liander N.V. (NW)",,Marskramerstraat,1033WG,1033WG,AMSTERDAM,NL,ELK,KVB,53,100,100,100,85,1x35,2783,11.32,11.32,1
,"GAS Liander",,Marskramerstraat,1033WG,1033WG,AMSTERDAM,NL,GAS,KVB,50,100,100,100,100,G4,734,0,10,
,"Liander N.V. (NW)",,Marskramerstraat,1033WH,1033WH,AMSTERDAM,NL,ELK,KVB,28,100,100,100,89,1x25,1745,10.71,7.14,1
,"GAS Liander",,Marskramerstraat,1033WH,1033WH,AMSTERDAM,NL,GAS,KVB,26,100,100,100,100,G4,719,0,7.69,
,"Liander N.V. (NW)",,Marskramerstraat,1033WJ,1033WJ,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,93,1x25,1662,6.67,0,1
,"GAS Liander",,Marskramerstraat,1033WJ,1033WJ,AMSTERDAM,NL,GAS,KVB,14,100,100,100,100,G4,809,0,0,
,"GAS Liander",,Marskramerstraat,1033WK,1033WK,AMSTERDAM,NL,GAS,KVB,40,100,100,100,100,G4,657,0,7.5,
,"Liander N.V. (NW)",,Marskramerstraat,1033WK,1033WK,AMSTERDAM,NL,ELK,KVB,42,100,100,100,93,1x25,1803,7.14,7.14,1
,"GAS Liander",,Marskramerstraat,1033WL,1033WL,AMSTERDAM,NL,GAS,KVB,19,100,94.74,100,100,G4,892,0,73.68,
,"Liander N.V. (NW)",,Marskramerstraat,1033WL,1033WL,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,95,1x25,2315,73.68,68.42,1
,"GAS Liander",,Rollemanstraat,1033WN,1033WN,AMSTERDAM,NL,GAS,KVB,14,100,100,100,100,G4,1624,0,28.57,
,"Liander N.V. (NW)",,Rollemanstraat,1033WN,1033WN,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,80,1x25,1863,33.33,26.67,1.1
,"GAS Liander",,Platenwagenweg,1033WP,1033WP,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1117,0,18.75,
,"Liander N.V. (NW)",,Platenwagenweg,1033WP,1033WP,AMSTERDAM,NL,ELK,KVB,18,94.44,100,100,61,1x35,2996,16.67,16.67,1.1
,"Liander N.V. (NW)",,Markiespad,1033WR,1033WR,AMSTERDAM,NL,ELK,KVB,13,100,100,100,46,1x35,4212,76.92,69.23,1.3
,"GAS Liander",,Markiespad,1033WR,1033WR,AMSTERDAM,NL,GAS,KVB,13,100,100,100,100,G4,1085,0,69.23,
,"GAS Liander",,Kapkarpad,1033WS,1033WV,AMSTERDAM,NL,GAS,KVB,23,100,100,100,100,G4,1122,0,56.52,
,"Liander N.V. (NW)",,Kapkarpad,1033WS,1033WV,AMSTERDAM,NL,ELK,KVB,23,100,100,100,65,1x35,3496,56.52,56.52,1
,"Liander N.V. (NW)",,Kermispad,1033WX,1033WX,AMSTERDAM,NL,ELK,KVB,17,100,100,100,88,1x35,2190,100,100,
,"GAS Liander",,Kermispad,1033WX,1033WX,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,739,0,100,
,"GAS Liander",,Kermispad,1033WZ,1033WZ,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,650,0,25,
,"Liander N.V. (NW)",,Kermispad,1033WZ,1033WZ,AMSTERDAM,NL,ELK,KVB,17,100,100,100,100,1x35,2056,29.41,29.41,1
,"GAS Liander",,Neptunusstraat,1033XA,1033XA,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1508,0,6.25,
"Liander N.V.","Liander N.V. (NW)",,Neptunusstraat,1033XA,1033XA,AMSTERDAM,NL,ELK,KVB,18,100,88.89,100,78,1x25,3178,5.56,5.56,1
,"Liander N.V. (NW)",,Neptunusplein,1033XB,1033XB,AMSTERDAM,NL,ELK,KVB,11,100,100,100,91,1x25,2383,18.18,18.18,1
,"GAS Liander",,Neptunusplein,1033XB,1033XB,AMSTERDAM,NL,GAS,KVB,10,100,100,100,100,G4,1294,0,20,
"Liander N.V.","Liander N.V. (NW)",,Sagittahof,1033XC,1033XC,AMSTERDAM,NL,ELK,KVB,23,100,78.26,100,74,1x35,2316,78.26,78.26,
"Liander N.V.","GAS Liander",,Sagittahof,1033XC,1033XC,AMSTERDAM,NL,GAS,KVB,19,100,94.74,100,95,G4,958,0,89.47,
,"Liander N.V. (NW)",,Noorderkroonstraat,1033XD,1033XD,AMSTERDAM,NL,ELK,KVB,14,100,100,100,79,1x25,2481,0,0,1
,"GAS Liander",,Noorderkroonstraat,1033XD,1033XD,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,1007,0,0,
"Liander N.V.","Liander N.V. (NW)",,Eenhoornhof,1033XE,1033XE,AMSTERDAM,NL,ELK,KVB,25,100,76,100,72,1x25,1747,0,0,1
,"GAS Liander",,Eenhoornhof,1033XE,1033XE,AMSTERDAM,NL,GAS,KVB,19,100,100,100,100,G4,947,0,0,
,"Liander N.V. (NW)",,Perseusstraat,1033XG,1033XG,AMSTERDAM,NL,ELK,KVB,13,100,100,100,77,1x25,2186,0,0,1
,"GAS Liander",,Perseusstraat,1033XG,1033XG,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,963,0,0,
,"GAS Liander",,Miraplein,1033XH,1033XJ,AMSTERDAM,NL,GAS,KVB,20,100,85,100,90,G4,982,0,15,
,"Liander N.V. (NW)",,Miraplein,1033XH,1033XJ,AMSTERDAM,NL,ELK,KVB,25,100,80,100,56,1x25,1560,20,16,1.1
,"GAS Liander",,Nadirstraat,1033XK,1033XK,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1204,0,44.44,
,"Liander N.V. (NW)",,Nadirstraat,1033XK,1033XK,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,76,1x25,1560,42.86,42.86,1
,"Liander N.V. (NW)",,Nadirstraat,1033XL,1033XL,AMSTERDAM,NL,ELK,KVB,28,100,100,100,96,1x25,1105,14.29,10.71,1
,"GAS Liander",,Nadirstraat,1033XL,1033XL,AMSTERDAM,NL,GAS,KVB,28,100,100,100,100,G4,1180,0,10.71,
"Liander N.V.","Liander N.V. (NW)",,Stierstraat,1033XM,1033XM,AMSTERDAM,NL,ELK,KVB,17,100,64.71,100,41,1x25,2006,23.53,23.53,1
,"GAS Liander",,Stierstraat,1033XM,1033XM,AMSTERDAM,NL,GAS,KVB,12,100,91.67,100,100,G4,956,0,33.33,
,"GAS Liander",,Stierstraat,1033XN,1033XN,AMSTERDAM,NL,GAS,KVB,23,100,100,100,100,G4,935,0,8.7,
,"Liander N.V. (NW)",,Stierstraat,1033XN,1033XN,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,90,1x25,1769,10.34,10.34,1
,"Liander N.V. (NW)",,Weegschaalhof,1033XP,1033XP,AMSTERDAM,NL,ELK,KVB,19,100,100,100,84,1x25,2309,0,0,1
,"GAS Liander",,Weegschaalhof,1033XP,1033XP,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1103,0,0,
,"Liander N.V. (NW)",,Plutostraat,1033XR,1033XR,AMSTERDAM,NL,ELK,KVB,12,100,100,100,100,1x25,2320,8.33,0,1.1
,"GAS Liander",,Plutostraat,1033XR,1033XR,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,810,0,0,
,"GAS Liander",,Eclipshof,1033XS,1033XS,AMSTERDAM,NL,GAS,KVB,10,100,100,100,100,G4,1058,0,10,
"Liander N.V.","Liander N.V. (NW)",,Eclipshof,1033XS,1033XS,AMSTERDAM,NL,ELK,KVB,16,100,62.5,100,63,1x25,2052,6.25,6.25,1
,"GAS Liander",,Eclipshof,1033XT,1033XT,AMSTERDAM,NL,GAS,KVB,10,100,100,100,100,G4,931,0,0,
,"Liander N.V. (NW)",,Eclipshof,1033XT,1033XT,AMSTERDAM,NL,ELK,KVB,11,100,100,100,91,1x25,2117,0,0,1
"Liander N.V.","Liander N.V. (NW)",,Schutterweg,1033XV,1033XV,AMSTERDAM,NL,ELK,KVB,25,92,96,100,48,3x25,2857,20,8,1.1
,"GAS Liander",,Schutterweg,1033XV,1033XV,AMSTERDAM,NL,GAS,KVB,22,100,100,100,55,G4,1522,0,9.09,
,"Liander N.V. (NW)",,Schutterweg,1033XW,1033XW,AMSTERDAM,NL,ELK,KVB,20,90,90,100,65,1x25,1970,15,5,1.1
,"GAS Liander",,Schutterweg,1033XW,1033XW,AMSTERDAM,NL,GAS,KVB,15,100,100,100,73,G4,1558,0,6.67,
,"Liander N.V. (NW)",,Schutterweg,1033XX,1033XX,AMSTERDAM,NL,ELK,KVB,23,100,100,100,83,1x25,2167,17.39,17.39,1
,"GAS Liander",,Schutterweg,1033XX,1033XX,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1039,0,22.22,
,"GAS Liander",,Schutterweg,1033XZ,1033XZ,AMSTERDAM,NL,GAS,KVB,10,100,90,100,100,G4,927,0,0,
,"Liander N.V. (NW)",,Schutterweg,1033XZ,1033XZ,AMSTERDAM,NL,ELK,KVB,13,100,92.31,100,77,1x25,2272,7.69,0,1.1
,"Liander N.V. (NW)",,Kermispad,1033ZA,1033ZA,AMSTERDAM,NL,ELK,KVB,17,100,100,100,82,1x35,2452,52.94,52.94,1
,"GAS Liander",,Kermispad,1033ZA,1033ZA,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,701,0,50,
,"GAS Liander",,Kermispad,1033ZB,1033ZB,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,611,0,50,
,"Liander N.V. (NW)",,Kermispad,1033ZB,1033ZB,AMSTERDAM,NL,ELK,KVB,17,100,100,100,71,1x35,1788,47.06,47.06,1
,"GAS Liander",,Kermispad,1033ZC,1033ZC,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,794,0,50,
,"Liander N.V. (NW)",,Kermispad,1033ZC,1033ZC,AMSTERDAM,NL,ELK,KVB,13,100,100,100,69,1x25,2696,53.85,53.85,1
,"Liander N.V. (NW)",,Kermispad,1033ZD,1033ZD,AMSTERDAM,NL,ELK,KVB,12,100,91.67,100,75,1x25,2367,25,16.67,1.1
,"GAS Liander",,Kermispad,1033ZD,1033ZD,AMSTERDAM,NL,GAS,KVB,12,100,91.67,100,100,G4,753,0,16.67,
,"GAS Liander",,Circusplein,1033ZE,1033ZE,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,956,0,0,
,"Liander N.V. (NW)",,Circusplein,1033ZE,1033ZE,AMSTERDAM,NL,ELK,KVB,12,100,100,100,100,1x35,2228,0,0,1
,"Liander N.V. (NW)",,Circusplein,1033ZG,1033ZG,AMSTERDAM,NL,ELK,KVB,32,100,100,100,88,1x25,1866,18.75,15.63,1
,"GAS Liander",,Circusplein,1033ZG,1033ZG,AMSTERDAM,NL,GAS,KVB,30,100,100,100,100,G4,725,0,13.33,
,"Liander N.V. (NW)",,Circusplein,1033ZH,1033ZH,AMSTERDAM,NL,ELK,KVB,24,100,100,100,96,1x25,1883,8.33,4.17,1
,"GAS Liander",,Circusplein,1033ZH,1033ZH,AMSTERDAM,NL,GAS,KVB,23,100,100,100,100,G4,852,0,4.35,
,"Liander N.V. (NW)",,Circusplein,1033ZJ,1033ZJ,AMSTERDAM,NL,ELK,KVB,13,100,100,100,92,1x25,2043,0,0,1
,"GAS Liander",,Circusplein,1033ZJ,1033ZJ,AMSTERDAM,NL,GAS,KVB,13,100,100,100,100,G4,825,0,0,
,"Liander N.V. (NW)",,Reizigersweg,1033ZK,1033ZL,AMSTERDAM,NL,ELK,KVB,21,100,100,100,71,1x35,2991,9.52,9.52,1
,"GAS Liander",,Reizigersweg,1033ZK,1033ZL,AMSTERDAM,NL,GAS,KVB,19,100,100,100,100,G4,1017,0,5.26,
,"Liander N.V. (NW)",,Reizigersweg,1033ZM,1033ZM,AMSTERDAM,NL,ELK,KVB,11,100,100,100,73,1x35,3380,45.45,45.45,1
,"GAS Liander",,Reizigersweg,1033ZM,1033ZM,AMSTERDAM,NL,GAS,KVB,11,100,100,100,100,G4,928,0,45.45,
,"Liander N.V. (NW)",,Reizigersweg,1033ZN,1033ZN,AMSTERDAM,NL,ELK,KVB,27,100,100,100,48,1x25,1946,14.81,7.41,1.1
,"GAS Liander",,Reizigersweg,1033ZN,1033ZN,AMSTERDAM,NL,GAS,KVB,24,100,100,100,100,G4,885,0,8.33,
,"GAS Liander",,Reizigersweg,1033ZP,1033ZP,AMSTERDAM,NL,GAS,KVB,24,100,100,100,100,G4,741,0,16.67,
,"Liander N.V. (NW)",,Reizigersweg,1033ZP,1033ZP,AMSTERDAM,NL,ELK,KVB,27,100,100,100,85,1x25,2219,22.22,18.52,1
,"GAS Liander",,Orgeldraaierspad,1033ZR,1033ZR,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,934,0,5.56,
,"Liander N.V. (NW)",,Orgeldraaierspad,1033ZR,1033ZR,AMSTERDAM,NL,ELK,KVB,20,90,90,100,90,1x35,2939,5,5,1
,"Liander N.V. (NW)",,Stoelenmatterspad,1033ZS,1033ZS,AMSTERDAM,NL,ELK,KVB,22,100,100,100,95,1x35,3508,50,45.45,1.1
,"GAS Liander",,Stoelenmatterspad,1033ZS,1033ZS,AMSTERDAM,NL,GAS,KVB,22,100,100,100,100,G4,928,0,45.45,
,"Liander N.V. (NW)",,Mandenmakerspad,1033ZT,1033ZT,AMSTERDAM,NL,ELK,KVB,23,100,100,100,83,1x35,3374,13.04,13.04,1
,"GAS Liander",,Mandenmakerspad,1033ZT,1033ZT,AMSTERDAM,NL,GAS,KVB,22,100,100,100,100,G4,1036,0,13.64,
,"Liander N.V. (NW)",,Venterspad,1033ZV,1033ZV,AMSTERDAM,NL,ELK,KVB,22,100,100,100,91,1x35,3275,68.18,63.64,1.1
,"GAS Liander",,Venterspad,1033ZV,1033ZV,AMSTERDAM,NL,GAS,KVB,22,100,100,100,100,G4,1027,0,63.64,
,"GAS Liander",,Bezembinderspad,1033ZW,1033ZW,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1096,0,61.11,
,"Liander N.V. (NW)",,Bezembinderspad,1033ZW,1033ZW,AMSTERDAM,NL,ELK,KVB,18,100,100,100,89,1x35,3567,61.11,61.11,1
,"Liander N.V. (NW)",,Scharenslijperspad,1033ZX,1033ZX,AMSTERDAM,NL,ELK,KVB,22,100,100,100,100,1x35,3475,27.27,22.73,1.1
,"GAS Liander",,Scharenslijperspad,1033ZX,1033ZX,AMSTERDAM,NL,GAS,KVB,22,100,100,100,100,G4,1072,0,22.73,
,"Liander N.V. (NW)",,Schoorsteenvegerspad,1033ZZ,1033ZZ,AMSTERDAM,NL,ELK,KVB,22,100,100,100,91,1x35,3105,72.73,72.73,1
,"GAS Liander",,Schoorsteenvegerspad,1033ZZ,1033ZZ,AMSTERDAM,NL,GAS,KVB,22,100,100,100,100,G4,1138,0,72.73,
,"GAS Liander",,"Banne Buikslootlaan",1034AA,1034BB,AMSTERDAM,NL,GAS,KVB,26,100,92.31,100,92,G4,3959,0,65.38,
,"Liander N.V. (NW)",,"Banne Buikslootlaan",1034AA,1034AA,AMSTERDAM,NL,ELK,KVB,15,100,46.67,100,53,3x25,21999,80,46.67,
,"Liander N.V. (NW)",,"Banne Buikslootlaan",1034AB,1034AB,AMSTERDAM,NL,ELK,KVB,50,98,100,100,100,3x25,3725,98,98,2
,"Liander N.V. (NW)",,"Banne Buikslootlaan",1034AC,1034AC,AMSTERDAM,NL,ELK,KVB,11,100,100,100,100,3x25,1647,100,100,
,"Liander N.V. (NW)",,"Banne Buikslootlaan",1034BB,1034BB,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,63,1x35,3563,68.42,52.63,1.4
,"GAS Liander",,"Banne Buikslootlaan",1034BC,1034BC,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,65,0,62.5,
,"Liander N.V. (NW)",,"Banne Buikslootlaan",1034BC,1034BC,AMSTERDAM,NL,ELK,KVB,24,100,95.83,100,54,1x25,1738,41.67,41.67,1
,"Liander N.V. (NW)",,"Banne Buikslootlaan",1034BD,1034BD,AMSTERDAM,NL,ELK,KVB,18,100,100,100,83,1x25,3787,22.22,11.11,1.1
"Liander N.V.","GAS Liander",,"Banne Buikslootlaan",1034BD,1034BD,AMSTERDAM,NL,GAS,KVB,17,100,94.12,100,94,G4,3764,0,11.76,
,"GAS Liander",,"Banne Buikslootlaan",1034BE,1034BE,AMSTERDAM,NL,GAS,KVB,17,100,100,100,100,G4,1166,0,5.88,
"Liander N.V.","Liander N.V. (NW)",,"Banne Buikslootlaan",1034BE,1034BE,AMSTERDAM,NL,ELK,KVB,57,100,66.67,100,40,1x25,2772,3.51,3.51,1
,"Liander N.V. (NW)",,Sontvaarderstraat,1034BG,1034BG,AMSTERDAM,NL,ELK,KVB,23,95.65,95.65,100,100,3x25,2805,100,95.65,
"Liander N.V.","Liander N.V. (NW)",,"Banne Buikslootlaan",1034BH,1034BH,AMSTERDAM,NL,ELK,KVB,19,100,0,100,100,3x25,1956,0,0,
"Liander N.V.","Liander N.V. (NW)",,Aakstraat,1034BJ,1034BJ,AMSTERDAM,NL,ELK,KVB,20,100,0,100,100,3x25,1499,0,0,
,"GAS Liander",,Aakstraat,1034BJ,1034BN,AMSTERDAM,NL,GAS,KVB,19,100,94.74,100,95,G4,1383,0,36.84,
"Liander N.V.","Liander N.V. (NW)",,Blazerpad,1034BK,1034BK,AMSTERDAM,NL,ELK,KVB,29,93.1,31.03,100,97,3x25,2226,24.14,27.59,1
"Liander N.V.","Liander N.V. (NW)",,Crabschuytstraat,1034BL,1034BL,AMSTERDAM,NL,ELK,KVB,147,100,85.71,100,65,3x25,2422,8.84,8.84,1
"Liander N.V.","Liander N.V. (NW)",,IJdoornlaan,1034BM,1034BM,AMSTERDAM,NL,ELK,KVB,188,99.47,87.77,100,83,1x35,2284,52.66,47.34,1.1
,"Liander N.V. (NW)",,Aakstraat,1034BN,1034BN,AMSTERDAM,NL,ELK,KVB,26,92.31,96.15,100,69,1x25,2006,26.92,26.92,1.1
,"GAS Liander",,Aakstraat,1034BP,1034BS,AMSTERDAM,NL,GAS,KVB,35,100,100,100,94,G4,1288,0,31.43,
,"Liander N.V. (NW)",,Aakstraat,1034BP,1034BP,AMSTERDAM,NL,ELK,KVB,11,81.82,81.82,100,36,1x25,3175,27.27,9.09,1.1
,"Liander N.V. (NW)",,Botterstraat,1034BR,1034BS,AMSTERDAM,NL,ELK,KVB,31,100,93.55,100,45,1x25,2478,35.48,32.26,1
,"GAS Liander",,Botterstraat,1034BT,1034BT,AMSTERDAM,NL,GAS,KVB,20,100,90,100,100,G4,465,0,0,
,"Liander N.V. (NW)",,Botterstraat,1034BT,1034BT,AMSTERDAM,NL,ELK,KVB,25,100,96,100,80,1x25,2104,8,0,1.1
,"GAS Liander",,Botterstraat,1034BV,1034BV,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1031,0,0,
"Liander N.V.","Liander N.V. (NW)",,Botterstraat,1034BV,1034BV,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,81,1x25,1507,3.85,0,1
,"Liander N.V. (NW)",,Botterstraat,1034BW,1034BW,AMSTERDAM,NL,ELK,KVB,27,92.59,88.89,100,78,1x25,2851,11.11,3.7,1.2
,"GAS Liander",,Botterstraat,1034BW,1034BW,AMSTERDAM,NL,GAS,KVB,19,100,94.74,100,95,G4,2838,0,0,
,"Liander N.V. (NW)",,Botterstraat,1034BX,1034BX,AMSTERDAM,NL,ELK,KVB,24,91.67,91.67,100,88,1x25,2140,4.17,4.17,1.1
,"GAS Liander",,Botterstraat,1034BX,1034BX,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1363,0,5.56,
,"GAS Liander",,Treilerhof,1034CA,1034CA,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1355,0,5.56,
,"Liander N.V. (NW)",,Treilerhof,1034CA,1034CA,AMSTERDAM,NL,ELK,KVB,28,92.86,82.14,100,75,1x25,1888,14.29,14.29,1.2
,"Liander N.V. (NW)",,Treilerhof,1034CB,1034CB,AMSTERDAM,NL,ELK,KVB,27,92.59,92.59,100,81,1x25,1745,11.11,3.7,1.1
,"GAS Liander",,Treilerhof,1034CB,1034CB,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1153,0,5.56,
,"Liander N.V. (NW)",,Treilerhof,1034CC,1034CC,AMSTERDAM,NL,ELK,KVB,18,100,83.33,100,89,1x25,2151,5.56,5.56,1
,"GAS Liander",,Treilerhof,1034CC,1034CC,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,1326,0,8.33,
,"GAS Liander",,Loggerhof,1034CD,1034CD,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1061,0,0,
,"Liander N.V. (NW)",,Loggerhof,1034CD,1034CD,AMSTERDAM,NL,ELK,KVB,27,92.59,88.89,100,85,1x25,1484,7.41,0,1.2
,"Liander N.V. (NW)",,Loggerhof,1034CE,1034CE,AMSTERDAM,NL,ELK,KVB,29,93.1,86.21,100,69,1x25,1964,27.59,20.69,1.3
,"GAS Liander",,Loggerhof,1034CE,1034CE,AMSTERDAM,NL,GAS,KVB,18,100,100,100,100,G4,1014,0,33.33,
