MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,"Aantal Aansluitingen",%Leveringsrichting,"%Fysieke status","%Defintieve aansl (NRM)","%Soort aansluiting","Soort aansluiting Naam",SJV,"%SJV laag tarief","%Slimme Meter","Gemiddeld aantal telwielen"
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TP,1072TP,AMSTERDAM,NL,ELK,KVB,26,100,84.62,100,46,1x25,2067,57.69,53.85,1.5
"Liander N.V.","GAS Liander",,"1e Jan vd Heijdenstr",1072TR,1072TR,AMSTERDAM,NL,GAS,KVB,47,100,53.19,100,55,G4,720,0,17.02,
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TR,1072TR,AMSTERDAM,NL,ELK,KVB,54,100,51.85,100,48,3x25,1678,20.37,18.52,1.1
,"Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TS,1072TS,AMSTERDAM,NL,ELK,KVB,41,100,97.56,100,73,1x25,3181,90.24,85.37,1.2
,"GAS Liander",,"1e Jan vd Heijdenstr",1072TS,1072TS,AMSTERDAM,NL,GAS,KVB,36,100,88.89,100,97,G4,1438,0,80.56,
,"GAS Liander",,"1e Jan vd Heijdenstr",1072TT,1072TT,AMSTERDAM,NL,GAS,KVB,58,100,96.55,100,100,G4,697,0,75.86,
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TT,1072TT,AMSTERDAM,NL,ELK,KVB,71,100,90.14,100,48,1x35,1712,74.65,70.42,1.1
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TV,1072TV,AMSTERDAM,NL,ELK,KVB,74,100,75.68,100,46,1x25,1658,35.14,33.78,1
,"GAS Liander",,"1e Jan vd Heijdenstr",1072TV,1072TV,AMSTERDAM,NL,GAS,KVB,61,100,80.33,100,100,G4,703,0,37.7,
,"Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TW,1072TW,AMSTERDAM,NL,ELK,KVB,58,100,53.45,100,66,1x25,3136,91.38,53.45,
,"GAS Liander",,"1e Jan vd Heijdenstr",1072TW,1072TW,AMSTERDAM,NL,GAS,KVB,52,100,53.85,100,100,G4,914,0,53.85,
,"Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TX,1072TX,AMSTERDAM,NL,ELK,KVB,50,96,98,100,50,1x25,1209,80,80,1
,"GAS Liander",,"1e Jan vd Heijdenstr",1072TX,1072TX,AMSTERDAM,NL,GAS,KVB,45,100,100,100,100,G4,589,0,84.44,
,"GAS Liander",,"1e Jan vd Heijdenstr",1072TZ,1072TZ,AMSTERDAM,NL,GAS,KVB,61,100,86.89,100,95,G4,695,0,52.46,
,"Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072TZ,1072TZ,AMSTERDAM,NL,ELK,KVB,65,100,87.69,100,72,1x25,1677,60,52.31,1
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072VA,1072VA,AMSTERDAM,NL,ELK,KVB,37,100,94.59,100,78,1x25,1778,78.38,78.38,1
"Liander N.V.","GAS Liander",,"1e Jan vd Heijdenstr",1072VA,1072VA,AMSTERDAM,NL,GAS,KVB,35,100,97.14,100,100,G4,907,0,80,
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072VB,1072VB,AMSTERDAM,NL,ELK,KVB,42,100,95.24,100,71,1x25,1631,76.19,76.19,1
,"GAS Liander",,"1e Jan vd Heijdenstr",1072VB,1072VB,AMSTERDAM,NL,GAS,KVB,36,100,94.44,100,94,G4,805,0,83.33,
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072VC,1072VC,AMSTERDAM,NL,ELK,KVB,62,98.39,83.87,100,47,1x25,1613,66.13,66.13,1
,"GAS Liander",,"1e Jan vd Heijdenstr",1072VC,1072VC,AMSTERDAM,NL,GAS,KVB,50,100,88,100,98,G4,859,0,72,
"Liander N.V.","GAS Liander",,"1e Jan vd Heijdenstr",1072VD,1072VD,AMSTERDAM,NL,GAS,KVB,33,100,96.97,100,97,G4,927,0,93.94,
"Liander N.V.","Liander N.V. (NW)",,"1e Jan vd Heijdenstr",1072VD,1072VD,AMSTERDAM,NL,ELK,KVB,37,100,97.3,100,89,1x25,1885,91.89,91.89,1
"Liander N.V.","GAS Liander",,"Gerard Douplein",1072VE,1072VE,AMSTERDAM,NL,GAS,KVB,20,100,90,100,90,G4,1860,0,15,
,"Liander N.V. (NW)",,"Gerard Douplein",1072VE,1072VE,AMSTERDAM,NL,ELK,KVB,20,100,95,100,45,1x25,10483,40,20,1.3
,"GAS Liander",,"Gerard Doustraat",1072VG,1072VG,AMSTERDAM,NL,GAS,KVB,27,100,100,100,100,G4,873,0,0,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VG,1072VG,AMSTERDAM,NL,ELK,KVB,39,100,82.05,100,62,1x25,2158,5.13,0,1
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VH,1072VH,AMSTERDAM,NL,ELK,KVB,28,100,96.43,100,86,1x25,1193,3.57,3.57,1
"Liander N.V.","GAS Liander",,"Gerard Doustraat",1072VH,1072VH,AMSTERDAM,NL,GAS,KVB,23,100,95.65,100,96,G4,815,0,0,
,"GAS Liander",,"Gerard Doustraat",1072VJ,1072VJ,AMSTERDAM,NL,GAS,KVB,30,100,86.67,100,97,G4,813,0,13.33,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VJ,1072VJ,AMSTERDAM,NL,ELK,KVB,34,100,85.29,100,59,1x25,1993,14.71,11.76,1
,"GAS Liander",,"Gerard Doustraat",1072VK,1072VK,AMSTERDAM,NL,GAS,KVB,32,100,96.88,100,94,G4,1170,0,15.63,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VK,1072VK,AMSTERDAM,NL,ELK,KVB,35,100,94.29,100,51,1x25,3567,17.14,14.29,1
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VL,1072VL,AMSTERDAM,NL,ELK,KVB,50,100,76,100,44,1x35,2593,32,26,1
,"GAS Liander",,"Gerard Doustraat",1072VL,1072VL,AMSTERDAM,NL,GAS,KVB,35,100,94.29,100,97,G4,1071,0,28.57,
,"GAS Liander",,"Gerard Doustraat",1072VM,1072VM,AMSTERDAM,NL,GAS,KVB,34,100,85.29,100,100,G4,771,0,17.65,
,"Liander N.V. (NW)",,"Gerard Doustraat",1072VM,1072VM,AMSTERDAM,NL,ELK,KVB,37,100,94.59,100,51,1x25,1685,16.22,16.22,1
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VN,1072VN,AMSTERDAM,NL,ELK,KVB,50,100,62,100,44,3x25,2513,14,10,1
,"GAS Liander",,"Gerard Doustraat",1072VN,1072VN,AMSTERDAM,NL,GAS,KVB,29,100,100,100,100,G4,624,0,13.79,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VP,1072VP,AMSTERDAM,NL,ELK,KVB,45,95.56,80,100,38,3x25,2281,60,57.78,1
,"GAS Liander",,"Gerard Doustraat",1072VP,1072VP,AMSTERDAM,NL,GAS,KVB,39,100,87.18,100,95,G4,916,0,51.28,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VR,1072VR,AMSTERDAM,NL,ELK,KVB,39,100,82.05,100,64,1x25,2159,10.26,7.69,1.1
,"GAS Liander",,"Gerard Doustraat",1072VR,1072VR,AMSTERDAM,NL,GAS,KVB,30,100,96.67,100,93,G4,644,0,10,
,"GAS Liander",,"Gerard Doustraat",1072VS,1072VS,AMSTERDAM,NL,GAS,KVB,27,100,100,100,100,G4,903,0,40.74,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VS,1072VS,AMSTERDAM,NL,ELK,KVB,31,100,93.55,100,48,1x25,1394,38.71,38.71,1
,"GAS Liander",,"Gerard Doustraat",1072VT,1072VT,AMSTERDAM,NL,GAS,KVB,32,100,96.88,100,94,G4,1016,0,40.63,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VT,1072VT,AMSTERDAM,NL,ELK,KVB,40,100,95,100,43,1x25,3116,47.5,37.5,1.1
,"GAS Liander",,"Gerard Doustraat",1072VV,1072VV,AMSTERDAM,NL,GAS,KVB,33,100,96.97,100,100,G4,997,0,36.36,
,"Liander N.V. (NW)",,"Gerard Doustraat",1072VV,1072VV,AMSTERDAM,NL,ELK,KVB,41,100,97.56,100,54,1x25,4280,48.78,39.02,1.1
,"GAS Liander",,"Gerard Doustraat",1072VW,1072VW,AMSTERDAM,NL,GAS,KVB,34,100,97.06,100,97,G4,864,0,17.65,
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VW,1072VW,AMSTERDAM,NL,ELK,KVB,42,100,95.24,100,69,1x25,2711,19.05,16.67,1
"Liander N.V.","Liander N.V. (NW)",,"Gerard Doustraat",1072VX,1072VX,AMSTERDAM,NL,ELK,KVB,37,100,91.89,100,46,1x25,3582,37.84,35.14,1.1
,"GAS Liander",,"Gerard Doustraat",1072VX,1072VX,AMSTERDAM,NL,GAS,KVB,32,100,93.75,100,100,G4,724,0,34.38,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072VZ,1072VZ,AMSTERDAM,NL,ELK,KVB,40,100,95,100,73,1x25,1546,27.5,25,1
"Liander N.V.","GAS Liander",,"Daniel Stalpertstraat",1072VZ,1072VZ,AMSTERDAM,NL,GAS,KVB,37,100,94.59,100,100,G4,889,0,16.22,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XA,1072XA,AMSTERDAM,NL,ELK,KVB,80,100,66.25,100,53,1x25,1549,28.75,26.25,1
"Liander N.V.","GAS Liander",,"Daniel Stalpertstraat",1072XA,1072XA,AMSTERDAM,NL,GAS,KVB,69,100,66.67,100,96,G4,761,0,27.54,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XB,1072XB,AMSTERDAM,NL,ELK,KVB,61,100,77.05,100,56,1x25,3854,19.67,19.67,1
,"GAS Liander",,"Daniel Stalpertstraat",1072XB,1072XB,AMSTERDAM,NL,GAS,KVB,53,100,81.13,100,100,G4,760,0,20.75,
,"GAS Liander",,"Daniel Stalpertstraat",1072XC,1072XC,AMSTERDAM,NL,GAS,KVB,43,100,95.35,100,98,G4,818,0,11.63,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XC,1072XC,AMSTERDAM,NL,ELK,KVB,49,100,91.84,100,63,1x35,1716,20.41,18.37,1
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XD,1072XD,AMSTERDAM,NL,ELK,KVB,62,90.32,88.71,100,44,1x35,3538,41.94,41.94,1.1
,"GAS Liander",,"Daniel Stalpertstraat",1072XD,1072XD,AMSTERDAM,NL,GAS,KVB,47,100,100,100,98,G4,925,0,48.94,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XE,1072XE,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,79,1x25,2277,3.45,3.45,1
,"GAS Liander",,"Daniel Stalpertstraat",1072XE,1072XE,AMSTERDAM,NL,GAS,KVB,28,100,100,100,100,G4,838,0,3.57,
,"GAS Liander",,"Daniel Stalpertstraat",1072XG,1072XG,AMSTERDAM,NL,GAS,KVB,34,100,97.06,100,100,G4,887,0,5.88,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XG,1072XG,AMSTERDAM,NL,ELK,KVB,41,100,87.8,100,54,1x25,2387,9.76,4.88,1
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XH,1072XH,AMSTERDAM,NL,ELK,KVB,30,100,93.33,100,47,1x25,1898,20,20,1
"Liander N.V.","GAS Liander",,"Daniel Stalpertstraat",1072XH,1072XH,AMSTERDAM,NL,GAS,KVB,31,100,90.32,100,90,G4,728,0,19.35,
,"GAS Liander",,"Daniel Stalpertstraat",1072XJ,1072XJ,AMSTERDAM,NL,GAS,KVB,47,100,100,100,100,G4,796,0,23.4,
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XJ,1072XJ,AMSTERDAM,NL,ELK,KVB,57,100,89.47,100,72,1x25,1723,22.81,21.05,1
,"GAS Liander",,"Daniel Stalpertstraat",1072XK,1072XK,AMSTERDAM,NL,GAS,KVB,20,100,100,100,100,G4,829,0,0,
,"Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XK,1072XK,AMSTERDAM,NL,ELK,KVB,25,100,92,100,60,1x35,2476,8,0,1
"Liander N.V.","Liander N.V. (NW)",,"Daniel Stalpertstraat",1072XL,1072XL,AMSTERDAM,NL,ELK,KVB,85,98.82,54.12,100,41,1x35,2016,37.65,32.94,1.1
,"GAS Liander",,"Daniel Stalpertstraat",1072XL,1072XL,AMSTERDAM,NL,GAS,KVB,67,100,59.7,100,100,G4,845,0,37.31,
,"GAS Liander",,Quellijnstraat,1072XM,1072XM,AMSTERDAM,NL,GAS,KVB,31,100,100,100,100,G4,1083,0,6.45,
"Liander N.V.","Liander N.V. (NW)",,Quellijnstraat,1072XM,1072XM,AMSTERDAM,NL,ELK,KVB,56,100,64.29,100,57,1x35,2283,5.36,3.57,1
,"GAS Liander",,Quellijnstraat,1072XN,1072XN,AMSTERDAM,NL,GAS,KVB,27,100,100,100,100,G4,936,0,3.7,
"Liander N.V.","Liander N.V. (NW)",,Quellijnstraat,1072XN,1072XN,AMSTERDAM,NL,ELK,KVB,78,100,38.46,100,60,3x25,1958,7.69,5.13,1
"Liander N.V.","Liander N.V. (NW)",,Quellijnstraat,1072XP,1072XP,AMSTERDAM,NL,ELK,KVB,57,100,57.89,100,51,1x35,3960,14.04,12.28,1
"Liander N.V.","GAS Liander",,Quellijnstraat,1072XP,1072XP,AMSTERDAM,NL,GAS,KVB,41,100,70.73,100,80,G4,804,0,12.2,
,"Liander N.V. (NW)",,Quellijnstraat,1072XR,1072XR,AMSTERDAM,NL,ELK,KVB,72,100,50,100,46,3x25,1716,55.56,50,
,"GAS Liander",,Quellijnstraat,1072XR,1072XR,AMSTERDAM,NL,GAS,KVB,59,100,54.24,100,98,G4,833,0,54.24,
,"GAS Liander",,Quellijnstraat,1072XS,1072XS,AMSTERDAM,NL,GAS,KVB,18,100,94.44,100,94,G4,3135,0,5.56,
,"Liander N.V. (NW)",,Quellijnstraat,1072XS,1072XS,AMSTERDAM,NL,ELK,KVB,19,100,89.47,100,89,1x35,4798,26.32,0,1.2
,"GAS Liander",,Quellijnstraat,1072XT,1072XT,AMSTERDAM,NL,GAS,KVB,35,100,100,100,97,G4,600,0,17.14,
,"Liander N.V. (NW)",,Quellijnstraat,1072XT,1072XT,AMSTERDAM,NL,ELK,KVB,42,100,100,100,93,1x35,1269,19.05,21.43,1.1
,"GAS Liander",,Quellijnstraat,1072XV,1072XW,AMSTERDAM,NL,GAS,KVB,55,100,85.45,100,93,G4,1203,0,20,
,"Liander N.V. (NW)",,Quellijnstraat,1072XV,1072XW,AMSTERDAM,NL,ELK,KVB,62,100,85.48,100,73,1x35,3010,29.03,20.97,1.1
,"GAS Liander",,Quellijnstraat,1072XX,1072XX,AMSTERDAM,NL,GAS,KVB,30,100,100,100,97,G4,1149,0,13.33,
"Liander N.V.","Liander N.V. (NW)",,Quellijnstraat,1072XX,1072XX,AMSTERDAM,NL,ELK,KVB,39,100,89.74,100,56,1x25,2327,15.38,10.26,1
,"Liander N.V. (NW)",,Quellijnstraat,1072XZ,1072XZ,AMSTERDAM,NL,ELK,KVB,39,100,92.31,100,49,1x25,2153,43.59,41.03,1
,"GAS Liander",,Quellijnstraat,1072XZ,1072XZ,AMSTERDAM,NL,GAS,KVB,32,100,100,100,100,G4,872,0,40.63,
"Liander N.V.","Liander N.V. (NW)",,Quellijnstraat,1072ZA,1073AA,AMSTERDAM,NL,ELK,KVB,74,100,66.22,100,53,3x25,3442,18.92,4.05,1.2
,"GAS Liander",,"1e Van der Helststraat",1073AA,1073AA,AMSTERDAM,NL,GAS,KVB,44,100,100,100,100,G4,889,0,2.27,
,"Liander N.V. (NW)",,"Eerste van der Helststr",1073AB,1073AB,AMSTERDAM,NL,ELK,KVB,29,100,100,100,86,1x25,2356,10.34,3.45,1.1
,"GAS Liander",,"1e Van der Helststraat",1073AB,1073AB,AMSTERDAM,NL,GAS,KVB,25,100,100,100,96,G4,922,0,4,
,"GAS Liander",,"Eerste van der Helststr",1073AC,1073AC,AMSTERDAM,NL,GAS,KVB,21,100,80.95,100,86,G4,2128,0,38.1,
"Liander N.V.","Liander N.V. (NW)",,"Eerste van der Helststr",1073AC,1073AC,AMSTERDAM,NL,ELK,KVB,29,100,75.86,100,41,1x25,9288,44.83,31.03,1.2
,"GAS Liander",,"1e Van der Helststraat",1073AD,1073AD,AMSTERDAM,NL,GAS,KVB,35,100,97.14,100,89,G4,2251,0,48.57,
"Liander N.V.","Liander N.V. (NW)",,"Eerste van der Helststr",1073AD,1073AD,AMSTERDAM,NL,ELK,KVB,42,100,92.86,100,62,1x25,9132,54.76,42.86,1.3
"Liander N.V.","Liander N.V. (NW)",,"Tweede van der Helststr",1073AE,1073AE,AMSTERDAM,NL,ELK,KVB,48,100,93.75,100,60,1x25,3085,22.92,8.33,1.1
,"GAS Liander",,"2e Van der Helststraat",1073AE,1073AE,AMSTERDAM,NL,GAS,KVB,40,100,97.5,100,90,G4,1107,0,5,
,"GAS Liander",,"2e Van der Helststraat",1073AG,1073AG,AMSTERDAM,NL,GAS,KVB,27,100,100,100,100,G4,1074,0,66.67,
,"Liander N.V. (NW)",,"2e Van der Helststraat",1073AG,1073AG,AMSTERDAM,NL,ELK,KVB,28,100,100,100,82,1x25,1798,64.29,64.29,1
,"Liander N.V. (NW)",,"2e Van der Helststraat",1073AH,1073AJ,AMSTERDAM,NL,ELK,KVB,33,100,100,100,94,1x25,1589,6.06,6.06,1
,"GAS Liander",,"2e Van der Helststraat",1073AH,1073AJ,AMSTERDAM,NL,GAS,KVB,33,100,100,100,100,G4,974,0,6.06,
,"GAS Liander",,"2e Van der Helststraat",1073AK,1073AK,AMSTERDAM,NL,GAS,KVB,24,100,100,100,100,G4,1094,0,0,
,"Liander N.V. (NW)",,"2e Van der Helststraat",1073AK,1073AK,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,2395,8,8,1
,"GAS Liander",,"2e Van der Helststraat",1073AL,1073AL,AMSTERDAM,NL,GAS,KVB,12,100,100,100,100,G4,1202,0,0,
,"Liander N.V. (NW)",,"2e Van der Helststraat",1073AL,1073AL,AMSTERDAM,NL,ELK,KVB,12,100,100,100,100,1x25,1652,8.33,0,1.1
,"Liander N.V. (NW)",,"2e Van der Helststraat",1073AM,1073AM,AMSTERDAM,NL,ELK,KVB,21,100,100,100,90,1x25,1735,4.76,0,1.1
,"GAS Liander",,"2e Van der Helststraat",1073AM,1073AM,AMSTERDAM,NL,GAS,KVB,20,100,100,100,100,G4,1080,0,0,
,"Liander N.V. (NW)",,"2e Van der Helststraat",1073AN,1073AN,AMSTERDAM,NL,ELK,KVB,26,100,100,100,96,1x25,2220,3.85,3.85,1
,"GAS Liander",,"2e Van der Helststraat",1073AN,1073AN,AMSTERDAM,NL,GAS,KVB,25,100,100,100,100,G4,882,0,4,
,"Liander N.V. (NW)",,"Tweede van der Helststr",1073AP,1073AP,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,86,1x25,1790,13.64,9.09,1
,"GAS Liander",,"2e Van der Helststraat",1073AP,1073AP,AMSTERDAM,NL,GAS,KVB,20,100,100,100,100,G4,1067,0,10,
,"Liander N.V. (NW)",,"Van der Helstplein",1073AR,1073AR,AMSTERDAM,NL,ELK,KVB,28,100,96.43,100,75,1x25,7336,28.57,14.29,1.1
,"GAS Liander",,"Van der Helstplein",1073AR,1073AR,AMSTERDAM,NL,GAS,KVB,24,100,100,100,92,G4,2510,0,8.33,
,"Liander N.V. (NW)",,"Van der Helstplein",1073AS,1073AS,AMSTERDAM,NL,ELK,KVB,11,100,81.82,100,64,1x25,2201,54.55,45.45,1.3
,"GAS Liander",,"Van der Helstplein",1073AS,1073AT,AMSTERDAM,NL,GAS,KVB,21,100,100,100,71,G4,2474,0,38.1,
"Liander N.V.","Liander N.V. (NW)",,Stadhouderskade,1073AT,1073AT,AMSTERDAM,NL,ELK,KVB,22,100,68.18,100,64,3x25,4072,31.82,18.18,1.1
"Liander N.V.","Liander N.V. (NW)",,Stadhouderskade,1073AV,1073AV,AMSTERDAM,NL,ELK,KVB,39,100,71.79,100,54,3x25,4374,30.77,5.13,1.1
,"GAS Liander",,Stadhouderskade,1073AV,1073AV,AMSTERDAM,NL,GAS,KVB,32,100,68.75,100,78,G4,1332,0,6.25,
,"GAS Liander",,Stadhouderskade,1073AW,1073AW,AMSTERDAM,NL,GAS,KVB,25,100,100,100,92,G4,2857,0,4,
"Liander N.V.","Liander N.V. (NW)",,Stadhouderskade,1073AW,1073AW,AMSTERDAM,NL,ELK,KVB,30,100,83.33,100,67,1x35,2899,6.67,3.33,1
,"Liander N.V. (NW)",,Stadhouderskade,1073AX,1073AX,AMSTERDAM,NL,ELK,KVB,42,100,90.48,100,38,1x35,10098,28.57,23.81,1.1
,"GAS Liander",,Stadhouderskade,1073AX,1073AX,AMSTERDAM,NL,GAS,KVB,34,100,97.06,100,74,G4,1709,0,26.47,
,"Liander N.V. (NW)",,Stadhouderskade,1073AZ,1073AZ,AMSTERDAM,NL,ELK,KVB,17,100,100,100,53,1x35,2561,58.82,41.18,1.3
,"GAS Liander",,Stadhouderskade,1073AZ,1073AZ,AMSTERDAM,NL,GAS,KVB,14,100,100,100,79,G4,1278,0,35.71,
"Liander N.V.","Liander N.V. (NW)",,Stadhouderskade,1073BA,1073BA,AMSTERDAM,NL,ELK,KVB,28,100,67.86,100,54,3x25,4361,42.86,25,1.3
,"GAS Liander",,Stadhouderskade,1073BA,1073BA,AMSTERDAM,NL,GAS,KVB,18,100,77.78,100,94,G4,1361,0,27.78,
,"Liander N.V. (NW)",,Stadhouderskade,1073BB,1073BB,AMSTERDAM,NL,ELK,KVB,16,100,100,100,69,1x35,2503,0,0,1
,"GAS Liander",,Stadhouderskade,1073BB,1073BB,AMSTERDAM,NL,GAS,KVB,16,100,100,100,100,G4,1413,0,0,
,"GAS Liander",,"Albert Cuypstraat",1073BC,1073BC,AMSTERDAM,NL,GAS,KVB,46,100,93.48,100,98,G4,759,0,32.61,
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BC,1073BC,AMSTERDAM,NL,ELK,KVB,59,100,83.05,100,44,1x25,4274,37.29,28.81,1.1
,"Liander N.V. (NW)",,"Albert Cuypstraat",1073BD,1073BD,AMSTERDAM,NL,ELK,KVB,39,100,97.44,100,77,1x25,3814,30.77,28.21,1.1
,"GAS Liander",,"Albert Cuypstraat",1073BD,1073BD,AMSTERDAM,NL,GAS,KVB,31,100,96.77,100,97,G4,1131,0,25.81,
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BE,1073BE,AMSTERDAM,NL,ELK,KVB,85,100,91.76,100,48,1x25,2896,23.53,17.65,1.1
,"GAS Liander",,"Albert Cuypstraat",1073BE,1073BE,AMSTERDAM,NL,GAS,KVB,66,100,96.97,100,98,G4,800,0,16.67,
,"GAS Liander",,"Albert Cuypstraat",1073BG,1073BG,AMSTERDAM,NL,GAS,KVB,72,100,97.22,100,96,G4,824,0,16.67,
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BG,1073BG,AMSTERDAM,NL,ELK,KVB,91,100,90.11,100,63,1x25,2365,20.88,16.48,1.1
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BH,1073BH,AMSTERDAM,NL,ELK,KVB,66,100,96.97,100,52,1x25,3222,37.88,33.33,1.1
,"GAS Liander",,"Albert Cuypstraat",1073BH,1073BH,AMSTERDAM,NL,GAS,KVB,49,100,100,100,96,G4,1248,0,26.53,
,"GAS Liander",,"Albert Cuypstraat",1073BJ,1073BJ,AMSTERDAM,NL,GAS,KVB,42,100,97.62,100,98,G4,917,0,9.52,
,"Liander N.V. (NW)",,"Albert Cuypstraat",1073BJ,1073BJ,AMSTERDAM,NL,ELK,KVB,51,100,100,100,47,1x35,3113,17.65,11.76,1.1
,"GAS Liander",,"Albert Cuypstraat",1073BK,1073BK,AMSTERDAM,NL,GAS,KVB,53,100,96.23,100,96,G4,855,0,1.89,
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BK,1073BK,AMSTERDAM,NL,ELK,KVB,74,100,83.78,100,61,1x35,2782,6.76,2.7,1
,"GAS Liander",,"Albert Cuypstraat",1073BL,1073BL,AMSTERDAM,NL,GAS,KVB,41,100,97.56,100,98,G4,2329,0,12.2,
,"Liander N.V. (NW)",,"Albert Cuypstraat",1073BL,1073BL,AMSTERDAM,NL,ELK,KVB,52,100,94.23,100,62,1x25,2531,23.08,13.46,1.1
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BM,1073BM,AMSTERDAM,NL,ELK,KVB,46,100,95.65,100,59,1x25,2252,17.39,10.87,1.1
"Liander N.V.","GAS Liander",,"Albert Cuypstraat",1073BM,1073BM,AMSTERDAM,NL,GAS,KVB,37,100,97.3,100,95,G4,791,0,5.41,
,"GAS Liander",,"Albert Cuypstraat",1073BN,1073BN,AMSTERDAM,NL,GAS,KVB,39,100,100,100,95,G4,952,0,46.15,
,"Liander N.V. (NW)",,"Albert Cuypstraat",1073BN,1073BN,AMSTERDAM,NL,ELK,KVB,49,100,95.92,100,71,1x25,3277,53.06,44.9,1.2
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BP,1073BP,AMSTERDAM,NL,ELK,KVB,53,100,81.13,100,62,1x25,2346,9.43,5.66,1.1
,"GAS Liander",,"Albert Cuypstraat",1073BP,1073BP,AMSTERDAM,NL,GAS,KVB,36,100,94.44,100,97,G4,879,0,2.78,
"Liander N.V.","Liander N.V. (NW)",,"Albert Cuypstraat",1073BR,1073BR,AMSTERDAM,NL,ELK,KVB,87,90.8,87.36,100,63,1x35,2636,21.84,19.54,1.2
"Liander N.V.","GAS Liander",,"Albert Cuypstraat",1073BR,1073BR,AMSTERDAM,NL,GAS,KVB,71,100,87.32,100,100,G4,764,0,14.08,
"Liander N.V.","Liander N.V. (NW)",,"Govert Flinckstraat",1073BS,1073BS,AMSTERDAM,NL,ELK,KVB,47,100,93.62,100,70,1x25,2887,23.4,17.02,1.1
,"GAS Liander",,"Govert Flinckstraat",1073BS,1073BS,AMSTERDAM,NL,GAS,KVB,40,100,95,100,100,G4,814,0,2.5,
,"GAS Liander",,"Govert Flinckstraat",1073BT,1073BT,AMSTERDAM,NL,GAS,KVB,34,100,94.12,100,94,G4,715,0,5.88,
,"Liander N.V. (NW)",,"Govert Flinckstraat",1073BT,1073BT,AMSTERDAM,NL,ELK,KVB,41,100,92.68,100,76,1x25,2392,12.2,7.32,1.1
,"GAS Liander",,"Govert Flinckstraat",1073BV,1073BV,AMSTERDAM,NL,GAS,KVB,39,100,100,100,97,G4,1159,0,17.95,
"Liander N.V.","Liander N.V. (NW)",,"Govert Flinckstraat",1073BV,1073BV,AMSTERDAM,NL,ELK,KVB,47,100,95.74,100,64,1x25,2053,17.02,17.02,1
,"GAS Liander",,"Govert Flinckstraat",1073BW,1073BW,AMSTERDAM,NL,GAS,KVB,54,100,100,100,100,G4,944,0,44.44,
