MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aan,,,,,longitude,latitude
Liander N.V.,Liander N.V. (NW),Liander NW,Prinsengracht,1017LC,1017LC,AMSTERDAM,NL,ELK,KVB,27,100,100,100,52,3x25,4854,7.41,0,1.6,52.36140091,4.895439447
Liander N.V.,Liander N.V. (NW),Liander NW,Prinsengracht,1017LD,1017LD,AMSTERDAM,NL,ELK,KVB,16,100,87.5,100,88,3x25,4356,18.75,0,2.8,52.36146891,4.896758491
Liander N.V.,Liander N.V. (NW),Liander NW,Prinsengracht,1017LE,1017LE,AMSTERDAM,NL,ELK,KVB,21,100,100,100,81,3x25,5261,9.52,0,1.8,52.36159012,4.897431651
Liander N.V.,Liander N.V. (NW),Liander NW,Prinsengracht,1017LG,1017LG,AMSTERDAM,NL,ELK,KVB,23,100,100,100,57,1x25,2388,0,0,1.3,52.361687,4.897992791
Liander N.V.,Liander N.V. (NW),Liander NW,Prinsengracht,1017LH,1017LH,AMSTERDAM,NL,ELK,KVB,27,100,85.19,100,70,3x25,3376,7.41,0,2,52.36179721,4.898573865
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LJ,1017LJ,AMSTERDAM,NL,ELK,KVB,25,100,100,100,44,3x25,7426,28,0,1.7,52.36419964,4.896224608
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LK,1017LK,AMSTERDAM,NL,ELK,KVB,14,100,100,100,50,1x25,8313,28.57,0,1.8,52.3633807,4.896258912
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LL,1017LL,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,80,3x25,5273,13.33,0,1.6,52.36269209,4.896305826
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LM,1017LM,AMSTERDAM,NL,ELK,KVB,10,100,100,100,50,3x25,2002,10,0,1.8,52.36121007,4.896417024
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LN,1017LN,AMSTERDAM,NL,ELK,KVB,12,100,91.67,100,58,3x25,4002,0,0,1.8,52.3608887,4.896434592
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LP,1017LP,AMSTERDAM,NL,ELK,KVB,28,100,85.71,100,43,3x25,3439,7.14,0,1.4,52.36021715,4.89648214
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LR,1017LR,AMSTERDAM,NL,ELK,KVB,15,100,100,100,67,3x25,3997,0,0,3,52.36426824,4.895614494
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LS,1017LS,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,61,3x25,4654,5.56,0,1.9,52.3634929,4.895658194
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LT,1017LT,AMSTERDAM,NL,ELK,KVB,17,100,100,100,53,3x25,3622,35.29,0,1.9,52.3626552,4.895715973
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LV,1017LV,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,78,3x25,3883,22.22,0,1.8,52.36206758,4.895771514
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LW,1017LW,AMSTERDAM,NL,ELK,KVB,14,100,100,100,50,1x25,2911,0,0,1.6,52.36104259,4.895841996
Liander N.V.,Liander N.V. (NW),Liander NW,Reguliersgracht,1017LX,1017LZ,AMSTERDAM,NL,ELK,KVB,23,100,95.65,100,57,3x25,5520,17.39,0,1.6,52.35973361,4.896070087
Liander N.V.,Liander N.V. (NW),Liander NW,Max Euweplein,1017MA,1017MA,AMSTERDAM,NL,ELK,KVB,34,100,97.06,100,74,3x25,7795,20.59,0,1.3,52.36221547,4.883189208
Liander N.V.,Liander N.V. (NW),Liander NW,Max Euweplein,1017MB,1017NA,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,42,3x25,12674,52.63,0,2.1,52.36708019,4.88595064
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsegracht,1017NB,1017NB,AMSTERDAM,NL,ELK,KVB,29,100,89.66,100,55,3x25,3692,6.9,0,1.5,52.36641513,4.884052217
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsegracht,1017NC,1017NC,AMSTERDAM,NL,ELK,KVB,14,100,100,100,57,1x25,3384,0,0,1.3,52.36583913,4.882425553
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsegracht,1017ND,1017ND,AMSTERDAM,NL,ELK,KVB,25,100,96,100,64,3x25,6044,20,0,2.6,52.36524725,4.8808448
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NE,1017NE,AMSTERDAM,NL,ELK,KVB,27,100,77.78,100,52,3x25,8175,14.81,0,3.1,52.36452522,4.883917356
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NG,1017NG,AMSTERDAM,NL,ELK,KVB,46,100,89.13,100,46,1x25,10458,26.09,0,3.1,52.36409435,4.884558622
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NH,1017NH,AMSTERDAM,NL,ELK,KVB,70,100,85.71,100,50,1x25,4419,12.86,0,2.1,52.36347497,4.885478889
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NJ,1017NJ,AMSTERDAM,NL,ELK,KVB,34,100,91.18,100,44,1x25,2338,5.88,0,2.3,52.36297198,4.886223486
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NK,1017NK,AMSTERDAM,NL,ELK,KVB,29,100,100,100,76,1x25,2427,6.9,0,2.5,52.36256336,4.886819255
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NL,1017NL,AMSTERDAM,NL,ELK,KVB,80,100,86.25,100,54,1x35,2259,3.75,0,1.8,52.36531309,4.88244644
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NM,1017NM,AMSTERDAM,NL,ELK,KVB,50,100,96,100,70,1x25,8561,14,0,2.6,52.36449164,4.883676955
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NN,1017NN,AMSTERDAM,NL,ELK,KVB,52,100,96.15,100,48,1x25,7891,9.62,0,2.4,52.36358742,4.885018116
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NP,1017NP,AMSTERDAM,NL,ELK,KVB,44,100,97.73,100,59,1x25,2221,6.82,0,2.5,52.36289461,4.886023347
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Leidsedwarsstraat,1017NR,1017NR,AMSTERDAM,NL,ELK,KVB,30,100,93.33,100,50,1x25,1815,0,0,3.1,52.36245363,4.886686
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017NS,1017NT,AMSTERDAM,NL,ELK,KVB,19,100,100,100,21,3x50,35607,73.68,0,2.2,52.36621182,4.887161229
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017NV,1017NV,AMSTERDAM,NL,ELK,KVB,18,100,100,100,39,3x25,25623,66.67,0,1.7,52.3655928,4.885863607
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017NX,1017NX,AMSTERDAM,NL,ELK,KVB,14,100,100,100,29,3x25,33346,64.29,0,2.2,52.36512754,4.884896352
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017NZ,1017PA,AMSTERDAM,NL,ELK,KVB,18,100,100,100,44,3x25,35091,66.67,0,2.2,52.36658881,4.887575541
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017PB,1017PB,AMSTERDAM,NL,ELK,KVB,14,100,85.71,100,36,3x25,18533,71.43,0,1.7,52.36631173,4.886976958
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017PC,1017PC,AMSTERDAM,NL,ELK,KVB,15,100,86.67,100,53,3x25,20352,53.33,0,2.1,52.36566484,4.88560233
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017PD,1017PD,AMSTERDAM,NL,ELK,KVB,12,100,100,100,25,1x25,15969,41.67,0,1.9,52.365323,4.884880853
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017PE,1017PE,AMSTERDAM,NL,ELK,KVB,11,100,100,100,45,3x25,31141,45.45,0,1.9,52.36480032,4.883798261
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsestraat,1017PG,1017PG,AMSTERDAM,NL,ELK,KVB,13,100,84.62,100,31,3x35,17130,53.85,0,2.1,52.36457261,4.883321832
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1017PH,1017PH,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,90,3x25,7136,23.81,0,2.1,52.36493994,4.881679096
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1017PJ,1017PJ,AMSTERDAM,NL,ELK,KVB,27,100,88.89,100,70,3x25,8963,22.22,0,3.5,52.36484222,4.880749855
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1017PK,1017PK,AMSTERDAM,NL,ELK,KVB,10,100,60,100,50,3x25,10238,20,0,3.3,52.3644579,4.881260739
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1017PL,1017PL,AMSTERDAM,NL,ELK,KVB,35,100,57.14,100,63,3x25,3024,14.29,0,3.2,52.36467519,4.88047165
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekade,1017PM,1017PM,AMSTERDAM,NL,ELK,KVB,19,100,100,100,63,3x25,6685,15.79,0,2.5,52.36472371,4.879827417
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekade,1017PN,1017PN,AMSTERDAM,NL,ELK,KVB,45,100,84.44,100,42,1x25,5611,13.33,0,1.8,52.36409592,4.880448274
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekade,1017PP,1017PP,AMSTERDAM,NL,ELK,KVB,14,100,100,100,43,3x25,4633,28.57,0,1.5,52.36304066,4.881922488
Liander N.V.,Liander N.V. (NW),Liander NW,Leidseplein,1017PR,1017PR,AMSTERDAM,NL,ELK,KVB,12,100,83.33,100,42,3x35,10794,33.33,0,2.1,52.36423684,4.883468529
Liander N.V.,Liander N.V. (NW),Liander NW,Leidseplein,1017PS,1017PS,AMSTERDAM,NL,ELK,KVB,33,100,87.88,100,55,3x25,15068,45.45,0,2.3,52.36371032,4.882760015
Liander N.V.,Liander N.V. (NW),Liander NW,Leidseplein,1017PT,1017PT,AMSTERDAM,NL,ELK,KVB,33,100,87.88,100,27,3x25,25462,48.48,0,1.9,52.36452907,4.882543258
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017PV,1017PV,AMSTERDAM,NL,ELK,KVB,35,100,100,100,57,1x35,3806,5.71,0,2.6,52.36524944,4.88199964
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017PW,1017PW,AMSTERDAM,NL,ELK,KVB,30,100,100,100,30,1x35,22201,30,0,1.7,52.36456964,4.882983502
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017PX,1017PX,AMSTERDAM,NL,ELK,KVB,35,100,97.14,100,29,3x25,13661,22.86,0,2,52.36370623,4.884221585
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017PZ,1017PZ,AMSTERDAM,NL,ELK,KVB,35,100,85.71,100,49,3x25,10204,22.86,0,3,52.3631017,4.885103436
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017RA,1017RA,AMSTERDAM,NL,ELK,KVB,25,100,100,100,56,1x25,2750,4,0,2,52.36275025,4.885616742
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017RB,1017RB,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,27,3x25,4555,3.85,0,2.9,52.36251128,4.885958212
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017RC,1017RC,AMSTERDAM,NL,ELK,KVB,27,100,81.48,100,63,3x25,7849,25.93,0,2.2,52.36465548,4.882579797
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Leidsedwarsstraat,1017RD,1017RD,AMSTERDAM,NL,ELK,KVB,40,100,97.5,100,40,3x25,5715,20,0,2.4,52.36296414,4.88500263
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekruisstraat,1017RE,1017RE,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,62,3x25,9434,24.14,0,3.3,52.36355801,4.885159995
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekruisstraat,1017RG,1017RG,AMSTERDAM,NL,ELK,KVB,18,100,72.22,100,78,3x25,4997,16.67,0,2.6,52.36324352,4.884607787
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekruisstraat,1017RH,1017RH,AMSTERDAM,NL,ELK,KVB,19,100,89.47,100,37,3x25,11817,36.84,0,2.7,52.36382883,4.885334657
Liander N.V.,Liander N.V. (NW),Liander NW,Leidsekruisstraat,1017RJ,1017RJ,AMSTERDAM,NL,ELK,KVB,41,100,90.24,100,32,1x35,8840,9.76,0,2.4,52.36342252,4.884617418
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1017RK,1017RK,AMSTERDAM,NL,ELK,KVB,35,100,97.14,100,49,3x25,9281,14.29,0,1.7,52.36288426,4.884786681
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1017RL,1017RL,AMSTERDAM,NL,ELK,KVB,40,100,97.5,100,55,3x25,4748,15,0,1.5,52.36233666,4.885992198
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1017RM,1017RM,AMSTERDAM,NL,ELK,KVB,35,100,100,100,60,1x25,4091,11.43,0,1.4,52.36161762,4.887431706
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1017RN,1017RN,AMSTERDAM,NL,ELK,KVB,33,100,96.97,100,64,3x25,2670,15.15,0,1.7,52.3610324,4.888627739
Liander N.V.,Liander N.V. (NW),Liander NW,Kleine-Gartmanplantsoen,1017RP,1017RP,AMSTERDAM,NL,ELK,KVB,32,100,65.63,100,47,3x25,21247,43.75,0,1.8,52.36344848,4.883643783
Liander N.V.,Liander N.V. (NW),Liander NW,Kleine Gartmanplantsoen,1017RR,1017RR,AMSTERDAM,NL,ELK,KVB,14,100,100,100,50,3x25,5420,50,0,1.6,52.36283793,4.883254015
Liander N.V.,Liander N.V. (NW),Liander NW,Zieseniskade,1017RS,1017RS,AMSTERDAM,NL,ELK,KVB,29,100,86.21,100,69,1x25,2597,0,0,1.4,52.36208703,4.885398325
Liander N.V.,Liander N.V. (NW),Liander NW,Zieseniskade,1017RT,1017RT,AMSTERDAM,NL,ELK,KVB,25,100,68,100,48,3x25,5435,20,0,1.9,52.36170328,4.886181667
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017RV,1017RV,AMSTERDAM,NL,ELK,KVB,56,100,94.64,100,80,1x25,5095,7.14,0,1.1,52.36248587,4.884277147
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017RW,1017RW,AMSTERDAM,NL,ELK,KVB,33,100,87.88,100,52,3x25,4249,12.12,0,2.3,52.36181347,4.885572465
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017RX,1017RX,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,50,3x25,14074,25,0,2,52.3614809,4.886273254
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017RZ,1017RZ,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,60,3x25,10175,40,0,2.3,52.36112535,4.887203204
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017SB,1017SC,AMSTERDAM,NL,ELK,KVB,44,100,88.64,100,73,3x25,10818,25,0,2.4,52.3602769,4.888920278
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017SE,1017SE,AMSTERDAM,NL,ELK,KVB,46,100,100,100,67,1x25,3956,8.7,0,1.3,52.3598673,4.889976169
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017SG,1017SG,AMSTERDAM,NL,ELK,KVB,31,100,87.1,100,61,3x25,13103,45.16,0,1.8,52.3616066,4.885272071
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringschans,1017SH,1017SH,AMSTERDAM,NL,ELK,KVB,52,100,100,100,92,1x25,2305,1.92,0,1.6,52.35963765,4.889690372
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringplantsoen,1017SJ,1017SJ,AMSTERDAM,NL,ELK,KVB,19,100,100,100,79,1x25,3302,5.26,0,1.4,52.35960727,4.889225799
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringplantsoen,1017SK,1017SK,AMSTERDAM,NL,ELK,KVB,27,100,96.3,100,74,1x25,3030,14.81,0,2.3,52.35935429,4.889785233
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringstraat,1017SL,1017SL,AMSTERDAM,NL,ELK,KVB,28,100,96.43,100,57,1x25,3234,10.71,0,1.4,52.36196133,4.889092659
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringstraat,1017SM,1017SM,AMSTERDAM,NL,ELK,KVB,24,100,75,100,54,3x25,3109,4.17,0,2.9,52.36113965,4.888796262
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringstraat,1017SN,1017SN,AMSTERDAM,NL,ELK,KVB,32,100,96.88,100,69,1x25,2493,0,0,1.4,52.36187222,4.888858333
Liander N.V.,Liander N.V. (NW),Liander NW,Weteringstraat,1017SP,1017SP,AMSTERDAM,NL,ELK,KVB,33,100,96.97,100,67,1x25,4818,6.06,0,1.7,52.36101115,4.888424004
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Weteringdwstr,1017SR,1017SR,AMSTERDAM,NL,ELK,KVB,36,100,94.44,100,75,1x25,2149,5.56,0,1.3,52.36162319,4.888284925
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Weteringdwstr,1017ST,1017ST,AMSTERDAM,NL,ELK,KVB,59,100,84.75,100,53,1x25,2546,5.08,0,1.7,52.36146353,4.889632525
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Weteringdwstr,1017SV,1017SV,AMSTERDAM,NL,ELK,KVB,40,100,85,100,50,3x25,2089,5,0,1.7,52.36136607,4.890441001
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Weteringdwstr,1017SW,1017SW,AMSTERDAM,NL,ELK,KVB,18,100,77.78,100,50,1x25,3539,5.56,0,1.7,52.36147004,4.888423277
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Weteringdwstr,1017SX,1017SX,AMSTERDAM,NL,ELK,KVB,52,100,88.46,100,71,1x25,1629,0,0,1.5,52.3613168,4.889675356
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Weteringdwstr,1017SZ,1017SZ,AMSTERDAM,NL,ELK,KVB,13,100,100,100,69,1x25,2106,7.69,0,1.4,52.36121849,4.890515692
Liander N.V.,Liander N.V. (NW),Liander NW,Derde Weteringdwarsstraa,1017TA,1017TA,AMSTERDAM,NL,ELK,KVB,36,100,61.11,100,58,3x25,2547,0,0,2,52.3611629,4.889402925
Liander N.V.,Liander N.V. (NW),Liander NW,Derde Weteringdwarsstraa,1017TB,1017TB,AMSTERDAM,NL,ELK,KVB,27,100,96.3,100,74,1x25,2414,3.7,0,1.4,52.36107227,4.890238363
Liander N.V.,Liander N.V. (NW),Liander NW,Derde Weteringdwarsstraa,1017TC,1017TC,AMSTERDAM,NL,ELK,KVB,56,100,75,100,45,3x25,5277,7.14,0,2.3,52.36099178,4.889784846
Liander N.V.,Liander N.V. (NW),Liander NW,Fokke Simonszstraat,1017TD,1017TD,AMSTERDAM,NL,ELK,KVB,40,100,97.5,100,58,1x25,2509,2.5,0,1.8,52.36049373,4.892370507
Liander N.V.,Liander N.V. (NW),Liander NW,Fokke Simonszstraat,1017TE,1017TE,AMSTERDAM,NL,ELK,KVB,51,100,94.12,100,49,1x25,2268,1.96,0,1.8,52.360324,4.894347182
Liander N.V.,Liander N.V. (NW),Liander NW,Fokke Simonszstraat,1017TG,1017TG,AMSTERDAM,NL,ELK,KVB,62,100,95.16,100,66,1x25,2519,1.61,0,1.6,52.36036713,4.892054836
Liander N.V.,Liander N.V. (NW),Liander NW,Fokke Simonszstraat,1017TH,1017TH,AMSTERDAM,NL,ELK,KVB,32,100,81.25,100,44,1x25,1759,0,0,2.3,52.36029332,4.892920832
Liander N.V.,Liander N.V. (NW),Liander NW,Fokke Simonszstraat,1017TJ,1017TJ,AMSTERDAM,NL,ELK,KVB,29,100,100,100,90,1x25,1465,3.45,0,1.3,52.36022522,4.893640436
Liander N.V.,Liander N.V. (NW),Liander NW,Fokke Simonszstraat,1017TK,1017TK,AMSTERDAM,NL,ELK,KVB,61,100,96.72,100,67,1x25,1857,0,0,1.5,52.36010278,4.895178376
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringdwstr,1017TL,1017TL,AMSTERDAM,NL,ELK,KVB,35,100,97.14,100,89,1x25,5246,2.86,0,1.1,52.36205015,4.888431799
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringdwstr,1017TM,1017TM,AMSTERDAM,NL,ELK,KVB,40,100,100,100,48,1x25,1944,0,0,1.5,52.36184993,4.889877992
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringdwstr,1017TN,1017TN,AMSTERDAM,NL,ELK,KVB,47,100,95.74,100,51,1x25,2704,10.64,0,1.6,52.36183159,4.888824152
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringdwstr,1017TP,1017TP,AMSTERDAM,NL,ELK,KVB,55,100,78.18,100,53,1x25,3177,12.73,0,1.8,52.36164322,4.890247549
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Weteringdwstr,1017TP,1017TP,AMSTERDAM,NL,ELK,KVB,55,100,78.18,100,53,1x25,3177,12.73,0,1.8,52.36164322,4.890247549,52.35371507,4.900906947
Liander N.V.,Liander N.V. (NW),Liander NW,Noorderstraat,1017TR,1017TR,AMSTERDAM,NL,ELK,KVB,62,100,88.71,100,50,1x25,3895,3.23,0,1.8,52.3614473,4.892673117
Liander N.V.,Liander N.V. (NW),Liander NW,Noorderstraat,1017TS,1017TS,AMSTERDAM,NL,ELK,KVB,18,100,100,100,83,1x25,1950,0,0,1.1,52.3612891,4.89376709
Liander N.V.,Liander N.V. (NW),Liander NW,Noorderstraat,1017TT,1017TT,AMSTERDAM,NL,ELK,KVB,48,97.92,95.83,100,56,1x25,2904,8.33,0,1.7,52.36113278,4.894936263
Liander N.V.,Liander N.V. (NW),Liander NW,Noorderstraat,1017TV,1017TV,AMSTERDAM,NL,ELK,KVB,23,100,82.61,100,52,3x25,3364,4.35,0,1.5,52.36119471,4.893524401
Liander N.V.,Liander N.V. (NW),Liander NW,Noorderstraat,1017TW,1017TW,AMSTERDAM,NL,ELK,KVB,38,100,97.37,100,58,1x25,2661,5.26,0,1.6,52.36095485,4.895248839
Liander N.V.,Liander N.V. (NW),Liander NW,Noorderdwarsstraat,1017TX,1017TX,AMSTERDAM,NL,ELK,KVB,32,100,78.13,100,47,3x25,1947,0,0,1.9,52.3614043,4.893890595
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Looiersdwstr,1017TZ,1017TZ,AMSTERDAM,NL,ELK,KVB,13,100,100,100,85,1x25,10121,7.69,0,1.5,52.36101864,4.893834128
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Looiersstraat,1017VA,1017VA,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,55,1x25,5041,10.34,0,1.4,52.36082096,4.892526511
Liander N.V.,Liander N.V. (ZW),Liander NW,Nieuwe Looiersstraat,1017VB,1017VB,AMSTERDAM,NL,ELK,KVB,23,100,82.61,100,52,3x25,3722,8.7,0,2.4,52.36053019,4.895196593
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Looiersstraat,1017VC,1017VD,AMSTERDAM,NL,ELK,KVB,48,100,95.83,100,75,1x25,2720,6.25,0,1.4,52.36064958,4.892788756
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Looiersstraat,1017VE,1017VE,AMSTERDAM,NL,ELK,KVB,34,100,88.24,100,62,1x25,2306,0,0,1.1,52.36049737,4.894097267
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Looiersstraat,1017VG,1017VG,AMSTERDAM,NL,ELK,KVB,27,100,81.48,100,56,1x25,3782,3.7,0,1.4,52.36032465,4.895396079
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VH,1017VH,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,62,3x25,7890,23.08,15.38,3.2,52.36473228,4.89808929
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VJ,1017VJ,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,37,3x25,16800,46.67,13.33,1.8,52.3635941,4.898519489
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VK,1017VK,AMSTERDAM,NL,ELK,KVB,40,100,95,100,60,3x25,6790,32.5,15,2.4,52.36283192,4.898814383
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VL,1017VL,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,39,1x25,19152,33.33,5.56,1.9,52.36216731,4.899059999
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VM,1017VM,AMSTERDAM,NL,ELK,KVB,21,100,90.48,100,52,3x25,14461,52.38,9.52,2.6,52.36144658,4.89934548
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VN,1017VN,AMSTERDAM,NL,ELK,KVB,40,100,87.5,100,43,3x25,10522,32.5,5,2.5,52.36525903,4.897613395
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VP,1017VP,AMSTERDAM,NL,ELK,KVB,32,100,93.75,100,41,3x25,8095,34.38,12.5,2.5,52.36384645,4.89815771
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VR,1017VR,AMSTERDAM,NL,ELK,KVB,22,100,100,100,59,3x25,11642,36.36,13.64,2.5,52.36287828,4.898532015
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VS,1017VS,AMSTERDAM,NL,ELK,KVB,29,100,89.66,100,55,3x25,11935,27.59,17.24,2.6,52.36218575,4.898804727
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VT,1017VT,AMSTERDAM,NL,ELK,KVB,37,100,97.3,100,35,1x25,18340,45.95,5.41,1.5,52.35333199,4.883360447
Liander N.V.,Liander N.V. (NW),Liander NW,Utrechtsestraat,1017VT,1017VT,AMSTERDAM,NL,ELK,KVB,37,100,97.3,100,35,1x25,18340,45.95,5.41,1.5,52.35333199,4.883360447,52.36139558,4.899104763
Liander N.V.,Liander N.V. (NW),Liander NW,Falckstraat,1017VV,1017VV,AMSTERDAM,NL,ELK,KVB,55,100,90.91,100,53,3x25,4736,23.64,1.82,2.2,52.36068563,4.897261169
Liander N.V.,Liander N.V. (NW),Liander NW,Falckstraat,1017VW,1017VW,AMSTERDAM,NL,ELK,KVB,27,100,100,100,44,1x25,4453,7.41,0,1.2,52.36013457,4.897036506
