MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aan,,,,,longitude,latitude 
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Achterburgwal,1012DS,1012DS,AMSTERDAM,NL,ELK,KVB,28,100,100,100,96,3x25,12447,14.29,0,1.2,52.37276697,4.897954046
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Achterburgwal,1012DT,1012DT,AMSTERDAM,NL,ELK,KVB,14,100,100,100,71,3x25,11954,42.86,0,1.7,52.37223899,4.89739295
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Achterburgwal,1012DV,1012DV,AMSTERDAM,NL,ELK,KVB,31,100,90.32,100,81,3x25,6533,25.81,0,1.9,52.37183455,4.896994374
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Achterburgwal,1012DW,1012DW,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,80,3x25,5151,0,0,1.6,52.37136194,4.896484828
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Achterburgwal,1012DX,1012DX,AMSTERDAM,NL,ELK,KVB,18,100,100,100,100,3x25,3461,11.11,0,1.3,52.37000084,4.895265557
Liander N.V.,Liander N.V. (NW),Liander NW,Vredenburgersteeg,1012DZ,1012EA,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,79,3x25,4855,21.05,0,1.4,52.37458737,4.899855169
Liander N.V.,Liander N.V. (NW),Liander NW,Oudekennissteeg,1012EB,1012EB,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,94,3x25,7475,6.25,0,1.3,52.37380012,4.899000352
Liander N.V.,Liander N.V. (NW),Liander NW,Stoofsteeg,1012EC,1012EC,AMSTERDAM,NL,ELK,KVB,16,100,100,100,88,3x25,11882,25,0,1.6,52.37252168,4.897355953
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Doelenstraat,1012ED,1012ED,AMSTERDAM,NL,ELK,KVB,22,100,100,100,82,3x25,18973,40.91,0,1.6,52.37161387,4.896435666
Liander N.V.,Liander N.V. (NW),Liander NW,Prinsenhofssteeg,1012EE,1012EG,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,95,3x25,2218,5.26,0,1.5,52.37036221,4.895279903
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EH,1012EH,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,90,3x25,10523,16.67,0,1.6,52.37492683,4.89997261
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EJ,1012EJ,AMSTERDAM,NL,ELK,KVB,34,100,88.24,100,91,3x25,7196,17.65,0,1.9,52.3744325,4.899449692
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EK,1012EK,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,100,3x25,5389,10.53,0,1.9,52.37398681,4.898905274
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EL,1012EL,AMSTERDAM,NL,ELK,KVB,21,100,85.71,100,67,3x25,10030,28.57,0,1.6,52.37362153,4.898462441
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EM,1012EM,AMSTERDAM,NL,ELK,KVB,22,100,100,100,82,3x25,4445,13.64,0,1.2,52.37325799,4.897979158
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EN,1012EN,AMSTERDAM,NL,ELK,KVB,14,100,100,100,86,3x25,4555,0,0,1.5,52.37310353,4.897776298
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EP,1012EP,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,88,3x25,4808,18.75,0,1.6,52.3728993,4.897522971
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012ER,1012ER,AMSTERDAM,NL,ELK,KVB,13,100,92.31,100,92,3x25,4619,30.77,0,1.9,52.37267279,4.897232673
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012ES,1012ES,AMSTERDAM,NL,ELK,KVB,34,100,97.06,100,91,3x25,5748,20.59,0,1.5,52.37232459,4.896867138
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012ET,1012ET,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,78,3x25,8728,16.67,0,1.3,52.3720593,4.896522091
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EV,1012EV,AMSTERDAM,NL,ELK,KVB,10,100,80,100,90,3x25,4777,30,0,1.8,52.37191369,4.896358505
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EW,1012EW,AMSTERDAM,NL,ELK,KVB,37,100,89.19,100,86,3x25,6199,16.22,0,1.3,52.37155953,4.895894286
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EX,1012EX,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,82,3x25,4695,27.27,0,1.3,52.3703335,4.894955702
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012EZ,1012EZ,AMSTERDAM,NL,ELK,KVB,22,100,86.36,100,77,3x25,7454,36.36,0,1.8,52.36972356,4.894761718
Liander N.V.,Liander N.V. (NW),Liander NW,Grimburgwal,1012GA,1012GA,AMSTERDAM,NL,ELK,KVB,12,100,100,100,92,3x25,7427,41.67,0,1.4,52.3693594,4.893605376
Liander N.V.,Liander N.V. (NW),Liander NW,Langebrugsteeg,1012GB,1012GB,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,71,3x25,10500,52.94,0,1.7,52.36932927,4.893037466
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Turfmarkt,1012GC,1012GC,AMSTERDAM,NL,ELK,KVB,10,100,70,100,60,3x25,17258,60,0,2,52.36821952,4.893583493
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GD,1012GD,AMSTERDAM,NL,ELK,KVB,53,100,94.34,100,96,3x25,3718,11.32,0,2.1,52.37548124,4.899706854
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GE,1012GE,AMSTERDAM,NL,ELK,KVB,33,100,93.94,100,82,3x25,9001,24.24,0,1.7,52.37473266,4.89898761
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GG,1012GG,AMSTERDAM,NL,ELK,KVB,10,100,80,100,70,3x25,18612,30,0,2.3,52.37375718,4.89777905
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GH,1012GH,AMSTERDAM,NL,ELK,KVB,78,100,66.67,100,95,3x25,4568,8.97,0,2.1,52.37303215,4.896507046
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GH,1012GH,AMSTERDAM,NL,ELK,KVB,78,100,66.67,100,95,3x25,4568,8.97,0,2.1,52.37303215,4.896507046,52.37321579,4.89700463
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GJ,1012GJ,AMSTERDAM,NL,ELK,KVB,38,100,94.74,100,92,3x25,7792,15.79,0,1.2,52.37238604,4.89602545
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GK,1012GK,AMSTERDAM,NL,ELK,KVB,31,100,77.42,100,90,3x25,10670,25.81,0,1.9,52.37174399,4.895300701
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Pietershalsteeg,1012GL,1012GL,AMSTERDAM,NL,ELK,KVB,44,100,93.18,100,93,3x25,3985,13.64,0,1.8,52.37102991,4.894690041
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Pietershalsteeg,1012GL,1012GL,AMSTERDAM,NL,ELK,KVB,44,100,93.18,100,93,3x25,3985,13.64,0,1.8,52.37102991,4.894690041,52.37126276,4.894268143
Liander N.V.,Liander N.V. (NW),Liander NW,Oudezijds Voorburgwal,1012GM,1012GM,AMSTERDAM,NL,ELK,KVB,26,100,100,100,92,3x25,4175,19.23,0,1.6,52.36963424,4.894040934
Liander N.V.,Liander N.V. (NW),Liander NW,Wijngaardsstraatje,1012GN,1012GP,AMSTERDAM,NL,ELK,KVB,23,100,91.3,100,83,3x25,8015,8.7,0,1.2,52.37564715,4.899272872
Liander N.V.,Liander N.V. (NW),Liander NW,Heintje Hoekssteeg,1012GR,1012GR,AMSTERDAM,NL,ELK,KVB,47,100,97.87,100,100,3x25,4060,2.13,0,1.2,52.37532384,4.898832159
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Niezel,1012GS,1012GS,AMSTERDAM,NL,ELK,KVB,30,100,90,100,67,3x25,17146,26.67,0,1.8,52.37505281,4.89865852
Liander N.V.,Liander N.V. (NW),Liander NW,Lange Niezel,1012GT,1012GT,AMSTERDAM,NL,ELK,KVB,32,100,100,100,81,3x25,14891,25,0,1.8,52.37493742,4.898622767
Liander N.V.,Liander N.V. (NW),Liander NW,Enge Kerksteeg,1012GV,1012GW,AMSTERDAM,NL,ELK,KVB,17,100,100,100,94,3x25,6322,5.88,0,1,52.37438533,4.897040622
Liander N.V.,Liander N.V. (NW),Liander NW,Oudekerksplein,1012GX,1012GX,AMSTERDAM,NL,ELK,KVB,10,100,80,100,70,3x25,2706,10,0,2.3,52.37430309,4.897793006
Liander N.V.,Liander N.V. (NW),Liander NW,Oudekerksplein,1012GZ,1012GZ,AMSTERDAM,NL,ELK,KVB,42,100,100,100,95,3x25,5158,14.29,0,1.2,52.37449887,4.897632772
Liander N.V.,Liander N.V. (NW),Liander NW,Oudekerksplein,1012HA,1012HA,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,94,3x25,5171,29.41,0,1.6,52.37392916,4.897549321
Liander N.V.,Liander N.V. (NW),Liander NW,Trompetterssteeg,1012HB,1012HC,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,65,3x25,11858,35.29,0,1.9,52.37393016,4.897133659
Liander N.V.,Liander N.V. (NW),Liander NW,Dollebegijnensteeg,1012HD,1012HE,AMSTERDAM,NL,ELK,KVB,46,100,65.22,100,93,3x25,3027,6.52,0,2.8,52.37366786,4.896909486
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Jansstraat,1012HG,1012HG,AMSTERDAM,NL,ELK,KVB,59,100,74.58,100,86,3x25,2634,3.39,0,2.4,52.37294918,4.896107625
Liander N.V.,Liander N.V. (NW),Liander NW,Pijlsteeg,1012HH,1012HH,AMSTERDAM,NL,ELK,KVB,19,100,100,100,95,3x25,4728,10.53,0,1.2,52.37229379,4.895335165
Liander N.V.,Liander N.V. (NW),Liander NW,Steenhouwerssteeg,1012HJ,1012HL,AMSTERDAM,NL,ELK,KVB,67,100,94.03,100,91,3x25,2923,7.46,0,1.9,52.37171685,4.894461659
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Pieterspoortsteeg,1012HM,1012HM,AMSTERDAM,NL,ELK,KVB,19,100,100,100,95,3x25,9701,15.79,0,1.8,52.3714445,4.894320113
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Barberenstraat,1012HP,1012HT,AMSTERDAM,NL,ELK,KVB,37,100,89.19,100,81,3x25,18293,35.14,0,2,52.37597122,4.899223252
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012HV,1012HW,AMSTERDAM,NL,ELK,KVB,36,100,100,100,81,3x25,21724,38.89,0,1.5,52.37528489,4.898219884
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012HX,1012HX,AMSTERDAM,NL,ELK,KVB,16,100,100,100,81,3x25,16482,43.75,0,1.7,52.3749774,4.89778473
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012HZ,1012HZ,AMSTERDAM,NL,ELK,KVB,11,100,90.91,100,73,3x25,28805,27.27,0,1.9,52.37462673,4.897232226
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JA,1012JA,AMSTERDAM,NL,ELK,KVB,27,100,100,100,81,3x25,16057,25.93,0,1.3,52.37415919,4.89662894
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JB,1012JB,AMSTERDAM,NL,ELK,KVB,40,100,72.5,100,90,3x25,6351,7.5,0,3.9,52.37369876,4.895956241
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JC,1012JD,AMSTERDAM,NL,ELK,KVB,41,100,97.56,100,80,3x25,19018,21.95,0,1.9,52.37609357,4.899076913
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JE,1012JE,AMSTERDAM,NL,ELK,KVB,19,100,100,100,84,3x25,12161,15.79,0,1.2,52.37575516,4.898615367
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JG,1012JG,AMSTERDAM,NL,ELK,KVB,30,100,93.33,100,90,3x25,11578,30,0,2,52.37535653,4.898033489
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JH,1012JH,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,68,3x25,12211,26.32,0,1.5,52.37479772,4.897218289
Liander N.V.,Liander N.V. (NW),Liander NW,Warmoesstraat,1012JJ,1012JL,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,55,3x25,33594,63.64,0,2,52.37225667,4.894920419
Liander N.V.,Liander N.V. (NW),Liander NW,Damstraat,1012JM,1012JM,AMSTERDAM,NL,ELK,KVB,38,100,94.74,100,58,3x25,29880,55.26,0,2.4,52.37212783,4.894784943
Liander N.V.,Liander N.V. (NW),Liander NW,Oudebrugsteeg,1012JN,1012JN,AMSTERDAM,NL,ELK,KVB,31,100,87.1,100,74,3x25,18215,51.61,0,2.1,52.37571128,4.896358171
Liander N.V.,Liander N.V. (NW),Liander NW,Oudebrugsteeg,1012JP,1012JP,AMSTERDAM,NL,ELK,KVB,22,100,86.36,100,77,3x25,20467,54.55,0,1.8,52.37556039,4.897066486
Liander N.V.,Liander N.V. (NW),Liander NW,Dam,1012JS,1012JS,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,53,3x25,16639,76.47,0,2.1,52.37281454,4.893944565
Liander N.V.,Liander N.V. (NW),Liander NW,Beursstraat,1012JT,1012JV,AMSTERDAM,NL,ELK,KVB,38,100,92.11,100,89,3x25,10762,26.32,0,1.7,52.37471873,4.896479209
Liander N.V.,Liander N.V. (NW),Liander NW,Beursplein,1012JW,1012KC,AMSTERDAM,NL,ELK,KVB,23,100,95.65,100,74,3x25,11043,26.09,0,1.5,52.37171045,4.893757732
Liander N.V.,Liander N.V. (NW),Liander NW,Nes,1012KD,1012KD,AMSTERDAM,NL,ELK,KVB,16,100,68.75,100,88,3x25,5910,31.25,0,1.9,52.37011824,4.893546934
Liander N.V.,Liander N.V. (NW),Liander NW,Nes,1012KE,1012KE,AMSTERDAM,NL,ELK,KVB,12,100,100,100,67,3x25,13994,33.33,0,2.3,52.3702378,4.893375069
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KK,1012KL,AMSTERDAM,NL,ELK,KVB,22,100,68.18,100,68,3x25,18421,31.82,0,1.6,52.37049637,4.893045574
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KM,1012KM,AMSTERDAM,NL,ELK,KVB,15,100,86.67,100,47,3x25,17316,40,0,2.1,52.36986367,4.892867848
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KN,1012KN,AMSTERDAM,NL,ELK,KVB,15,100,33.33,100,73,3x25,4659,66.67,0,2,52.36965979,4.892791508
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KP,1012KP,AMSTERDAM,NL,ELK,KVB,12,100,75,100,75,3x25,20813,50,0,2,52.36935798,4.892773895
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KR,1012KR,AMSTERDAM,NL,ELK,KVB,17,100,88.24,100,94,3x25,4883,41.18,0,1.5,52.37215984,4.892646168
Liander N.V.,Liander N.V. (NW),Liander NW,Spaarpotsteeg,1012KS,1012KS,AMSTERDAM,NL,ELK,KVB,11,100,81.82,100,55,3x25,21384,54.55,0,2.1,52.37181706,4.892486016
Liander N.V.,Liander N.V. (NW),Liander NW,Spaarpotsteeg,1012KS,1012KS,AMSTERDAM,NL,ELK,KVB,11,100,81.82,100,55,3x25,21384,54.55,0,2.1,52.37181706,4.892486016,52.3717694,4.892624089
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KT,1012KT,AMSTERDAM,NL,ELK,KVB,19,100,100,100,84,3x25,16777,42.11,0,1.8,52.37144951,4.892565983
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KV,1012KV,AMSTERDAM,NL,ELK,KVB,34,100,91.18,100,85,3x25,10305,35.29,0,2,52.37098421,4.892416501
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KW,1012KW,AMSTERDAM,NL,ELK,KVB,18,100,88.89,100,67,3x25,11799,33.33,0,1.5,52.37045458,4.892268044
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KW,1012KW,AMSTERDAM,NL,ELK,KVB,18,100,88.89,100,67,3x25,11799,33.33,0,1.5,52.37045458,4.892268044,52.37083364,4.891945117
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012KX,1012KZ,AMSTERDAM,NL,ELK,KVB,21,100,85.71,100,43,3x25,16629,66.67,0,2.3,52.36947619,4.891871764
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012LA,1012LB,AMSTERDAM,NL,ELK,KVB,26,100,76.92,100,69,3x25,8962,19.23,0,2.8,52.36871992,4.8918466
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012LC,1012LC,AMSTERDAM,NL,ELK,KVB,20,100,100,100,85,3x25,9710,25,0,1.6,52.36851009,4.892026119
Liander N.V.,Liander N.V. (NW),Liander NW,Rokin,1012LD,1012LE,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,45,3x25,9096,63.64,0,2.1,52.36791273,4.892582344
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LG,1012LG,AMSTERDAM,NL,ELK,KVB,23,100,78.26,100,61,3x25,16305,56.52,0,2.3,52.37685138,4.897626571
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LH,1012LH,AMSTERDAM,NL,ELK,KVB,17,100,64.71,100,47,3x25,32458,35.29,0,2,52.37657118,4.897259697
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LJ,1012LJ,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,75,3x25,16470,50,0,1.8,52.3762884,4.896909383
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LK,1012LK,AMSTERDAM,NL,ELK,KVB,30,100,90,100,67,3x25,16027,46.67,0,2.1,52.37575363,4.896129833
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LL,1012LL,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,36,3x25,43694,68.18,0,3,52.37531908,4.895486345
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LM,1012LM,AMSTERDAM,NL,ELK,KVB,24,100,100,100,79,3x25,11224,50,0,1.6,52.37479301,4.894915597
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LN,1012LP,AMSTERDAM,NL,ELK,KVB,20,100,100,100,45,3x25,14226,70,0,2.1,52.37556483,4.895674875
Liander N.V.,Liander N.V. (NW),Liander NW,Damrak,1012LN,1012LP,AMSTERDAM,NL,ELK,KVB,20,100,100,100,45,3x25,14226,70,0,2.1,52.37556483,4.895674875,52.37384398,4.893749327
Liander N.V.,Liander N.V. (NW),Liander NW,Haringpakkerssteeg,1012LR,1012LR,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,76,3x25,16880,33.33,0,2.6,52.37690897,4.897134713
Liander N.V.,Liander N.V. (NW),Liander NW,Karnemelksteeg,1012LS,1012LX,AMSTERDAM,NL,ELK,KVB,61,100,98.36,100,90,3x25,6104,14.75,0,1.7,52.3741809,4.893657963
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012LZ,1012LZ,AMSTERDAM,NL,ELK,KVB,42,100,90.48,100,86,3x25,9482,23.81,0,2.7,52.37863266,4.895123691
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MA,1012MA,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,85,3x25,10990,15.38,0,2.6,52.3781289,4.895728231
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MB,1012MB,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,73,3x25,20425,30.77,0,1.8,52.3772487,4.897175713
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MB,1012MB,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,73,3x25,20425,30.77,0,1.8,52.3772487,4.897175713,52.37743406,4.896529734
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MC,1012MC,AMSTERDAM,NL,ELK,KVB,28,100,96.43,100,79,3x25,12376,53.57,0,1.9,52.37673237,4.896592762
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MD,1012MD,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,77,3x25,11935,40.91,0,1.8,52.37613365,4.89587246
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012ME,1012ME,AMSTERDAM,NL,ELK,KVB,11,100,100,100,55,3x25,25511,72.73,0,2.3,52.37547868,4.895008751
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MG,1012MH,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,53,3x25,29241,56.67,0,1.8,52.3739783,4.893164561
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MG,1012MH,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,53,3x25,29241,56.67,0,1.8,52.3739783,4.893164561,52.3735884,4.893026727
Liander N.V.,Liander N.V. (NW),Liander NW,Ramskooi,1012MJ,1012MK,AMSTERDAM,NL,ELK,KVB,17,100,88.24,100,88,3x25,10117,23.53,0,1.6,52.37869453,4.89476558
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012ML,1012ML,AMSTERDAM,NL,ELK,KVB,35,100,100,100,91,3x25,12403,28.57,0,1.4,52.37824632,4.895348306
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MN,1012MN,AMSTERDAM,NL,ELK,KVB,15,100,100,100,80,3x25,14062,26.67,0,1.4,52.37795845,4.895672384
Liander N.V.,Liander N.V. (ZW),Liander NW,Nieuwendijk,1012MP,1012MR,AMSTERDAM,NL,ELK,KVB,36,100,97.22,100,69,3x25,21216,44.44,0,2,52.37670684,4.896322814
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MS,1012MS,AMSTERDAM,NL,ELK,KVB,34,100,70.59,100,41,3x25,19702,47.06,0,1.9,52.37580498,4.895134018
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwendijk,1012MT,1012NB,AMSTERDAM,NL,ELK,KVB,95,100,97.89,100,88,3x25,9467,22.11,0,1.4,52.37707533,4.896108266
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Jacobsstraat,1012NC,1012NC,AMSTERDAM,NL,ELK,KVB,55,100,92.73,100,91,3x25,4499,7.27,0,1.3,52.37648396,4.895289485
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Jacobsdwarsstraat,1012ND,1012NE,AMSTERDAM,NL,ELK,KVB,68,100,69.12,100,71,3x25,4082,7.35,0,2,52.37581787,4.893997721
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Nieuwstraat,1012NG,1012NG,AMSTERDAM,NL,ELK,KVB,74,100,97.3,100,99,3x25,4229,8.11,0,1.1,52.37526597,4.89328062
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Nieuwstraat,1012NH,1012NH,AMSTERDAM,NL,ELK,KVB,56,100,96.43,100,91,3x25,4897,3.57,0,1.5,52.37539105,4.894051901
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Nicolaasstraat,1012NJ,1012NJ,AMSTERDAM,NL,ELK,KVB,43,100,95.35,100,88,3x25,4003,11.63,0,1.7,52.37482549,4.892589825
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Nicolaasstraat,1012NK,1012NK,AMSTERDAM,NL,ELK,KVB,46,100,95.65,100,96,3x25,3013,10.87,0,1.3,52.37494287,4.892825991
Liander N.V.,Liander N.V. (NW),Liander NW,Gravenstraat,1012NL,1012NL,AMSTERDAM,NL,ELK,KVB,25,100,100,100,92,3x25,4469,20,0,2.8,52.37423258,4.892668286
Liander N.V.,Liander N.V. (NW),Liander NW,Gravenstraat,1012NM,1012NM,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,93,3x25,12326,35.71,0,2.2,52.37430755,4.892279711
Liander N.V.,Liander N.V. (NW),Liander NW,Eggertstraat,1012NN,1012NN,AMSTERDAM,NL,ELK,KVB,11,100,81.82,100,55,3x25,7646,36.36,0,1.4,52.37385205,4.892440608
Liander N.V.,Liander N.V. (NW),Liander NW,Dam,1012NP,1012NP,AMSTERDAM,NL,ELK,KVB,17,100,76.47,100,53,3x25,16768,52.94,0,2.1,52.37336317,4.892567235
Liander N.V.,Liander N.V. (NW),Liander NW,Wijde Kapelsteeg,1012NS,1012NV,AMSTERDAM,NL,ELK,KVB,15,100,100,100,67,3x25,7895,6.67,0,2.3,52.36952504,4.891634356
Liander N.V.,Liander N.V. (NW),Liander NW,Kalverstraat,1012NX,1012NX,AMSTERDAM,NL,ELK,KVB,13,100,84.62,100,54,3x25,39060,84.62,0,2.3,52.37198312,4.892126187
Liander N.V.,Liander N.V. (NW),Liander NW,Kalverstraat,1012NX,1012NX,AMSTERDAM,NL,ELK,KVB,13,100,84.62,100,54,3x25,39060,84.62,0,2.3,52.37198312,4.892126187,52.37146445,4.892345556
Liander N.V.,Liander N.V. (NW),Liander NW,Kalverstraat,1012NZ,1012NZ,AMSTERDAM,NL,ELK,KVB,12,100,83.33,100,42,3x63,35712,83.33,0,2.4,52.37097621,4.891918746
Liander N.V.,Liander N.V. (NW),Liander NW,Kalverstraat,1012PA,1012PA,AMSTERDAM,NL,ELK,KVB,11,100,90.91,100,36,3x50,45394,81.82,0,2.3,52.36966674,4.891314051
Liander N.V.,Liander N.V. (NW),Liander NW,Taksteeg,1012PB,1012PB,AMSTERDAM,NL,ELK,KVB,19,100,100,100,84,3x25,7241,26.32,0,1.4,52.36923668,4.891490273
Liander N.V.,Liander N.V. (NW),Liander NW,Kalverstraat,1012PC,1012PD,AMSTERDAM,NL,ELK,KVB,16,100,100,100,38,3x25,38011,56.25,0,1.9,52.37187138,4.891935733
Liander N.V.,Liander N.V. (NW),Liander NW,Kalverstraat,1012PE,1012PL,AMSTERDAM,NL,ELK,KVB,55,100,92.73,100,69,3x25,17592,45.45,0,2.1,52.3721005,4.891478165
Liander N.V.,Liander N.V. (NW),Liander NW,Sint Luciensteeg,1012PM,1012PM,AMSTERDAM,NL,ELK,KVB,29,100,93.1,100,97,3x25,11910,17.24,0,2.2,52.37065534,4.891033043
Liander N.V.,Liander N.V. (NW),Liander NW,Begijnensteeg,1012PN,1012PN,AMSTERDAM,NL,ELK,KVB,11,100,81.82,100,73,3x25,20132,9.09,0,2.6,52.36948974,4.89071458
