MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),"%_x000D_
Liander N.V.	Liander N.V. (NW)""",Liander NW,De Ruyterkade Steigers,1011AA,1011AB,AMSTERDAM,NL,ELK,KVB,33,100,51.52,100,27,3x25,13791,39.39,21.21,1.3,longitude,latitude
