MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aan,,,,
Liander N.V.,Liander N.V. (NW),Liander NW,Prins Hendrikkade,1011AT,1011AT,AMSTERDAM,NL,ELK,KVB,17,100,100,100,71,3x25,8217,58.82,0,2
Liander N.V.,Liander N.V. (NW),Liander NW,Prins Hendrikkade,1011AV,1011AV,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,56,3x25,4565,27.78,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Prins Hendrikkade,1011AW,1011AW,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,57,1x25,2760,9.52,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Buiten Bantammerstraat,1011AX,1011AX,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,53,3x25,3748,6.67,0,3.5
Liander N.V.,Liander N.V. (NW),Liander NW,Schippersstraat,1011AZ,1011AZ,AMSTERDAM,NL,ELK,KVB,14,100,100,100,43,1x50,3718,14.29,0,2.9
Liander N.V.,Liander N.V. (NW),Liander NW,Schippersstraat,1011BA,1011BA,AMSTERDAM,NL,ELK,KVB,10,100,30,100,40,3x25,2076,10,0,3.3
Liander N.V.,Liander N.V. (NW),Liander NW,Schippersstraat,1011BB,1011BC,AMSTERDAM,NL,ELK,KVB,23,100,95.65,100,61,3x25,3332,13.04,0,2.4
Liander N.V.,Liander N.V. (NW),Liander NW,Kalkmarkt,1011BD,1011BD,AMSTERDAM,NL,ELK,KVB,22,100,72.73,100,77,3x25,4484,0,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant AB,1011BE,1011BE,AMSTERDAM,NL,ELK,KVB,10,100,100,100,90,3x25,2677,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BG,1011BG,AMSTERDAM,NL,ELK,KVB,17,100,70.59,100,88,3x25,2379,11.76,0,2
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BH,1011BH,AMSTERDAM,NL,ELK,KVB,32,100,93.75,100,63,3x25,2834,15.63,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BJ,1011BJ,AMSTERDAM,NL,ELK,KVB,21,100,90.48,100,48,1x25,6798,23.81,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BK,1011BK,AMSTERDAM,NL,ELK,KVB,16,100,100,100,63,3x25,2633,0,0,2.4
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BL,1011BM,AMSTERDAM,NL,ELK,KVB,23,100,100,100,74,1x25,1784,0,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BN,1011BN,AMSTERDAM,NL,ELK,KVB,21,100,71.43,100,86,3x25,3041,0,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BP,1011BP,AMSTERDAM,NL,ELK,KVB,17,100,88.24,100,76,3x25,2368,5.88,0,2.8
Liander N.V.,Liander N.V. (NW),Liander NW,Binnenkant,1011BR,1011BR,AMSTERDAM,NL,ELK,KVB,15,100,100,100,53,1x25,2298,20,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Kromme Waal,1011BS,1011BS,AMSTERDAM,NL,ELK,KVB,26,100,76.92,100,62,3x25,2710,7.69,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kromme Waal,1011BT,1011BT,AMSTERDAM,NL,ELK,KVB,31,100,93.55,100,52,3x25,2634,3.23,0,2
Liander N.V.,Liander N.V. (NW),Liander NW,Kromme Waal,1011BV,1011BV,AMSTERDAM,NL,ELK,KVB,20,100,80,100,50,3x25,2882,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Kromme Waal,1011BW,1011BW,AMSTERDAM,NL,ELK,KVB,33,100,100,100,55,3x25,2845,6.06,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011BX,1011BX,AMSTERDAM,NL,ELK,KVB,22,100,100,100,100,1x25,1725,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011BZ,1011BZ,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,54,1x25,3934,7.14,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CA,1011CA,AMSTERDAM,NL,ELK,KVB,37,100,56.76,100,97,3x25,1834,0,0,2.5
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CB,1011CB,AMSTERDAM,NL,ELK,KVB,23,100,86.96,100,57,1x25,2618,0,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CC,1011CC,AMSTERDAM,NL,ELK,KVB,20,100,100,100,60,1x25,2586,5,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot  94 to,1011CD,1011CD,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,76,1x25,2064,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CE,1011CE,AMSTERDAM,NL,ELK,KVB,11,100,90.91,100,55,1x25,3146,0,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal AB,1011CG,1011CH,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,64,3x25,10749,14.29,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Binnen Bantammerstraat,1011CJ,1011CJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,81,1x25,5609,12.5,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Binnen Bantammerstraat,1011CK,1011CK,AMSTERDAM,NL,ELK,KVB,14,100,100,100,86,1x25,2205,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Binnen Bantammerstraat,1011CL,1011CL,AMSTERDAM,NL,ELK,KVB,10,100,100,100,80,1x25,1931,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Jonkerstraat,1011CM,1011CM,AMSTERDAM,NL,ELK,KVB,63,100,82.54,100,41,3x25,2413,4.76,0,2.5
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Ridderstraat,1011CN,1011CR,AMSTERDAM,NL,ELK,KVB,27,100,92.59,100,52,1x25,3774,7.41,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CS,1011CS,AMSTERDAM,NL,ELK,KVB,26,100,100,100,69,1x25,1878,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CT,1011CT,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,44,1x25,2691,0,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CV,1011CV,AMSTERDAM,NL,ELK,KVB,18,100,100,100,83,1x25,2178,5.56,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CW,1011CW,AMSTERDAM,NL,ELK,KVB,15,100,100,100,53,1x25,2211,0,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CX,1011CX,AMSTERDAM,NL,ELK,KVB,18,100,100,100,72,1x25,2667,0,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CZ,1011CZ,AMSTERDAM,NL,ELK,KVB,20,100,95,100,50,1x25,2473,0,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lastageweg,1011DB,1011DB,AMSTERDAM,NL,ELK,KVB,10,100,100,100,90,1x25,4829,10,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,J.W. Siebbeleshof,1011DC,1011EA,AMSTERDAM,NL,ELK,KVB,56,100,82.14,100,64,1x25,2873,8.93,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011EB,1011EB,AMSTERDAM,NL,ELK,KVB,24,100,100,100,88,1x25,1617,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011EC,1011EC,AMSTERDAM,NL,ELK,KVB,19,100,89.47,100,47,1x25,6403,21.05,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011ED,1011ED,AMSTERDAM,NL,ELK,KVB,14,100,100,100,86,1x25,2371,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Montelbaanstraat,1011EE,1011EE,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,1968,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Montelbaanstraat,1011EG,1011EG,AMSTERDAM,NL,ELK,KVB,22,100,90.91,100,82,1x25,1748,0,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EH,1011EH,AMSTERDAM,NL,ELK,KVB,37,100,97.3,100,76,1x25,3172,8.11,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EJ,1011EJ,AMSTERDAM,NL,ELK,KVB,45,100,88.89,100,42,1x25,5347,6.67,0,2
Liander N.V.,Liander N.V. (NW),Liander NW,geldersekd,1011EK,1011EK,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,58,1x25,6288,7.69,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EL,1011EL,AMSTERDAM,NL,ELK,KVB,47,100,87.23,100,57,1x25,3284,12.77,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EM,1011EM,AMSTERDAM,NL,ELK,KVB,23,100,91.3,100,48,1x25,6163,8.7,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EN,1011EN,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,70,1x25,7494,16.67,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Waalsteeg,1011ER,1011ER,AMSTERDAM,NL,ELK,KVB,10,100,100,100,40,1x25,3728,0,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Koningsstraat,1011ES,1011ET,AMSTERDAM,NL,ELK,KVB,42,100,97.62,100,57,1x25,5078,14.29,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Koningsstraat,1011EV,1011EW,AMSTERDAM,NL,ELK,KVB,47,100,100,100,53,3x25,3784,4.26,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsstraat,1011EX,1011EX,AMSTERDAM,NL,ELK,KVB,27,100,100,100,63,1x25,1918,7.41,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsstraat,1011EZ,1011EZ,AMSTERDAM,NL,ELK,KVB,13,100,69.23,100,54,3x25,2032,0,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsstraat,1011GA,1011GA,AMSTERDAM,NL,ELK,KVB,28,100,89.29,100,75,1x25,2384,14.29,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsdwarsstraat,1011GB,1011GC,AMSTERDAM,NL,ELK,KVB,21,100,76.19,100,48,1x25,1903,0,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Keizersstraat,1011GD,1011GD,AMSTERDAM,NL,ELK,KVB,52,100,98.08,100,56,1x35,2800,1.92,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Keizersstraat,1011GG,1011GG,AMSTERDAM,NL,ELK,KVB,22,100,100,100,86,1x25,1451,4.55,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Keizersstraat,1011GH,1011GH,AMSTERDAM,NL,ELK,KVB,24,100,100,100,67,1x25,1340,0,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Keizersdwarsstraat,1011GJ,1011GJ,AMSTERDAM,NL,ELK,KVB,18,100,100,100,78,1x25,2114,0,0,2.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kleersloot,1011GK,1011GL,AMSTERDAM,NL,ELK,KVB,91,100,95.6,100,62,1x25,1934,3.3,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Dijkstraat,1011GM,1011GM,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,86,1x25,2176,4.76,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Brandewijnsteeg,1011GN,1011GN,AMSTERDAM,NL,ELK,KVB,26,100,100,100,96,1x25,1654,3.85,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GP,1011GP,AMSTERDAM,NL,ELK,KVB,13,100,100,100,77,1x25,1263,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GR,1011GR,AMSTERDAM,NL,ELK,KVB,33,100,100,100,64,3x25,2134,9.09,0,2.8
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GS,1011GS,AMSTERDAM,NL,ELK,KVB,42,100,95.24,100,40,1x25,3958,11.9,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GT,1011GT,AMSTERDAM,NL,ELK,KVB,13,100,100,100,77,1x25,2827,7.69,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GV,1011GV,AMSTERDAM,NL,ELK,KVB,20,100,85,100,55,3x25,1927,10,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GW,1011GW,AMSTERDAM,NL,ELK,KVB,13,100,92.31,100,46,3x25,7286,7.69,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GX,1011GX,AMSTERDAM,NL,ELK,KVB,17,100,100,100,94,1x25,1341,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Snoekjesgracht,1011GZ,1011GZ,AMSTERDAM,NL,ELK,KVB,38,100,100,100,92,1x25,1534,2.63,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Snoekjesgracht  ab,1011HA,1011HB,AMSTERDAM,NL,ELK,KVB,224,100,99.11,100,62,1x25,4152,10.71,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HC,1011HC,AMSTERDAM,NL,ELK,KVB,40,100,85,100,70,1x25,2695,5,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HD,1011HD,AMSTERDAM,NL,ELK,KVB,21,100,100,100,86,1x25,5085,14.29,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HE,1011HE,AMSTERDAM,NL,ELK,KVB,19,100,100,100,53,1x25,5963,5.26,0,2.1
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HG,1011HG,AMSTERDAM,NL,ELK,KVB,28,100,100,100,54,3x25,4664,21.43,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Onkelboerensteeg,1011HH,1011HH,AMSTERDAM,NL,ELK,KVB,20,100,100,100,90,3x25,2808,5,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Zandstraat,1011HJ,1011HJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,50,3x25,2397,12.5,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Zandstraat,1011HK,1011HK,AMSTERDAM,NL,ELK,KVB,10,100,100,100,70,1x25,2730,20,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Zandstraat,1011HL,1011HL,AMSTERDAM,NL,ELK,KVB,21,100,100,100,52,3x25,2361,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Zanddwarsstraat,1011HM,1011HP,AMSTERDAM,NL,ELK,KVB,27,100,92.59,100,81,3x25,2988,0,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HR,1011HR,AMSTERDAM,NL,ELK,KVB,48,100,97.92,100,77,1x25,4230,6.25,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HS,1011HS,AMSTERDAM,NL,ELK,KVB,44,100,95.45,100,45,1x25,2698,4.55,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HT,1011HT,AMSTERDAM,NL,ELK,KVB,21,100,100,100,57,1x25,3109,14.29,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HV,1011HV,AMSTERDAM,NL,ELK,KVB,22,100,100,100,68,1x25,2324,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HW,1011HW,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,59,1x25,2458,10.34,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HX,1011HX,AMSTERDAM,NL,ELK,KVB,13,100,100,100,46,3x25,2561,7.69,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Verversstraat,1011HZ,1011HZ,AMSTERDAM,NL,ELK,KVB,42,100,100,100,69,1x25,3903,16.67,2.38,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Verversstraat,1011JA,1011JA,AMSTERDAM,NL,ELK,KVB,24,100,95.83,100,58,1x25,2215,4.17,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Zwanenburgwal,1011JB,1011JB,AMSTERDAM,NL,ELK,KVB,40,100,100,100,88,3x25,2272,10,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Zwanenburgwal,1011JC,1011JG,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,59,3x25,2171,4.55,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Zwanenburgwal,1011JH,1011JH,AMSTERDAM,NL,ELK,KVB,91,100,92.31,100,53,3x25,3837,5.49,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JJ,1011JJ,AMSTERDAM,NL,ELK,KVB,12,100,83.33,100,42,1x25,5919,16.67,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JK,1011JK,AMSTERDAM,NL,ELK,KVB,11,100,90.91,100,64,3x25,8146,18.18,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JL,1011JL,AMSTERDAM,NL,ELK,KVB,29,100,100,100,66,1x25,8837,17.24,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JM,1011JM,AMSTERDAM,NL,ELK,KVB,13,100,84.62,100,69,1x25,5639,7.69,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Staalkade,1011JN,1011JN,AMSTERDAM,NL,ELK,KVB,18,100,100,100,61,1x25,4097,5.56,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwmarkt,1011JP,1011JP,AMSTERDAM,NL,ELK,KVB,14,100,100,100,43,3x25,8766,28.57,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwmarkt,1011JR,1011JR,AMSTERDAM,NL,ELK,KVB,13,100,100,100,85,1x25,8173,15.38,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwmarkt,1011JS,1011JT,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,42,1x25,13739,15.38,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JV,1011JV,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,39,1x25,2298,5.56,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JW,1011JW,AMSTERDAM,NL,ELK,KVB,10,100,100,100,50,1x25,8986,40,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JX,1011JX,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,69,1x25,4175,25,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JZ,1011JZ,AMSTERDAM,NL,ELK,KVB,19,100,100,100,74,1x25,6656,10.53,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KA,1011KA,AMSTERDAM,NL,ELK,KVB,33,100,100,100,82,1x25,3406,6.06,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KB,1011KB,AMSTERDAM,NL,ELK,KVB,27,100,100,100,67,3x25,6943,11.11,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KC,1011KC,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,54,1x25,3937,10.71,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KD,1011KD,AMSTERDAM,NL,ELK,KVB,16,100,100,100,50,3x25,10019,18.75,0,2.8
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KE,1011KH,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,47,3x25,5233,20,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Raamgracht,1011KJ,1011KJ,AMSTERDAM,NL,ELK,KVB,38,100,97.37,100,50,1x25,2195,2.63,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Raamgracht,1011KK,1011KK,AMSTERDAM,NL,ELK,KVB,32,100,93.75,100,63,1x25,2454,15.63,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Raamgracht AB,1011KL,1011KM,AMSTERDAM,NL,ELK,KVB,14,100,92.86,100,50,3x25,4767,21.43,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,'s Gravelandseveer,1011KN,1011KN,AMSTERDAM,NL,ELK,KVB,22,100,100,100,59,1x25,2397,13.64,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KP,1011KP,AMSTERDAM,NL,ELK,KVB,31,100,70.97,100,45,3x25,2665,0,0,3.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KR,1011KR,AMSTERDAM,NL,ELK,KVB,23,100,82.61,100,52,1x25,2274,8.7,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KS,1011KS,AMSTERDAM,NL,ELK,KVB,15,100,100,100,53,3x25,2920,6.67,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KT,1011KT,AMSTERDAM,NL,ELK,KVB,29,100,100,100,62,1x25,3277,6.9,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KV,1011KW,AMSTERDAM,NL,ELK,KVB,92,100,97.83,100,74,3x25,2363,6.52,1.09,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KX,1011KZ,AMSTERDAM,NL,ELK,KVB,41,100,92.68,100,46,1x25,2796,7.32,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LA,1011LA,AMSTERDAM,NL,ELK,KVB,12,100,100,100,83,1x25,1624,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LB,1011LB,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,57,1x25,3909,23.33,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LC,1011LC,AMSTERDAM,NL,ELK,KVB,14,100,100,100,71,1x25,3824,7.14,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LD,1011LD,AMSTERDAM,NL,ELK,KVB,50,100,100,100,58,1x25,3230,10,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LE,1011LE,AMSTERDAM,NL,ELK,KVB,44,100,95.45,100,59,3x25,3040,9.09,0,2.4
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans AB,1011LG,1011LG,AMSTERDAM,NL,ELK,KVB,10,100,90,100,90,3x25,3009,0,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oostersekade,1011LH,1011LH,AMSTERDAM,NL,ELK,KVB,21,100,100,100,67,1x25,2510,4.76,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Batavierstraat,1011LJ,1011LJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2986,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Batavierstraat,1011LK,1011LL,AMSTERDAM,NL,ELK,KVB,31,100,100,100,45,3x25,3274,38.71,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Uilenburgerstraat,1011LM,1011LM,AMSTERDAM,NL,ELK,KVB,121,100,99.17,100,57,3x25,2815,5.79,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Uilenburgerstraat,1011LN,1011LP,AMSTERDAM,NL,ELK,KVB,17,100,88.24,100,71,1x25,2122,5.88,0,1.1
