MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aan,,,,
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016LX,1016LX,AMSTERDAM,NL,ELK,KVB,13,100,100,100,92,1x25,1245,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016LZ,1016LZ,AMSTERDAM,NL,ELK,KVB,26,100,100,100,42,3x25,5312,19.23,3.85,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierhof,1016MA,1016MA,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,1119,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierhof,1016MB,1016MB,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,1316,4,4,1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierhof,1016MC,1016MC,AMSTERDAM,NL,ELK,KVB,25,100,100,100,96,1x25,1179,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NA,1016NA,AMSTERDAM,NL,ELK,KVB,31,100,90.32,100,42,1x25,4560,16.13,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NB,1016NB,AMSTERDAM,NL,ELK,KVB,41,100,95.12,100,54,1x25,4386,12.2,4.88,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NC,1016NC,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,45,1x25,9378,20.69,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016ND,1016ND,AMSTERDAM,NL,ELK,KVB,34,100,100,100,47,1x25,6324,5.88,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NE,1016NE,AMSTERDAM,NL,ELK,KVB,25,100,96,100,44,1x35,8545,36,20,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NG,1016NG,AMSTERDAM,NL,ELK,KVB,18,100,100,100,33,3x25,11733,22.22,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NH,1016NH,AMSTERDAM,NL,ELK,KVB,22,100,81.82,100,41,3x25,8209,13.64,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NJ,1016NJ,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,36,1x25,10127,27.27,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NK,1016NK,AMSTERDAM,NL,ELK,KVB,46,100,93.48,100,41,1x25,5128,10.87,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016NL,1016NL,AMSTERDAM,NL,ELK,KVB,28,100,100,100,50,1x35,4668,7.14,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NM,1016NM,AMSTERDAM,NL,ELK,KVB,22,100,100,100,77,1x25,3528,9.09,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NN,1016NN,AMSTERDAM,NL,ELK,KVB,61,100,100,100,80,1x25,2079,6.56,1.64,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NP,1016NP,AMSTERDAM,NL,ELK,KVB,38,100,100,100,87,1x25,2207,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NR,1016NR,AMSTERDAM,NL,ELK,KVB,21,100,80.95,100,43,3x25,2413,4.76,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NS,1016NS,AMSTERDAM,NL,ELK,KVB,16,100,100,100,81,1x25,1764,6.25,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NT,1016NT,AMSTERDAM,NL,ELK,KVB,21,100,100,100,100,1x25,1329,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NV,1016NV,AMSTERDAM,NL,ELK,KVB,22,100,100,100,95,1x25,1692,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NX,1016NX,AMSTERDAM,NL,ELK,KVB,92,100,84.78,100,40,3x25,2356,1.09,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016NZ,1016NZ,AMSTERDAM,NL,ELK,KVB,44,100,97.73,100,55,3x25,1763,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016PA,1016PA,AMSTERDAM,NL,ELK,KVB,64,100,95.31,100,42,1x35,2439,6.25,1.56,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Rozenstraat,1016PB,1016PB,AMSTERDAM,NL,ELK,KVB,25,100,92,100,60,1x25,1694,4,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Rozendwarsstraat,1016PC,1016PC,AMSTERDAM,NL,ELK,KVB,39,100,100,100,46,1x25,6232,5.13,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Rozendwarsstraat,1016PD,1016PD,AMSTERDAM,NL,ELK,KVB,14,100,92.86,100,71,1x25,4496,14.29,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Rozendwarsstraat,1016PE,1016PE,AMSTERDAM,NL,ELK,KVB,20,100,90,100,65,1x25,2223,10,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PG,1016PG,AMSTERDAM,NL,ELK,KVB,35,100,97.14,100,37,1x25,1751,14.29,14.29,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PH,1016PH,AMSTERDAM,NL,ELK,KVB,30,100,100,100,83,1x25,2425,3.33,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PJ,1016PJ,AMSTERDAM,NL,ELK,KVB,69,100,85.51,100,59,1x25,2458,1.45,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PK,1016PK,AMSTERDAM,NL,ELK,KVB,31,100,96.77,100,68,1x25,1996,3.23,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PL,1016PL,AMSTERDAM,NL,ELK,KVB,76,100,94.74,100,66,1x25,2608,6.58,2.63,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PM,1016PM,AMSTERDAM,NL,ELK,KVB,36,100,97.22,100,81,1x25,1732,11.11,11.11,1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PN,1016PN,AMSTERDAM,NL,ELK,KVB,51,100,92.16,100,43,1x25,2522,29.41,21.57,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PP,1016PR,AMSTERDAM,NL,ELK,KVB,35,100,100,100,94,1x25,3290,2.86,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PS,1016PS,AMSTERDAM,NL,ELK,KVB,28,100,67.86,100,54,1x25,2359,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Laurierstraat,1016PT,1016PT,AMSTERDAM,NL,ELK,KVB,48,100,97.92,100,83,1x25,1746,4.17,2.08,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Laurierdwstr,1016PV,1016PV,AMSTERDAM,NL,ELK,KVB,25,100,100,100,72,1x25,1117,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Laurierdwstr,1016PW,1016PW,AMSTERDAM,NL,ELK,KVB,32,100,90.63,100,88,1x25,1749,6.25,6.25,1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Laurierdwstr,1016PX,1016PZ,AMSTERDAM,NL,ELK,KVB,17,100,88.24,100,65,1x25,3583,5.88,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Laurierdwstr,1016RA,1016RA,AMSTERDAM,NL,ELK,KVB,36,100,91.67,100,53,1x25,3062,16.67,8.33,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Laurierdwstr,1016RB,1016RB,AMSTERDAM,NL,ELK,KVB,37,100,81.08,100,57,3x25,3698,10.81,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Laurierdwstr,1016RC,1016RC,AMSTERDAM,NL,ELK,KVB,14,100,100,100,71,1x25,3166,0,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RD,1016RD,AMSTERDAM,NL,ELK,KVB,15,100,80,100,47,1x35,2105,33.33,40,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RE,1016RE,AMSTERDAM,NL,ELK,KVB,17,100,100,100,47,1x35,3112,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RG,1016RG,AMSTERDAM,NL,ELK,KVB,55,100,100,100,53,1x25,4843,9.09,1.82,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RH,1016RH,AMSTERDAM,NL,ELK,KVB,17,100,82.35,100,47,3x25,2103,17.65,29.41,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RJ,1016RJ,AMSTERDAM,NL,ELK,KVB,57,100,96.49,100,72,1x25,3540,7.02,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RK,1016RK,AMSTERDAM,NL,ELK,KVB,28,100,82.14,100,64,1x25,3057,7.14,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RL,1016RL,AMSTERDAM,NL,ELK,KVB,40,100,95,100,45,1x35,3410,32.5,25,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RM,1016RM,AMSTERDAM,NL,ELK,KVB,36,100,97.22,100,58,1x25,2070,22.22,5.56,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RN,1016RN,AMSTERDAM,NL,ELK,KVB,15,100,93.33,100,53,3x25,3468,13.33,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RP,1016RP,AMSTERDAM,NL,ELK,KVB,19,100,100,100,37,1x25,2112,5.26,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RR,1016RR,AMSTERDAM,NL,ELK,KVB,55,100,80,100,38,3x25,2841,25.45,18.18,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RS,1016RS,AMSTERDAM,NL,ELK,KVB,14,100,85.71,100,36,3x25,2518,21.43,21.43,1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RT,1016RT,AMSTERDAM,NL,ELK,KVB,24,100,100,100,71,3x25,3136,25,16.67,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lauriergracht,1016RV,1016RV,AMSTERDAM,NL,ELK,KVB,36,100,97.22,100,58,1x25,2448,27.78,33.33,1
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016RW,1016RW,AMSTERDAM,NL,ELK,KVB,39,100,84.62,100,38,1x25,2222,2.56,2.56,1
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016RX,1016RX,AMSTERDAM,NL,ELK,KVB,33,100,84.85,100,42,1x25,4443,9.09,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016RZ,1016RZ,AMSTERDAM,NL,ELK,KVB,32,100,87.5,100,59,1x25,2975,6.25,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016SB,1016SB,AMSTERDAM,NL,ELK,KVB,25,100,100,100,100,1x25,2045,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016SC,1016SC,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,1532,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016SG,1016SG,AMSTERDAM,NL,ELK,KVB,51,100,86.27,100,51,1x25,5576,9.8,1.96,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016SH,1016SH,AMSTERDAM,NL,ELK,KVB,48,100,100,100,96,1x25,1824,2.08,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016SJ,1016SJ,AMSTERDAM,NL,ELK,KVB,29,100,100,100,86,1x25,2607,3.45,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsstraat,1016SK,1016SK,AMSTERDAM,NL,ELK,KVB,28,100,100,100,89,1x25,1813,7.14,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Konijnenstraat,1016SL,1016SL,AMSTERDAM,NL,ELK,KVB,14,100,35.71,100,86,3x25,3844,7.14,7.14,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Hazenstraat,1016SM,1016SM,AMSTERDAM,NL,ELK,KVB,34,100,88.24,100,56,1x25,2378,11.76,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Hazenstraat,1016SN,1016SN,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,72,1x25,6435,11.11,11.11,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Hazenstraat,1016SP,1016SP,AMSTERDAM,NL,ELK,KVB,26,100,100,100,85,1x25,2906,11.54,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Hazenstraat,1016SR,1016SR,AMSTERDAM,NL,ELK,KVB,28,100,96.43,100,68,1x25,4959,10.71,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansstraat,1016ST,1016ST,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,65,1x25,3132,11.54,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansstraat,1016SV,1016SX,AMSTERDAM,NL,ELK,KVB,41,100,97.56,100,56,1x25,7381,12.2,2.44,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Rozengracht,1016SZ,1016SZ,AMSTERDAM,NL,ELK,KVB,42,100,83.33,100,48,1x25,2381,4.76,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Groenmarktkade,1016TA,1016TA,AMSTERDAM,NL,ELK,KVB,67,100,94.03,100,42,1x25,1917,5.97,1.49,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TB,1016TB,AMSTERDAM,NL,ELK,KVB,35,100,97.14,100,63,1x25,2509,14.29,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TC,1016TC,AMSTERDAM,NL,ELK,KVB,22,100,100,100,64,1x25,4406,9.09,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TD,1016TD,AMSTERDAM,NL,ELK,KVB,28,100,64.29,100,46,1x35,6333,7.14,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TE,1016TE,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,46,1x25,2200,3.85,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TG,1016TG,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,89,1x25,3521,11.11,5.56,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TH,1016TH,AMSTERDAM,NL,ELK,KVB,21,100,90.48,100,38,1x35,2830,9.52,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TJ,1016TJ,AMSTERDAM,NL,ELK,KVB,27,100,85.19,100,33,1x35,4073,14.81,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TK,1016TK,AMSTERDAM,NL,ELK,KVB,41,100,78.05,100,56,1x25,1500,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016TL,1016TL,AMSTERDAM,NL,ELK,KVB,30,100,86.67,100,40,1x35,7079,20,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TM,1016TM,AMSTERDAM,NL,ELK,KVB,48,100,81.25,100,48,3x25,5107,18.75,6.25,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TN,1016TN,AMSTERDAM,NL,ELK,KVB,50,100,80,100,46,1x25,5339,28,18,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TP,1016TP,AMSTERDAM,NL,ELK,KVB,25,100,88,100,48,1x25,3875,16,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TR,1016TR,AMSTERDAM,NL,ELK,KVB,50,100,88,100,82,1x25,1660,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TS,1016TS,AMSTERDAM,NL,ELK,KVB,36,100,75,100,39,1x25,2023,8.33,2.78,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TT,1016TT,AMSTERDAM,NL,ELK,KVB,18,100,83.33,100,39,1x25,6003,22.22,5.56,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TV,1016TV,AMSTERDAM,NL,ELK,KVB,34,100,79.41,100,44,1x25,5734,14.71,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TW,1016TW,AMSTERDAM,NL,ELK,KVB,33,100,96.97,100,61,1x25,3769,12.12,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TX,1016TX,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,31,3x25,10328,19.23,11.54,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016TZ,1016TZ,AMSTERDAM,NL,ELK,KVB,26,100,80.77,100,54,1x25,5319,34.62,15.38,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016VA,1016VA,AMSTERDAM,NL,ELK,KVB,20,100,95,100,60,1x25,5683,30,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016VB,1016VB,AMSTERDAM,NL,ELK,KVB,49,100,93.88,100,51,1x25,6512,16.33,6.12,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Elandsgracht,1016VC,1016VC,AMSTERDAM,NL,ELK,KVB,30,100,63.33,100,63,3x25,3452,23.33,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Derde Looiersdwarsstraat,1016VD,1016VD,AMSTERDAM,NL,ELK,KVB,38,100,94.74,100,76,1x25,3037,2.63,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Derde Looiersdwarsstraat,1016VE,1016VE,AMSTERDAM,NL,ELK,KVB,22,100,100,100,41,1x25,3242,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Looiersstraat,1016VG,1016VG,AMSTERDAM,NL,ELK,KVB,38,100,97.37,100,55,3x25,2009,2.63,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Looiersstraat,1016VH,1016VH,AMSTERDAM,NL,ELK,KVB,42,100,100,100,88,1x25,1767,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Looiersstraat,1016VJ,1016VJ,AMSTERDAM,NL,ELK,KVB,48,100,87.5,100,42,3x25,2049,6.25,2.08,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Looiersstraat,1016VK,1016VK,AMSTERDAM,NL,ELK,KVB,47,100,97.87,100,81,1x25,1830,2.13,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Looiersdwstr,1016VL,1016VL,AMSTERDAM,NL,ELK,KVB,42,100,92.86,100,52,3x25,4436,4.76,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Looiersdwstr,1016VM,1016VM,AMSTERDAM,NL,ELK,KVB,35,100,77.14,100,49,1x25,2950,2.86,2.86,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Looiersdwstr,1016VN,1016VN,AMSTERDAM,NL,ELK,KVB,22,100,100,100,91,1x25,2532,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Looiersdwstr,1016VP,1016VP,AMSTERDAM,NL,ELK,KVB,20,100,100,100,90,1x25,1890,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Looiersgracht,1016VR,1016VR,AMSTERDAM,NL,ELK,KVB,68,100,97.06,100,56,1x25,3026,7.35,1.47,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Looiersgracht,1016VS,1016VS,AMSTERDAM,NL,ELK,KVB,36,100,88.89,100,42,1x25,4576,5.56,2.78,1
Liander N.V.,Liander N.V. (NW),Liander NW,Looiersgracht,1016VT,1016VT,AMSTERDAM,NL,ELK,KVB,93,100,81.72,100,40,1x25,2940,6.45,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1016VV,1016VV,AMSTERDAM,NL,ELK,KVB,79,100,96.2,100,82,1x25,2246,5.06,1.27,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1016VW,1016VW,AMSTERDAM,NL,ELK,KVB,26,100,100,100,42,1x35,1823,69.23,69.23,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1016VX,1016VX,AMSTERDAM,NL,ELK,KVB,43,100,97.67,100,56,1x25,4910,18.6,4.65,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1016VZ,1016VZ,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,90,1x25,1475,4.76,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Looiersdwstr,1016WB,1016WB,AMSTERDAM,NL,ELK,KVB,12,100,100,100,100,1x25,2459,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Looiersgracht,1016WC,1016WC,AMSTERDAM,NL,ELK,KVB,28,100,100,100,89,1x25,3432,3.57,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1016XA,1016XA,AMSTERDAM,NL,ELK,KVB,79,100,91.14,100,51,1x25,3672,3.8,1.27,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Passeerdersstraat,1016XB,1016XB,AMSTERDAM,NL,ELK,KVB,55,100,94.55,100,42,1x35,3218,7.27,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Passeerdersstraat,1016XC,1016XC,AMSTERDAM,NL,ELK,KVB,25,100,100,100,68,3x25,3174,8,4,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Passeerdersdwstr,1016XD,1016XD,AMSTERDAM,NL,ELK,KVB,83,100,97.59,100,80,1x25,2047,4.82,2.41,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Tweede Passeerdersdwstr,1016XE,1016XG,AMSTERDAM,NL,ELK,KVB,25,100,100,100,52,3x25,5104,20,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Passeerdersgracht,1016XH,1016XH,AMSTERDAM,NL,ELK,KVB,51,100,96.08,100,63,1x25,3257,11.76,1.96,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Lijnbaansgracht,1016XJ,1016XJ,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,59,3x25,2830,13.79,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Raamplein,1016XK,1016XK,AMSTERDAM,NL,ELK,KVB,35,100,97.14,100,43,1x25,5169,22.86,17.14,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Raamstraat,1016XL,1016XL,AMSTERDAM,NL,ELK,KVB,30,100,100,100,50,1x25,3655,10,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Raamstraat,1016XM,1016XM,AMSTERDAM,NL,ELK,KVB,39,100,94.87,100,54,1x25,2551,12.82,5.13,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Raamdwarsstraat,1016XN,1016XN,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,41,1x25,1922,11.76,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Passeerdersstraat,1016XP,1016XR,AMSTERDAM,NL,ELK,KVB,23,100,100,100,74,1x35,6384,13.04,4.35,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016XS,1016XS,AMSTERDAM,NL,ELK,KVB,94,100,97.87,100,84,1x25,1381,94.68,94.68,1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016XT,1016XT,AMSTERDAM,NL,ELK,KVB,81,100,100,100,89,3x25,1147,97.53,98.77,2
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016XV,1016XV,AMSTERDAM,NL,ELK,KVB,22,100,100,100,64,1x35,2333,13.64,9.09,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016XW,1016XW,AMSTERDAM,NL,ELK,KVB,27,100,96.3,100,30,3x25,2355,11.11,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Marnixstraat,1016XX,1016XX,AMSTERDAM,NL,ELK,KVB,26,100,88.46,100,38,1x35,6242,19.23,3.85,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Passeerdersstraat,1016XZ,1016XZ,AMSTERDAM,NL,ELK,KVB,21,100,100,100,86,1x25,3238,4.76,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Passeerdersstraat,1016ZA,1016ZA,AMSTERDAM,NL,ELK,KVB,19,100,100,100,79,1x25,2291,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Eerste Passeerdersdwstr,1016ZB,1016ZB,AMSTERDAM,NL,ELK,KVB,22,100,100,100,100,1x25,2028,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AA,1017AA,AMSTERDAM,NL,ELK,KVB,42,100,90.48,100,50,3x25,8215,19.05,4.76,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AB,1017AB,AMSTERDAM,NL,ELK,KVB,20,100,100,100,40,3x25,12098,30,5,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AC,1017AC,AMSTERDAM,NL,ELK,KVB,13,100,84.62,100,38,3x25,12731,46.15,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AD,1017AD,AMSTERDAM,NL,ELK,KVB,65,100,93.85,100,58,1x25,3873,24.62,16.92,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AE,1017AE,AMSTERDAM,NL,ELK,KVB,13,100,100,100,54,1x25,8375,15.38,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AG,1017AG,AMSTERDAM,NL,ELK,KVB,44,100,88.64,100,55,3x25,3434,18.18,4.55,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AH,1017AH,AMSTERDAM,NL,ELK,KVB,19,100,94.74,100,42,3x25,8386,21.05,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AJ,1017AJ,AMSTERDAM,NL,ELK,KVB,34,100,94.12,100,53,3x25,4375,14.71,2.94,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AK,1017AK,AMSTERDAM,NL,ELK,KVB,37,100,72.97,100,84,3x25,2331,10.81,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AL,1017AL,AMSTERDAM,NL,ELK,KVB,17,100,88.24,100,59,3x25,4668,17.65,5.88,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AM,1017AM,AMSTERDAM,NL,ELK,KVB,20,100,95,100,30,3x25,4004,15,5,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Amstel,1017AN,1017AN,AMSTERDAM,NL,ELK,KVB,128,100,98.44,100,84,3x25,2159,3.13,0,1.1
