MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aan,,,,
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CB,1011CB,AMSTERDAM,NL,ELK,KVB,23,100,86.96,100,57,1x25,2691,0,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CC,1011CC,AMSTERDAM,NL,ELK,KVB,21,100,100,100,57,1x25,2578,4.76,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot  94 to,1011CD,1011CD,AMSTERDAM,NL,ELK,KVB,17,100,94.12,100,76,1x25,2078,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal,1011CE,1011CE,AMSTERDAM,NL,ELK,KVB,12,91.67,83.33,100,50,3x25,2770,0,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Oude Waal AB,1011CG,1011CH,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,46,3x25,10276,14.29,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Binnen Bantammerstraat,1011CJ,1011CJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,81,1x25,5347,12.5,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Binnen Bantammerstraat,1011CK,1011CK,AMSTERDAM,NL,ELK,KVB,14,100,100,100,86,1x25,2453,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Binnen Bantammerstraat,1011CL,1011CL,AMSTERDAM,NL,ELK,KVB,10,100,100,100,80,1x25,1568,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Jonkerstraat,1011CM,1011CM,AMSTERDAM,NL,ELK,KVB,63,100,82.54,100,33,1x25,2608,4.76,0,2.5
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Ridderstraat,1011CN,1011CR,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,50,1x25,3559,7.14,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CS,1011CS,AMSTERDAM,NL,ELK,KVB,26,100,100,100,69,1x25,1827,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CT,1011CT,AMSTERDAM,NL,ELK,KVB,18,100,88.89,100,44,3x25,2826,0,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CV,1011CV,AMSTERDAM,NL,ELK,KVB,18,100,100,100,83,1x25,2105,5.56,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CW,1011CW,AMSTERDAM,NL,ELK,KVB,15,100,100,100,53,1x25,2577,0,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CX,1011CX,AMSTERDAM,NL,ELK,KVB,19,100,100,100,68,1x25,2457,0,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011CZ,1011CZ,AMSTERDAM,NL,ELK,KVB,20,100,95,100,65,1x25,2206,0,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Lastageweg,1011DB,1011DB,AMSTERDAM,NL,ELK,KVB,10,100,100,100,90,1x25,6515,10,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,J.W. Siebbeleshof,1011DC,1011DD,AMSTERDAM,NL,ELK,KVB,62,100,35.48,100,95,1x35,4297,0,33.87,1
Liander N.V.,Liander N.V. (NW),Liander NW,Oosterdoksstraat,1011DK,1011DL,AMSTERDAM,NL,ELK,KVB,33,100,96.97,100,82,1x35,4691,0,0,4
Liander N.V.,Liander N.V. (NW),Liander NW,Dijkdwarsstraat,1011DZ,1011EA,AMSTERDAM,NL,ELK,KVB,52,100,80.77,100,69,1x25,3047,7.69,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011EB,1011EB,AMSTERDAM,NL,ELK,KVB,24,100,100,100,88,1x25,1609,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011EC,1011EC,AMSTERDAM,NL,ELK,KVB,19,100,89.47,100,47,1x25,6454,21.05,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Recht Boomssloot,1011ED,1011ED,AMSTERDAM,NL,ELK,KVB,14,100,100,100,86,1x25,2322,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Montelbaanstraat,1011EE,1011EE,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,1877,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Montelbaanstraat,1011EG,1011EG,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,82,1x25,1710,0,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EH,1011EH,AMSTERDAM,NL,ELK,KVB,38,100,94.74,100,76,1x25,3221,5.26,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EJ,1011EJ,AMSTERDAM,NL,ELK,KVB,46,100,91.3,100,41,1x25,5476,4.35,0,2
Liander N.V.,Liander N.V. (NW),Liander NW,geldersekd,1011EK,1011EK,AMSTERDAM,NL,ELK,KVB,26,100,96.15,100,58,1x25,6180,7.69,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EL,1011EL,AMSTERDAM,NL,ELK,KVB,47,100,87.23,100,57,1x25,4702,12.77,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EM,1011EM,AMSTERDAM,NL,ELK,KVB,23,100,91.3,100,48,1x25,5374,8.7,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Geldersekade,1011EN,1011EN,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,70,1x25,7374,16.67,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Waalsteeg,1011ER,1011ER,AMSTERDAM,NL,ELK,KVB,10,100,100,100,40,1x25,3810,0,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Koningsstraat,1011ES,1011ET,AMSTERDAM,NL,ELK,KVB,42,100,100,100,60,1x25,5600,14.29,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Koningsstraat,1011EV,1011EW,AMSTERDAM,NL,ELK,KVB,47,100,100,100,53,3x25,3793,4.26,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsstraat,1011EX,1011EX,AMSTERDAM,NL,ELK,KVB,27,100,100,100,63,1x25,2033,3.7,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsstraat,1011EZ,1011EZ,AMSTERDAM,NL,ELK,KVB,13,100,69.23,100,54,3x25,1951,0,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsstraat,1011GA,1011GA,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,75,1x25,2491,14.29,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Koningsdwarsstraat,1011GB,1011GC,AMSTERDAM,NL,ELK,KVB,21,100,76.19,100,48,1x25,1934,0,0,2.3
Liander N.V.,Liander N.V. (NW),Liander NW,Keizersstraat,1011GD,1011GD,AMSTERDAM,NL,ELK,KVB,52,100,96.15,100,56,1x35,2646,1.92,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Keizersstraat,1011GG,1011GG,AMSTERDAM,NL,ELK,KVB,22,100,100,100,73,1x25,1609,4.55,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Keizersstraat,1011GH,1011GH,AMSTERDAM,NL,ELK,KVB,24,100,100,100,71,1x25,1352,0,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Keizersdwarsstraat,1011GJ,1011GJ,AMSTERDAM,NL,ELK,KVB,18,100,100,100,83,1x25,2337,0,0,2.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kleersloot,1011GK,1011GL,AMSTERDAM,NL,ELK,KVB,92,100,96.74,100,62,1x25,1971,5.43,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Korte Dijkstraat,1011GM,1011GM,AMSTERDAM,NL,ELK,KVB,21,100,95.24,100,86,1x25,2214,4.76,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Brandewijnsteeg,1011GN,1011GN,AMSTERDAM,NL,ELK,KVB,26,100,100,100,96,1x25,1553,3.85,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GP,1011GP,AMSTERDAM,NL,ELK,KVB,13,100,100,100,77,1x25,1212,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GR,1011GR,AMSTERDAM,NL,ELK,KVB,33,100,100,100,64,3x25,2065,9.09,0,2.8
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GS,1011GS,AMSTERDAM,NL,ELK,KVB,42,100,95.24,100,43,1x25,4356,11.9,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GT,1011GT,AMSTERDAM,NL,ELK,KVB,13,100,100,100,77,1x25,2674,7.69,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GV,1011GV,AMSTERDAM,NL,ELK,KVB,20,100,85,100,45,1x25,1946,10,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GW,1011GW,AMSTERDAM,NL,ELK,KVB,13,100,92.31,100,46,3x25,7479,7.69,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Krom Boomssloot,1011GX,1011GX,AMSTERDAM,NL,ELK,KVB,17,100,100,100,94,1x25,1298,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Snoekjesgracht,1011GZ,1011GZ,AMSTERDAM,NL,ELK,KVB,38,100,100,100,95,1x25,1398,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Snoekjesgracht  ab,1011HA,1011HB,AMSTERDAM,NL,ELK,KVB,224,100,99.11,100,61,1x25,3478,10.71,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HC,1011HC,AMSTERDAM,NL,ELK,KVB,51,100,74.51,100,57,1x25,3150,3.92,0,2.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HD,1011HD,AMSTERDAM,NL,ELK,KVB,24,100,58.33,100,75,1x25,6737,12.5,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HE,1011HE,AMSTERDAM,NL,ELK,KVB,19,100,100,100,58,1x25,5716,5.26,0,2.1
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Hoogstraat,1011HG,1011HG,AMSTERDAM,NL,ELK,KVB,28,100,100,100,54,3x25,4542,21.43,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Onkelboerensteeg,1011HH,1011HH,AMSTERDAM,NL,ELK,KVB,20,100,100,100,90,3x25,2323,5,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Zandstraat,1011HJ,1011HJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,50,3x25,2551,12.5,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Zandstraat,1011HK,1011HK,AMSTERDAM,NL,ELK,KVB,10,100,100,100,70,1x25,2771,20,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Zandstraat,1011HL,1011HL,AMSTERDAM,NL,ELK,KVB,21,100,100,100,52,3x25,1921,0,0,1
Liander N.V.,Liander N.V. (NW),Liander NW,Zanddwarsstraat,1011HM,1011HP,AMSTERDAM,NL,ELK,KVB,27,100,92.59,100,78,3x25,3014,0,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HR,1011HR,AMSTERDAM,NL,ELK,KVB,48,100,100,100,77,1x25,4186,6.25,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HS,1011HS,AMSTERDAM,NL,ELK,KVB,44,100,95.45,100,45,1x25,2658,4.55,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HT,1011HT,AMSTERDAM,NL,ELK,KVB,21,100,100,100,57,1x25,3087,14.29,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HV,1011HV,AMSTERDAM,NL,ELK,KVB,22,100,100,100,59,1x25,2591,0,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HW,1011HW,AMSTERDAM,NL,ELK,KVB,29,100,96.55,100,59,1x25,1990,10.34,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Groenburgwal,1011HX,1011HX,AMSTERDAM,NL,ELK,KVB,13,100,92.31,100,54,1x25,2502,7.69,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Verversstraat,1011HZ,1011HZ,AMSTERDAM,NL,ELK,KVB,42,100,100,100,69,1x25,3864,16.67,2.38,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Verversstraat,1011JA,1011JA,AMSTERDAM,NL,ELK,KVB,24,100,95.83,100,58,1x25,2175,4.17,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Zwanenburgwal,1011JB,1011JB,AMSTERDAM,NL,ELK,KVB,40,100,100,100,85,3x25,2335,7.5,0,1.8
Liander N.V.,Liander N.V. (NW),Liander NW,Zwanenburgwal,1011JC,1011JG,AMSTERDAM,NL,ELK,KVB,22,100,95.45,100,55,3x25,1916,4.55,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Zwanenburgwal,1011JH,1011JH,AMSTERDAM,NL,ELK,KVB,97,100,89.69,100,45,3x25,3778,5.15,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JJ,1011JJ,AMSTERDAM,NL,ELK,KVB,12,100,83.33,100,42,1x25,6309,16.67,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JK,1011JK,AMSTERDAM,NL,ELK,KVB,11,100,90.91,100,64,3x25,7427,18.18,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JL,1011JL,AMSTERDAM,NL,ELK,KVB,29,100,100,100,66,1x25,8332,13.79,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Staalstraat,1011JM,1011JM,AMSTERDAM,NL,ELK,KVB,14,100,71.43,100,64,1x25,5149,7.14,0,1.9
Liander N.V.,Liander N.V. (NW),Liander NW,Staalkade,1011JN,1011JN,AMSTERDAM,NL,ELK,KVB,18,100,100,100,61,1x25,3557,5.56,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwmarkt,1011JP,1011JP,AMSTERDAM,NL,ELK,KVB,14,100,100,100,43,1x25,8790,28.57,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwmarkt,1011JR,1011JR,AMSTERDAM,NL,ELK,KVB,13,100,100,100,85,1x25,8247,15.38,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwmarkt,1011JS,1011JT,AMSTERDAM,NL,ELK,KVB,27,100,85.19,100,33,3x25,19159,18.52,0,2.1
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JV,1011JV,AMSTERDAM,NL,ELK,KVB,18,100,94.44,100,39,1x25,2279,5.56,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JW,1011JW,AMSTERDAM,NL,ELK,KVB,10,100,100,100,50,1x25,8695,40,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JX,1011JX,AMSTERDAM,NL,ELK,KVB,16,100,93.75,100,69,1x25,4109,25,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011JZ,1011JZ,AMSTERDAM,NL,ELK,KVB,19,100,100,100,74,1x25,7120,10.53,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KA,1011KA,AMSTERDAM,NL,ELK,KVB,33,100,100,100,82,1x25,3460,3.03,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KB,1011KB,AMSTERDAM,NL,ELK,KVB,27,100,100,100,67,3x25,6750,11.11,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KC,1011KC,AMSTERDAM,NL,ELK,KVB,28,100,92.86,100,54,1x25,3850,10.71,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KD,1011KD,AMSTERDAM,NL,ELK,KVB,16,100,100,100,50,3x25,8888,25,0,2.8
Liander N.V.,Liander N.V. (NW),Liander NW,Kloveniersburgwal,1011KE,1011KH,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,47,3x25,5550,20,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Raamgracht,1011KJ,1011KJ,AMSTERDAM,NL,ELK,KVB,38,100,97.37,100,50,1x25,2371,2.63,0,1.5
Liander N.V.,Liander N.V. (NW),Liander NW,Raamgracht,1011KK,1011KK,AMSTERDAM,NL,ELK,KVB,32,100,93.75,100,63,1x25,2098,12.5,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Raamgracht AB,1011KL,1011KM,AMSTERDAM,NL,ELK,KVB,14,100,92.86,100,50,1x25,4875,21.43,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,'s Gravelandseveer,1011KN,1011KN,AMSTERDAM,NL,ELK,KVB,22,100,100,100,59,1x25,2761,13.64,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KP,1011KP,AMSTERDAM,NL,ELK,KVB,31,100,70.97,100,45,3x25,2341,0,0,3.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KR,1011KR,AMSTERDAM,NL,ELK,KVB,23,100,82.61,100,52,1x25,2496,8.7,0,1.4
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KS,1011KS,AMSTERDAM,NL,ELK,KVB,15,100,100,100,53,3x25,3044,6.67,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KT,1011KT,AMSTERDAM,NL,ELK,KVB,29,100,100,100,62,1x25,3422,6.9,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KV,1011KW,AMSTERDAM,NL,ELK,KVB,92,100,97.83,100,74,3x25,2607,7.61,1.09,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011KX,1011KZ,AMSTERDAM,NL,ELK,KVB,42,100,92.86,100,48,1x25,2515,4.76,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LA,1011LA,AMSTERDAM,NL,ELK,KVB,12,100,91.67,100,75,1x25,1720,0,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LB,1011LB,AMSTERDAM,NL,ELK,KVB,30,100,96.67,100,57,1x25,3911,20,0,1.7
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LC,1011LC,AMSTERDAM,NL,ELK,KVB,14,100,100,100,71,1x25,3615,7.14,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LD,1011LD,AMSTERDAM,NL,ELK,KVB,50,100,100,100,58,1x25,3315,10,0,1.6
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans,1011LE,1011LE,AMSTERDAM,NL,ELK,KVB,44,100,95.45,100,59,3x25,3093,9.09,0,2.4
Liander N.V.,Liander N.V. (NW),Liander NW,Oudeschans AB,1011LG,1011LG,AMSTERDAM,NL,ELK,KVB,10,100,90,100,90,3x25,3588,0,0,1.3
Liander N.V.,Liander N.V. (NW),Liander NW,Oostersekade,1011LH,1011LH,AMSTERDAM,NL,ELK,KVB,21,100,100,100,67,1x25,2670,4.76,0,1.2
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Batavierstraat,1011LJ,1011LJ,AMSTERDAM,NL,ELK,KVB,16,100,100,100,100,1x25,2722,0,0,1.1
Liander N.V.,Liander N.V. (NW),Liander NW,Nieuwe Batavierstraat,1011LK,1011LL,AMSTERDAM,NL,ELK,KVB,32,100,100,100,44,3x25,3428,12.5,0,1.7
